Gene = Cdk5alpha
index = 1063
Annotated 5SS: [ 413 1585 2144 2409]
Annotated 3SS: [ 646 2005 2202 2480]
SMsplice 5SS: [ 413 1585 2144 2409]
SMsplice 3SS: [ 646 2005 2202 2480]
top_k =  500
Partition function (log Z): -6.283858369566702

Sorted 5' Splice Sites (High to Low Probability):
Position 2409: 0.8999701660665819
Position 1585: 0.8214311926758726
Position 413: 0.7862637093486139
Position 2144: 0.5005474037685981
Position 1403: 0.10300697819310338
Position 884: 0.049411645981090664
Position 394: 0.03591136817350186
Position 526: 0.024903349682047795
Position 865: 0.009166992813824906
Position 1623: 0.008908559582250229
Position 241: 0.008013810119510294
Position 1607: 0.005284645763627922
Position 1363: 0.004191095371227206
Position 169: 0.003339297717129926
Position 429: 0.0027119816951276434
Position 188: 0.002638718648837268
Position 1825: 0.0024168732978968625
Position 299: 0.0019283840264897971
Position 479: 0.0013390469948628635
Position 150: 0.0012378932834362626
Position 134: 0.0007369046685633668
Position 2315: 0.0005671411640476764
Position 444: 0.0005625759659772628
Position 2149: 0.0005072707976696592
Position 289: 0.000498227362280211
Position 2319: 0.0004550169469455205
Position 1444: 0.00041780054080520164
Position 234: 0.000406510393442894
Position 81: 0.00039334505453302753
Position 75: 0.0003036050836327202
Position 600: 0.0002414619638613781
Position 543: 0.00021492030024200344
Position 481: 0.00019080343837745797
Position 10: 0.0001725591826225819
Position 2703: 0.00017145512416063635
Position 2708: 0.0001569281715475748
Position 2334: 0.00010471016900642483
Position 837: 0.00010449025979222366
Position 661: 8.055984183764446e-05
Position 274: 6.207227995912515e-05
Position 1394: 4.823600749715369e-05
Position 186: 4.0985589904806774e-05
Position 297: 3.560058420147994e-05
Position 1137: 2.858508267012522e-05
Position 663: 1.0936911521176171e-05
Position 220: 5.964058121735469e-06
Position 207: 4.6739827670569345e-06
Position 64: 4.4977576616002855e-06
Position 313: 4.235620713831084e-06
Position 1101: 1.7661505588971177e-06
Position 881: 1.358642094544302e-06
Position 251: 1.1313225975169743e-06
Position 56: 1.0018958361703644e-06
Position 470: 5.591346828280941e-07
Position 612: 5.261134237886214e-07
Position 606: 1.1164600721867043e-08
Position 702: 2.171903240505666e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2480: 0.9073805180267538
Position 646: 0.8143087601812132
Position 2202: 0.40241369811632566
Position 2005: 0.3964565968556457
Position 1973: 0.2672352082143893
Position 2062: 0.0817180711035234
Position 2224: 0.07782019270114814
Position 2251: 0.0524577253886879
Position 1479: 0.033633169238270796
Position 1649: 0.030063269058042883
Position 1772: 0.027075837521721095
Position 1953: 0.024404982062479243
Position 1938: 0.017230419468145543
Position 804: 0.014321821424982714
Position 1900: 0.010404131547929633
Position 2554: 0.009914133906121527
Position 915: 0.007660762052516045
Position 1425: 0.007656675935551623
Position 1874: 0.006888635987610344
Position 589: 0.0067778743833313
Position 1296: 0.0064178027923558825
Position 465: 0.005885937547858159
Position 1508: 0.005871640973209277
Position 1837: 0.005632469203344984
Position 1700: 0.004356544999777064
Position 1669: 0.004319529170965
Position 1924: 0.0037707830198586046
Position 1494: 0.003441205675057395
Position 2029: 0.0033772327727424225
Position 1413: 0.003187500218351849
Position 292: 0.003097088967432565
Position 526: 0.003031541041093775
Position 708: 0.0026806102561381705
Position 1455: 0.0022432489448255375
Position 2383: 0.002104745461961095
Position 1928: 0.002092820951716847
Position 927: 0.0018952867642011068
Position 1542: 0.0018388113522462837
Position 1167: 0.0016777790359662967
Position 1842: 0.0016392363027766237
Position 1748: 0.0012111288413418797
Position 969: 0.0011270697212096095
Position 772: 0.0010971141416747817
Position 2614: 0.0010017202793556996
Position 2502: 0.0007434558837074505
Position 1560: 0.0007421177996147814
Position 1684: 0.0007101630603390459
Position 1862: 0.0006777105570766561
Position 1488: 0.0006616657155401899
Position 1619: 0.0006004874085912218
Position 310: 0.0005610186315223477
Position 1113: 0.0005568182134925122
Position 1224: 0.0005079986179783077
Position 1020: 0.00045934151961028204
Position 1443: 0.0003995344835159985
Position 2788: 0.0003995063591069795
Position 1727: 0.0003802840580228988
Position 2183: 0.00034390480602279367
Position 1092: 0.0003407401753327424
Position 1089: 0.000340537186631698
Position 1889: 0.00018935365200723885
Position 2740: 0.0001838736281368841
Position 1302: 0.00016974826835226419
Position 2507: 0.00013203911346794782
Position 1260: 0.00010514715941627871
Position 377: 9.673262012063435e-05
Position 234: 9.155918137543318e-05
Position 612: 8.781156801947629e-05
Position 2793: 7.539911514522777e-05
Position 203: 7.524564864078903e-05
Position 444: 6.875368526470294e-05
Position 182: 6.281332538654018e-05
Position 2676: 6.0119260784365075e-05
Position 536: 5.675758106919985e-05
Position 1209: 5.279934163293445e-05
Position 1044: 3.995275187804551e-05
Position 1518: 3.9120601069133774e-05
Position 450: 3.8858365785664554e-05
Position 1116: 3.6878462483970935e-05
Position 1314: 3.5265517908597887e-05
Position 470: 3.102412556159014e-05
Position 1173: 2.6838857452425885e-05
Position 758: 2.3076301833960275e-05
Position 68: 1.79965626830359e-05
Position 861: 1.6322552257281054e-05
Position 834: 1.489184177646798e-05
Position 801: 1.2843859342711382e-05
Position 1119: 1.2645653194388095e-05
Position 819: 1.1766293250751714e-05
Position 297: 1.1338426235378722e-05
Position 240: 9.323373134587907e-06
Position 217: 7.998824078776228e-06
Position 876: 4.710253981746773e-06
Position 1029: 4.3182475537211135e-06
Position 251: 3.764534009973177e-06
Position 1056: 1.642819453669206e-06
Position 114: 1.492378234895509e-06
Position 134: 1.0957218420915232e-06
Position 1257: 7.611522897951657e-07
Position 1308: 6.203225495277817e-07
Position 75: 4.772207782724488e-07
Position 1320: 4.595140421345587e-07
Position 1137: 3.2620153644597207e-07
Position 347: 2.4102471007737795e-07
Position 1368: 2.0195585531771405e-07
Position 81: 1.678593366754102e-07
Position 128: 9.589481478812263e-08
Position 335: 8.395111904778309e-08
Position 412: 6.248897601439076e-08
Position 750: 4.2385443395614835e-08
Position 598: 2.3905361863446703e-08
Position 543: 1.8318114576153355e-08
Position 394: 1.499111932877786e-08
Position 1362: 9.577243466958173e-09
Position 828: 1.780622825391141e-09
