Gene = jhamt
index = 1735
Annotated 5SS: [668]
Annotated 3SS: [731]
SMsplice 5SS: [668]
SMsplice 3SS: [731]
top_k =  500
Partition function (log Z): 0.25767551020840995

Sorted 5' Splice Sites (High to Low Probability):
Position 668: 0.9996709440968372
Position 139: 0.041672382492310034
Position 155: 0.030650292350871123
Position 248: 0.015913946440843284
Position 208: 0.007200007380916168
Position 425: 0.0038258463777875646
Position 52: 0.00357639107996538
Position 956: 0.003371751884602003
Position 472: 0.003318924969862144
Position 175: 0.002939459327185395
Position 840: 0.0027508389881187416
Position 501: 0.0017924610038072722
Position 463: 0.0014651017942246465
Position 994: 0.0013793593933329829
Position 286: 0.0009824958716599388
Position 917: 0.0005071905753040309
Position 235: 0.00028958666204623043
Position 370: 0.0002604036913656093
Position 143: 0.00023986111974855053
Position 504: 0.00020691145534803608
Position 160: 0.00018489161481247788
Position 1035: 0.00010412753317845968
Position 684: 9.595322409105834e-05
Position 652: 6.492388393750413e-05
Position 595: 6.489106973410121e-05
Position 737: 3.2632584314631885e-05
Position 926: 2.8724670145896242e-05
Position 1015: 2.7786747259259995e-05
Position 672: 2.557115792437149e-05
Position 862: 2.4051562627789082e-05
Position 790: 2.1004329671734713e-05
Position 578: 1.675181125313087e-05
Position 636: 1.598296796103091e-05
Position 884: 1.362654021355549e-05
Position 351: 1.1847432548229341e-05
Position 1006: 1.0572047343135373e-05
Position 815: 5.366062814995809e-06
Position 887: 3.847739995617937e-06
Position 634: 1.5651501369901883e-06
Position 105: 1.3698953134625586e-06
Position 197: 1.1339544795666534e-06
Position 7: 5.548653480395792e-07
Position 343: 4.6601340481763205e-07
Position 599: 3.969129889320689e-07
Position 1079: 2.858956202835519e-07
Position 616: 2.695182979739881e-07
Position 1066: 2.4899972063390507e-07
Position 640: 1.7030341438659423e-07
Position 10: 2.3034686049875625e-09
Position 582: 2.204688287925587e-10
Position 554: 1.691274146493624e-10
Position 523: 1.5341697352047019e-10
Position 585: 6.770847534910896e-11
Position 604: 5.056509720355143e-11
Position 560: 2.6232907342782444e-11
Position 750: 9.282095312356279e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9947877337876864
Position 554: 0.10295748352899634
Position 1013: 0.004645012516638999
Position 519: 0.004398457635832686
Position 776: 0.004088174222833626
Position 105: 0.0027758084796583858
Position 417: 0.0022633306434763135
Position 1066: 0.0017511795955494481
Position 1105: 0.0012823727984941115
Position 835: 0.0008398844277123052
Position 217: 0.00048424507427601585
Position 472: 0.0003522031263624269
Position 994: 0.00032120482180965853
Position 501: 0.00032099451788519714
Position 742: 0.00018459861369159245
Position 261: 0.0001534795403084972
Position 904: 0.00013316647657363517
Position 424: 0.00012703010492521964
Position 1095: 0.00010971491267839705
Position 560: 0.00010377867329903445
Position 385: 0.00010221331980327855
Position 480: 9.865461343882051e-05
Position 231: 8.82256646476398e-05
Position 227: 6.055691059458529e-05
Position 248: 5.057088244446897e-05
Position 252: 4.8063890763318145e-05
Position 790: 4.4381925099860534e-05
Position 1130: 4.389877741631797e-05
Position 649: 2.9973456791528908e-05
Position 763: 2.8658678579833616e-05
Position 578: 2.1729737072690125e-05
Position 285: 1.8941082412318154e-05
Position 332: 9.573471623936849e-06
Position 809: 6.212147628963453e-06
Position 265: 5.0572482524370366e-06
Position 1121: 4.464827174315089e-06
Position 388: 4.312723319933338e-06
Position 634: 4.029604897094508e-06
Position 326: 3.630974425790702e-06
Position 528: 3.4169638127477205e-06
Position 582: 2.4355568251556855e-06
Position 1109: 1.851902075506133e-06
Position 1112: 1.8065329829862303e-06
Position 148: 1.74830044404416e-06
Position 180: 1.6572207504091407e-06
Position 278: 1.635227781326658e-06
Position 1132: 1.564937031930238e-06
Position 839: 1.2941905944613363e-06
Position 267: 1.1975690252156916e-06
Position 961: 1.0541372979294648e-06
Position 862: 4.3321788317835423e-07
Position 51: 4.955386453049369e-08
Position 656: 2.5650916399922082e-08
Position 123: 2.2197644136380963e-11
Position 59: 1.0993532864434031e-11
Position 318: 8.460541244954427e-12
Position 121: 4.366012231149476e-12
Position 321: 1.39908241383029e-12
Position 270: 1.0886315648230706e-12
Position 306: 9.258788943416916e-14
