Gene = Mfap1
index = 1278
Annotated 5SS: [ 187 1170]
Annotated 3SS: [ 247 1231]
SMsplice 5SS: [ 187 1170]
SMsplice 3SS: [ 247 1231]
top_k =  500
Partition function (log Z): 1.7106598495938374

Sorted 5' Splice Sites (High to Low Probability):
Position 1170: 0.9865378498741834
Position 187: 0.9444103233561154
Position 1473: 0.014459214252397518
Position 1163: 0.010480926084281852
Position 1676: 0.009461262465087123
Position 1482: 0.0032240512273499357
Position 455: 0.0011370264350027738
Position 545: 0.0010849079478061385
Position 1174: 0.0009177783053945352
Position 828: 0.00042837371340009357
Position 772: 0.0004180052479658551
Position 293: 0.000367585658150952
Position 1317: 0.0003378069223355316
Position 1669: 0.000303977850408065
Position 1680: 0.00028765537766014604
Position 1364: 0.00023889117993009388
Position 1346: 0.0002294635341875352
Position 1718: 0.00017278649890877993
Position 1102: 0.00012267793637818687
Position 484: 8.598783238488675e-05
Position 268: 8.335346861717157e-05
Position 1514: 6.407841851986993e-05
Position 1664: 6.326505571233249e-05
Position 274: 4.502550375995294e-05
Position 1378: 4.3312180459719137e-05
Position 1562: 4.2487291891320496e-05
Position 248: 3.0335055106533398e-05
Position 1375: 2.9085307611560715e-05
Position 1352: 1.694296197071174e-05
Position 1689: 1.4437420218822749e-05
Position 1625: 1.3349136258975161e-05
Position 1711: 1.0982927573337085e-05
Position 1127: 1.054969906254806e-05
Position 1407: 8.003281584066314e-06
Position 523: 6.154342902215817e-06
Position 220: 5.724620011288724e-06
Position 798: 5.620237930150734e-06
Position 1738: 3.3621235572257662e-06
Position 807: 2.6065443743789653e-06
Position 1547: 2.316615947998795e-06
Position 1075: 2.240564645183626e-06
Position 1727: 2.181149689721542e-06
Position 596: 2.113098366368714e-06
Position 1667: 1.3833465222325634e-06
Position 1018: 1.0148751375923227e-06
Position 1006: 1.0055120421623739e-06
Position 10: 7.679242654640592e-07
Position 1589: 3.6857008754090674e-07
Position 96: 2.214647441332237e-08
Position 1320: 6.382054308415221e-09
Position 85: 3.735337293129191e-09
Position 326: 1.5848701507321253e-09
Position 314: 1.3934269673420807e-09
Position 1077: 3.626850777586428e-10
Position 886: 1.294898026705414e-10
Position 416: 5.1387361773746714e-11
Position 112: 3.9696850874730334e-11
Position 255: 8.7791522395366e-12
Position 1527: 2.8736321947745344e-13
Position 1233: 1.3002088363678541e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1231: 0.9998843009927103
Position 247: 0.7818328061777999
Position 267: 0.14794292539403112
Position 1527: 0.01618624043866092
Position 1738: 0.009737473794319452
Position 326: 0.005066498451696016
Position 876: 0.003784473402297973
Position 915: 0.0020141178357039194
Position 1535: 0.0012549295247519597
Position 365: 0.0011856231188969275
Position 297: 0.0007961292561636556
Position 1796: 0.0007167564936458422
Position 894: 0.0005155942011609175
Position 506: 0.000499754123577612
Position 279: 0.000492589641635657
Position 273: 0.00044806307119471333
Position 1699: 0.0003845242865829843
Position 526: 0.00035888438365798116
Position 753: 0.00032594739096736746
Position 1430: 0.0001873894458758266
Position 1579: 0.00017650026676946696
Position 1547: 0.0001713029683972618
Position 817: 0.00012104214068663192
Position 421: 0.00012007109884764567
Position 1472: 0.00011943598466350135
Position 821: 0.00011164586703528319
Position 602: 9.84898310577068e-05
Position 759: 9.416284609529518e-05
Position 756: 8.597483034360126e-05
Position 594: 7.016985178498084e-05
Position 1364: 5.247496658043571e-05
Position 1038: 4.8554444337322256e-05
Position 696: 4.802383938905302e-05
Position 921: 4.196512570152699e-05
Position 1481: 2.6250826724634068e-05
Position 918: 2.318633273874364e-05
Position 660: 2.206420361680365e-05
Position 333: 1.804317763408838e-05
Position 828: 1.4076707054537795e-05
Position 516: 1.2528293670656096e-05
Position 924: 1.1383106356360363e-05
Position 709: 9.16073134587807e-06
Position 369: 8.1126216122851e-06
Position 387: 7.680627487240608e-06
Position 1415: 7.158209430261676e-06
Position 607: 6.999403835847229e-06
Position 1400: 6.051884235560512e-06
Position 798: 6.0507790130184735e-06
Position 645: 5.829629714005928e-06
Position 1247: 5.377212130323543e-06
Position 732: 5.309372513758244e-06
Position 945: 4.687116449269323e-06
Position 1361: 4.286278534315894e-06
Position 428: 4.0779922516851486e-06
Position 948: 3.374076251793614e-06
Position 942: 3.1126942287724255e-06
Position 986: 2.928377196680816e-06
Position 701: 2.8698935545829344e-06
Position 737: 2.8417483399426917e-06
Position 633: 2.566434698748282e-06
Position 1044: 2.451786167777656e-06
Position 936: 2.131023311282312e-06
Position 837: 2.0880142862019874e-06
Position 780: 1.7995961739175822e-06
Position 834: 1.715132238898068e-06
Position 1397: 1.4365020857677447e-06
Position 402: 1.081148241741182e-06
Position 711: 9.987951232018897e-07
Position 1589: 9.115670371014811e-07
Position 1244: 7.290988354757151e-07
Position 468: 6.312743751273277e-07
Position 534: 6.108995688139866e-07
Position 465: 3.7721028168246306e-07
Position 96: 3.5806825793805427e-07
Position 69: 1.8647823432475303e-07
Position 117: 1.6868287149923633e-07
Position 55: 3.368847085536753e-08
Position 1514: 3.181964671226108e-08
Position 149: 2.5980865056938464e-08
Position 112: 1.997846837916302e-08
Position 1457: 1.6087159224054533e-08
Position 1281: 7.455697890546913e-09
Position 151: 6.895072310862453e-10
Position 156: 1.9848367995154878e-10
Position 1195: 1.468800656928475e-10
Position 1442: 1.3347658147741215e-10
Position 442: 3.414545996699319e-11
Position 435: 2.2200022806424875e-11
Position 471: 1.3380361831320023e-11
Position 408: 1.0492552109855975e-11
Position 483: 7.859740662649908e-12
Position 459: 3.672198208214602e-12
Position 378: 1.786716332359426e-12
Position 182: 4.736410891840994e-13
Position 214: 1.1674348784578693e-13
Position 336: 9.610668530077676e-14
Position 186: 3.0856533251283507e-14
Position 228: 9.614723427394881e-15
Position 194: 7.071577599289588e-15
Position 199: 5.659539953279187e-17
