Gene = Ilp2
index = 1225
Annotated 5SS: [229]
Annotated 3SS: [301]
SMsplice 5SS: [229]
SMsplice 3SS: [301]
top_k =  500
Partition function (log Z): -6.8606357125249

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9892397064625881
Position 183: 0.003947324330312454
Position 194: 0.002018587025716416
Position 178: 0.001300256779053191
Position 204: 0.0010485114666427243
Position 171: 0.0009742532622393342
Position 541: 0.000739159744751365
Position 282: 0.000686056867950589
Position 52: 0.0005383792930542015
Position 489: 0.00024079471325633357
Position 35: 0.00020365054465919645
Position 185: 0.00018281323561552366
Position 528: 0.00015850237762810571
Position 675: 0.00012619221442219255
Position 632: 0.00011057306474888337
Position 616: 0.00010358780506158945
Position 506: 9.9950469324598e-05
Position 654: 7.85426858746913e-05
Position 395: 5.90418308074943e-05
Position 538: 4.067545622278383e-05
Position 233: 3.9568430211277835e-05
Position 126: 3.686894138911755e-05
Position 501: 3.519033736077354e-05
Position 154: 2.8665588383158948e-05
Position 591: 2.7889923089302194e-05
Position 427: 1.7369612111879947e-05
Position 102: 1.3330690153836035e-05
Position 425: 1.2614178043436736e-05
Position 668: 9.725769753072254e-06
Position 96: 8.432403018153431e-06
Position 481: 7.838657860190436e-06
Position 131: 7.713069236109214e-06
Position 354: 2.7809954792170212e-06
Position 342: 2.559846416151688e-06
Position 448: 1.6283819427788704e-06
Position 305: 8.721718344963314e-08
Position 80: 1.5830108742112065e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.5731610020432676
Position 342: 0.41895358087570783
Position 725: 0.004254388879512788
Position 664: 0.0026861797211931537
Position 314: 0.001209689431260209
Position 351: 0.000577992877497097
Position 272: 0.0004472332866368767
Position 118: 0.0003494545896676047
Position 448: 0.00021446694379956207
Position 126: 9.013481425453904e-05
Position 354: 6.536007977218082e-05
Position 243: 3.524004469131852e-05
Position 516: 3.102778430909543e-05
Position 395: 1.75306502212968e-05
Position 475: 1.3640963753231046e-05
Position 545: 1.013602033104063e-05
Position 552: 9.047696678686183e-06
Position 250: 8.066361738882337e-06
Position 154: 5.146360357765681e-06
Position 218: 3.5338736995726033e-06
Position 259: 1.54506090693664e-06
Position 360: 1.3756380437504742e-06
Position 161: 9.984073576720333e-07
Position 528: 9.20529108934983e-07
Position 194: 3.3282531208994414e-07
Position 455: 3.1085024491919025e-07
Position 366: 1.7739179583615448e-07
Position 233: 1.6914153132152432e-07
Position 141: 7.000482767252667e-08
Position 131: 6.754458483866674e-08
Position 191: 3.5661187743913945e-09
Position 170: 7.327379927512372e-10
Position 178: 2.636521605758301e-10
