Gene = Ero1L
index = 1155
Annotated 5SS: [ 389 1074 2507 2873]
Annotated 3SS: [ 809 1820 2563 2933]
SMsplice 5SS: [ 389 1074 2507 2873]
SMsplice 3SS: [ 809 1820 2563 2933]
top_k =  500
Partition function (log Z): 10.38076471790204

Sorted 5' Splice Sites (High to Low Probability):
Position 2873: 0.9992084900434804
Position 2507: 0.991505125804854
Position 389: 0.9558181351756557
Position 1074: 0.9318310351911848
Position 2003: 0.09436337951979722
Position 15: 0.07126471682041262
Position 1086: 0.039887281547596166
Position 42: 0.03889196129988008
Position 424: 0.03453303154708605
Position 2298: 0.032402276414178914
Position 2033: 0.01532514590853934
Position 1519: 0.009885078390914194
Position 3048: 0.006539726263834326
Position 2163: 0.005168701343155297
Position 570: 0.005088559160195715
Position 2469: 0.004783361270807254
Position 2341: 0.004696179178964763
Position 1404: 0.004079357510903724
Position 1321: 0.0034538423090910253
Position 1182: 0.0031172948000906583
Position 1628: 0.002736760467522318
Position 3116: 0.0026767917096467554
Position 393: 0.0024390662202027217
Position 115: 0.0021572676391943615
Position 648: 0.0020732432129718504
Position 2679: 0.0020043908530491526
Position 3145: 0.0016944516073029885
Position 1668: 0.0016007248972158131
Position 930: 0.0010896819369507842
Position 202: 0.0009715228258827788
Position 2702: 0.000965220546993818
Position 2693: 0.0009117413476840032
Position 2511: 0.0008695137739212967
Position 852: 0.0008508367145156455
Position 2982: 0.0008263806625552212
Position 3277: 0.0007833701419076371
Position 1301: 0.000652715368812425
Position 1539: 0.0005989063978159076
Position 2101: 0.0005053126023711345
Position 418: 0.0005005897907681634
Position 2306: 0.00045231862136750747
Position 1937: 0.00043127526181791366
Position 1258: 0.0004093953247787794
Position 2970: 0.00040484050059450655
Position 3200: 0.0003965396059684466
Position 1575: 0.00034697167199522976
Position 2847: 0.00033913632511253235
Position 1343: 0.0003101823229263575
Position 2347: 0.0002885906127405177
Position 720: 0.00028799094573907637
Position 411: 0.0002853524826661303
Position 1298: 0.00024827809672853187
Position 726: 0.00023868593476391838
Position 786: 0.00023610180135489976
Position 903: 0.00022398003527357655
Position 996: 0.00020186514747179996
Position 2126: 0.0002005368289168659
Position 131: 0.00018043564657077617
Position 3120: 0.0001636668510142121
Position 3215: 0.00016346529259019148
Position 1067: 0.00010627173105569573
Position 55: 9.1751039466759e-05
Position 2165: 8.324747280842133e-05
Position 553: 8.117715113253108e-05
Position 1523: 7.709937913345013e-05
Position 1682: 7.375427918952326e-05
Position 214: 7.244129068854796e-05
Position 1282: 6.951349110676417e-05
Position 2492: 6.636279135363992e-05
Position 673: 6.420846340545585e-05
Position 596: 6.23578133996471e-05
Position 1103: 5.883101900168431e-05
Position 2648: 4.144887270233994e-05
Position 2731: 3.6675716975427796e-05
Position 2499: 3.537922632438053e-05
Position 574: 3.230487058422254e-05
Position 2877: 3.162118004323526e-05
Position 843: 2.4282981897786632e-05
Position 3170: 2.305146748658394e-05
Position 731: 1.7491594049237396e-05
Position 3102: 1.425049371519451e-05
Position 760: 1.4133087590069414e-05
Position 159: 1.1973601640383913e-05
Position 3268: 6.678872711253955e-06
Position 2602: 5.368230398071484e-06
Position 263: 4.836922883158835e-06
Position 895: 4.7595754231511255e-06
Position 2864: 4.687178481757282e-06
Position 639: 3.5460376815744444e-06
Position 3281: 2.473169577344812e-06
Position 2786: 2.4625684738883845e-06
Position 293: 2.4511323517934626e-06
Position 3315: 2.00904787654873e-06
Position 21: 1.9048173449509027e-06
Position 1461: 1.7328916097574369e-06
Position 2945: 1.6243074574218905e-06
Position 3290: 1.6149935527889764e-06
Position 976: 1.410968780264327e-06
Position 622: 1.3388292974236188e-06
Position 90: 9.981138856169418e-07
Position 3078: 7.99255142876721e-07
Position 3299: 7.08420053169423e-07
Position 277: 5.544675085555644e-07
Position 19: 3.5773522964348847e-07
Position 3311: 1.8079836901194914e-07
Position 296: 1.5391718942290916e-07
Position 482: 3.214541053142699e-08
Position 461: 2.7291966592382623e-08
Position 302: 1.8412315210475932e-08
Position 2789: 1.557273133225297e-08
Position 577: 1.2485308759280328e-08
Position 610: 4.054926703029991e-10
Position 2624: 1.1306307017195355e-10
Position 2974: 3.543577734247128e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2933: 0.9911853620421633
Position 2563: 0.9897956274947761
Position 1820: 0.7800185388569314
Position 809: 0.6702986549436166
Position 2388: 0.2686218696814897
Position 893: 0.2491110996279894
Position 114: 0.09878193749238653
Position 1181: 0.06053039103532584
Position 2215: 0.018657919325557923
Position 527: 0.017746989076806306
Position 639: 0.014879449924249525
Position 929: 0.013146319904665875
Position 2279: 0.009324741186017131
Position 268: 0.00918733213655712
Position 2945: 0.00830277422704245
Position 1709: 0.006879248738100903
Position 3116: 0.006473273354001448
Position 835: 0.006090707761067825
Position 2550: 0.005776340442847929
Position 446: 0.005382330041998134
Position 720: 0.004939590444331604
Position 1470: 0.003967657036209581
Position 1633: 0.0037117439007469588
Position 3192: 0.0035731562215343673
Position 2757: 0.0034212574908365012
Position 1614: 0.0030863504601129537
Position 1533: 0.002697915450113813
Position 1753: 0.002576271378132546
Position 2253: 0.0024259208410238628
Position 2744: 0.0019361648875461798
Position 1582: 0.00171038430811198
Position 2323: 0.0014306420556705723
Position 3260: 0.0014179540207217376
Position 1387: 0.001281847542434899
Position 995: 0.0012597706370095938
Position 2271: 0.0012393231136411864
Position 3208: 0.0011871336357074367
Position 1219: 0.0011756948497406476
Position 1390: 0.0011091153317715461
Position 1536: 0.0008790846874774267
Position 2624: 0.000797507775818648
Position 3360: 0.0007897804454139308
Position 970: 0.0007501925314965227
Position 479: 0.0007016313031174927
Position 202: 0.0006032002484299791
Position 2177: 0.0005911924268969587
Position 731: 0.0005605477523802573
Position 208: 0.0005049279338164617
Position 2303: 0.0004400471874063031
Position 2433: 0.0003626772403567258
Position 540: 0.0003065124813647112
Position 482: 0.00025585834802345535
Position 815: 0.0002553052260302759
Position 2408: 0.0002552877438697341
Position 1664: 0.0002537684670147755
Position 3044: 0.00025332751405464414
Position 2602: 0.00023979557948527666
Position 2630: 0.00023413351223701076
Position 302: 0.0002326456532930156
Position 149: 0.00023078941841305444
Position 570: 0.00019532617035195542
Position 738: 0.0001935410989769819
Position 214: 0.00017806273813022067
Position 1689: 0.0001688113460852585
Position 226: 0.0001510490801046989
Position 2762: 0.00011929354193457641
Position 644: 9.896331043164955e-05
Position 622: 8.707025448183344e-05
Position 2994: 8.335377028900971e-05
Position 1497: 7.057989214981091e-05
Position 944: 7.009182035403884e-05
Position 347: 4.9080814814963085e-05
Position 1879: 4.65284239721588e-05
Position 1404: 4.6507150582050905e-05
Position 1508: 4.6465369309155106e-05
Position 2075: 4.540246376702574e-05
Position 748: 4.48405461559753e-05
Position 3285: 3.9507884490957946e-05
Position 577: 3.057461894229929e-05
Position 2642: 2.6452753555313252e-05
Position 2682: 2.17988088478663e-05
Position 1538: 1.904503512057649e-05
Position 591: 1.8663931010896975e-05
Position 3375: 1.664878287157409e-05
Position 168: 1.6005308268402223e-05
Position 2759: 1.0406343695974377e-05
Position 3290: 1.0083444757535791e-05
Position 3337: 9.777713495228565e-06
Position 3308: 7.84225137230984e-06
Position 947: 7.823442573366853e-06
Position 2648: 7.593792338818301e-06
Position 2782: 5.532282993786322e-06
Position 3133: 4.910759926879199e-06
Position 3281: 4.559600889413105e-06
Position 3138: 3.0982775702331765e-06
Position 2798: 2.9353970125336067e-06
Position 3311: 2.6266987255561374e-06
Position 2827: 2.114057322154757e-06
Position 270: 1.4766525134914627e-06
Position 3267: 8.237455776571259e-07
Position 895: 2.320243178201376e-07
Position 596: 1.8200714416711406e-07
Position 418: 1.76972968196463e-07
Position 335: 1.12492417550225e-07
Position 1028: 8.975437975395473e-08
Position 1037: 8.261336247938529e-08
Position 3154: 3.1367922393390367e-09
Position 183: 1.2668312726035451e-09
Position 358: 7.598394055600449e-10
Position 369: 4.603784903842069e-10
Position 388: 1.5488270335547754e-11
Position 364: 9.858992599644608e-13
