Gene = Atxn7
index = 39
Annotated 5SS: [ 303 2435]
Annotated 3SS: [1290 2494]
SMsplice 5SS: [ 303 2435]
SMsplice 3SS: [1290 2494]
top_k =  500
Partition function (log Z): -7.966854223830626

Sorted 5' Splice Sites (High to Low Probability):
Position 2435: 0.9502941775977755
Position 303: 0.657407594873388
Position 35: 0.27297328251481867
Position 30: 0.20166284603210907
Position 239: 0.14520379578127793
Position 2255: 0.08929741934637561
Position 591: 0.06721181266603378
Position 3729: 0.06382592407050589
Position 244: 0.04966325541100475
Position 252: 0.020905396774239134
Position 2097: 0.019309382167183947
Position 2642: 0.009566110351432807
Position 766: 0.008057252278386662
Position 290: 0.00682602129685695
Position 718: 0.00681256736031099
Position 770: 0.005615354906592795
Position 828: 0.005219866093727014
Position 774: 0.00376871969095694
Position 1631: 0.0037396482270601198
Position 1805: 0.0032379237205805655
Position 4355: 0.0025218299873938036
Position 423: 0.0019755381154243374
Position 546: 0.0009692390138330611
Position 4444: 0.0007425440514873085
Position 1181: 0.0006332370377532852
Position 715: 0.0005654636694125717
Position 2915: 0.0005635097671224599
Position 691: 0.00029317400772742595
Position 556: 0.00028423256424276523
Position 452: 0.0002637936343896606
Position 540: 0.00024686096810327046
Position 630: 0.0002419691228747787
Position 366: 0.00023780122829088356
Position 1079: 0.00018841190515387994
Position 431: 0.00018610270189320656
Position 1116: 0.00012277605981160457
Position 1093: 0.00011589900486266331
Position 1547: 0.00011225654142554673
Position 868: 8.754085098247653e-05
Position 1065: 8.398763394994349e-05
Position 2450: 7.914276664798387e-05
Position 822: 3.697995127993812e-05
Position 787: 3.1740297390777136e-05
Position 2558: 4.041232845520795e-06
Position 1087: 3.563125541279315e-06
Position 801: 3.2509371844454147e-06
Position 879: 7.227280996818491e-07
Position 2101: 3.0695136542109307e-07
Position 427: 2.4754714367423635e-07
Position 816: 1.8000634644277564e-07
Position 729: 1.3028177782160638e-07
Position 722: 7.942070478255358e-08
Position 419: 3.6131622849091854e-08
Position 309: 2.8168454515136302e-08
Position 727: 2.6580169143142144e-08
Position 380: 2.3270460381539304e-08
Position 307: 1.443930338958492e-08
Position 140: 9.864024329846671e-09
Position 402: 6.467854027502196e-09
Position 468: 6.302557420951647e-09
Position 417: 6.189321646809219e-09
Position 294: 6.131399315968632e-09
Position 450: 5.874280191397977e-09
Position 292: 4.215904090634945e-09
Position 442: 3.5758915670615628e-09
Position 470: 2.7813905733795278e-09
Position 634: 2.606087910214554e-10
Position 509: 1.7063017176808317e-10
Position 2043: 5.447801413814091e-11
Position 184: 1.615250406913967e-11
Position 173: 1.5886892514343858e-12
Position 478: 8.18537873537951e-14
Position 503: 1.0244728888662603e-14
Position 393: 3.0889095681498163e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 2494: 0.9338406824966371
Position 1290: 0.7672058444050309
Position 146: 0.4728012764102725
Position 2298: 0.14833291213253583
Position 2313: 0.11996728588583977
Position 3788: 0.0518871873044111
Position 1156: 0.02164132555620022
Position 2500: 0.021360344060014573
Position 2704: 0.011522487078342608
Position 2144: 0.010344676216835016
Position 4498: 0.006684560871174446
Position 676: 0.0029694694686640565
Position 2836: 0.002648474992496294
Position 1616: 0.0025621552570640805
Position 1099: 0.0017428241215279494
Position 999: 0.0015723894098120493
Position 1935: 0.0014941614379051702
Position 1869: 0.0014341284319617945
Position 4179: 0.0014277970022657915
Position 785: 0.0013321663967838686
Position 1829: 0.00126757455068324
Position 1046: 0.001161694942785875
Position 366: 0.0011369967293598118
Position 3901: 0.0011328855115203791
Position 4093: 0.0011224040810020126
Position 4176: 0.0010582907759203082
Position 646: 0.0009037165468216915
Position 4230: 0.0008973375490620408
Position 4509: 0.0008267159814730402
Position 4579: 0.0007808821243641278
Position 1128: 0.000730574289063149
Position 1226: 0.0006888128117143635
Position 4311: 0.0006283899987444947
Position 1510: 0.0005842994123593662
Position 4251: 0.0005503093896691923
Position 630: 0.0005264890571042598
Position 1213: 0.0005191890940775912
Position 2575: 0.00044562260310639947
Position 1300: 0.0004352756355636974
Position 2974: 0.00039914077829640896
Position 1028: 0.0003958601528136684
Position 4417: 0.00034574268910347254
Position 1972: 0.00034419830793690686
Position 2525: 0.00033691738037232527
Position 427: 0.00029084789941940484
Position 4639: 0.00015424336317245628
Position 2968: 0.00015144670010898282
Position 478: 0.00014528612509102267
Position 156: 0.00010427147868408608
Position 2508: 7.521148131388382e-05
Position 727: 6.29077283616667e-05
Position 108: 4.8079600619665966e-05
Position 696: 4.3740879636847884e-05
Position 2641: 3.642181862746986e-05
Position 522: 3.287873651695189e-05
Position 307: 2.0891902088908388e-05
Position 2992: 1.2922288717066997e-05
Position 290: 9.197888987024386e-06
Position 184: 7.350519936899272e-06
Position 435: 7.2518832360567755e-06
Position 715: 2.871250233138316e-07
Position 791: 2.1280041348377926e-07
Position 456: 4.488391998708524e-08
Position 688: 4.147793905438665e-08
Position 112: 2.838500396756899e-08
Position 210: 2.774011154245277e-08
Position 531: 6.4462772237212935e-09
Position 242: 4.971986421600257e-09
Position 506: 4.309322524243184e-09
Position 121: 3.509942074079408e-09
Position 484: 2.2756984335350355e-09
Position 537: 8.697811309975647e-10
Position 125: 2.6203267187993785e-10
Position 247: 8.860361240611045e-11
Position 357: 8.456179572695475e-17
