Gene = ninaC
index = 1818
Annotated 5SS: [ 164  987 1946 2942 3303 3634 3988 4204 4357 4474 5244 5725 6054]
Annotated 3SS: [ 682 1081 2003 3009 3361 3700 4053 4258 4419 5055 5308 5776 6104]
SMsplice 5SS: [ 164  987 1946 2942 3303 3634 3988 4204 4357 4596 5244 5725 6054]
SMsplice 3SS: [ 228 1081 2003 3144 3361 3700 4053 4258 4419 5055 5308 5776 6104]
top_k =  500
Partition function (log Z): 53.02077955784887

Sorted 5' Splice Sites (High to Low Probability):
Position 5244: 0.9999115620466086
Position 1946: 0.9997407286733404
Position 987: 0.997148037045113
Position 4204: 0.996307790393707
Position 3634: 0.9949613282748152
Position 4357: 0.9919120707119449
Position 5725: 0.991719591046591
Position 6054: 0.9842107822560076
Position 164: 0.893470439467987
Position 2942: 0.8833507060013315
Position 3988: 0.87942203987304
Position 4596: 0.7890472571774301
Position 3303: 0.7278825296272466
Position 1206: 0.3329554855487084
Position 4960: 0.12517008040582353
Position 2268: 0.11140763944938506
Position 3992: 0.10992267844474166
Position 2570: 0.10939341516094622
Position 59: 0.046482449943028616
Position 4474: 0.012515306604610484
Position 2250: 0.012250741003766354
Position 2946: 0.010085043557290809
Position 6060: 0.009952302165546881
Position 297: 0.009503584880432897
Position 4694: 0.008939747848439338
Position 466: 0.008882989724261325
Position 335: 0.007767929194064107
Position 1249: 0.0066660500574781244
Position 456: 0.005180286913954857
Position 3638: 0.004809543441577438
Position 6310: 0.004722853284341619
Position 5745: 0.0036845813152287113
Position 3072: 0.003619316514773626
Position 6049: 0.0029347065072513182
Position 786: 0.002788272510208003
Position 352: 0.0026873726044574307
Position 974: 0.0025921430578687956
Position 2246: 0.0019983204650585213
Position 4166: 0.0018945860318554067
Position 5479: 0.0017371180216221712
Position 79: 0.0017283991669849418
Position 337: 0.001648476427064782
Position 4332: 0.0015581709908467937
Position 2631: 0.0014311077776259715
Position 4505: 0.0012737974463731573
Position 1403: 0.0012606410531813997
Position 4488: 0.0011849258876551621
Position 6266: 0.0011807009412834316
Position 6501: 0.000979811737304732
Position 4389: 0.000904376624866405
Position 2693: 0.0007980130519390117
Position 4347: 0.0007619461791542789
Position 101: 0.000729538446056823
Position 4865: 0.0007237989385758913
Position 5486: 0.0006488518239473942
Position 185: 0.0005910563008330876
Position 2579: 0.0005904654208289188
Position 6491: 0.0005693864722913476
Position 4716: 0.0005607267435774628
Position 245: 0.0005282302898720028
Position 202: 0.0004869394173537642
Position 6259: 0.00047474378477547677
Position 3132: 0.0004228586710301195
Position 2640: 0.00040045897648828375
Position 1301: 0.00038958269945533233
Position 5393: 0.0003369953771948987
Position 4927: 0.0003334247587981351
Position 6015: 0.0002931565543196705
Position 83: 0.0002927001900514121
Position 2534: 0.00028705779342333974
Position 2188: 0.0002688487097434568
Position 2462: 0.00022779392601754238
Position 400: 0.00022454297855773153
Position 2335: 0.00022111244978681856
Position 183: 0.00021845830404141543
Position 4825: 0.0002168703366810052
Position 1465: 0.00021501651134866036
Position 1185: 0.00018318492674791257
Position 314: 0.0001739091935017793
Position 140: 0.00016063340363947528
Position 6372: 0.00014213903894890777
Position 2200: 0.0001404090155193492
Position 4793: 0.00013754550988497301
Position 3627: 0.00013745566856198898
Position 502: 0.00011943289330120551
Position 1137: 0.0001153914536583794
Position 1709: 0.00011279119739877408
Position 1765: 0.00011016280002271499
Position 2762: 0.00010268734132505045
Position 2354: 9.900599862679198e-05
Position 1004: 8.985849603576938e-05
Position 5756: 7.651545383132828e-05
Position 4747: 7.451083676080084e-05
Position 2886: 7.074663013811628e-05
Position 2562: 6.449412087703037e-05
Position 197: 6.304466634009421e-05
Position 4920: 5.80590667381641e-05
Position 1876: 5.2822605154575387e-05
Position 1622: 5.1821868776000444e-05
Position 553: 5.144038195714683e-05
Position 2963: 4.663478855759312e-05
Position 6522: 4.586693237763932e-05
Position 6058: 4.0508979522210175e-05
Position 1613: 3.8787570035987034e-05
Position 1214: 3.8741865360181645e-05
Position 2939: 3.718848744313768e-05
Position 5859: 3.7044542338493416e-05
Position 74: 3.604854029120015e-05
Position 1112: 3.2260449090603585e-05
Position 1444: 3.105197574885206e-05
Position 3833: 3.086386584348096e-05
Position 555: 2.9105633381535852e-05
Position 1823: 2.9010174462281727e-05
Position 3976: 2.712930718514042e-05
Position 4784: 2.5430313100584195e-05
Position 90: 2.3236873990040875e-05
