Gene = Atac2
index = 33
Annotated 5SS: [ 481  693  923 2221]
Annotated 3SS: [ 540  747  988 2286]
SMsplice 5SS: [ 481  693  923 2221]
SMsplice 3SS: [ 540  747  988 2286]
top_k =  500
Partition function (log Z): 9.64122185598651

Sorted 5' Splice Sites (High to Low Probability):
Position 693: 0.9977156761483251
Position 923: 0.9969175531286895
Position 481: 0.9924373361384143
Position 2221: 0.9810610808683897
Position 1240: 0.14985183156268936
Position 247: 0.09808305048359066
Position 1410: 0.07908447959361095
Position 1297: 0.054746018251723094
Position 1198: 0.054419417476575825
Position 256: 0.021588235650978813
Position 1168: 0.015425737033575075
Position 2473: 0.013406869809736823
Position 1470: 0.011571400809207565
Position 2409: 0.008186003783903818
Position 2373: 0.0062595912775764
Position 176: 0.0018733933531944631
Position 1093: 0.001340324540309841
Position 1134: 0.0013316815590914365
Position 2197: 0.0012356991880851159
Position 1193: 0.001170472939638958
Position 1464: 0.001073578486958946
Position 491: 0.0009838980457762964
Position 323: 0.000682884579596711
Position 2154: 0.0005698222114962697
Position 910: 0.0005520091662745921
Position 471: 0.00047465084298490987
Position 485: 0.0004576828885350187
Position 317: 0.00040236371485489
Position 230: 0.000357447965277616
Position 479: 0.0003258538930957727
Position 2178: 0.00028123941000177393
Position 2225: 0.0002641671746587262
Position 258: 0.00025323483559266783
Position 34: 0.0001530668796630996
Position 2109: 0.00014831152627498261
Position 1548: 0.00012409803208606084
Position 284: 0.0001034701966028531
Position 2377: 9.738859029597299e-05
Position 241: 8.739445592490487e-05
Position 2492: 7.858804876810221e-05
Position 27: 7.849484760820027e-05
Position 2319: 6.155783296138508e-05
Position 260: 2.96458074291363e-05
Position 680: 2.687439087579262e-05
Position 643: 2.6392411815025963e-05
Position 251: 2.285336746032494e-05
Position 120: 2.0944222475191682e-05
Position 697: 1.9742780078412078e-05
Position 2417: 1.9019549383726485e-05
Position 67: 1.8358822366274453e-05
Position 1779: 1.822322059629425e-05
Position 154: 1.5271836223882907e-05
Position 615: 1.4424385347124858e-05
Position 2450: 1.1408120483239721e-05
Position 438: 9.745650231765262e-06
Position 2090: 8.5744353477128e-06
Position 52: 6.990394643471261e-06
Position 2582: 6.4696600543305896e-06
Position 708: 6.291773615619374e-06
Position 2499: 6.083109395775377e-06
Position 2327: 4.699843726083494e-06
Position 84: 4.584716987682122e-06
Position 350: 3.973203856910035e-06
Position 131: 3.3132143596155727e-06
Position 895: 2.846985204564849e-06
Position 1003: 1.8597200486110231e-06
Position 443: 1.6961352974462267e-06
Position 1268: 8.829560108624646e-07
Position 954: 7.689690091883119e-07
Position 57: 7.350455415076653e-07
Position 569: 5.156556605106904e-07
Position 546: 5.075466226302482e-07
Position 610: 5.030833186036353e-07
Position 623: 4.7307920531669786e-07
Position 601: 3.473878207747909e-07
Position 594: 2.230737744354736e-07
Position 733: 1.3587554026648924e-07
Position 820: 1.3328289572298665e-07
Position 1712: 1.2531760402999135e-07
Position 837: 1.0805819036714643e-07
Position 564: 4.649060432092402e-08
Position 764: 2.280433244675077e-08
Position 376: 9.102514636974157e-09
Position 1631: 7.619051010167304e-09
Position 1897: 6.969652313746579e-09
Position 781: 5.674662486421664e-09
Position 794: 5.549748750128516e-09
Position 988: 4.890616404909165e-09
Position 2350: 4.785129875819743e-09
Position 583: 2.6157519641652095e-09
Position 1715: 5.36363465844795e-11
Position 535: 2.1815265131151435e-14
Position 736: 5.164973924627386e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 540: 0.9976517865503773
Position 2286: 0.989031999788932
Position 747: 0.9576751430111806
Position 988: 0.8743455377004045
Position 1043: 0.11250172185757253
Position 1365: 0.1117862048117987
Position 1578: 0.07676101784065398
Position 296: 0.06913482207541974
Position 1296: 0.037736753692906154
Position 1368: 0.037146217302449505
Position 1469: 0.03472088943944653
Position 791: 0.027029370756988868
Position 1924: 0.025913377593834355
Position 391: 0.023292995847871298
Position 1606: 0.02188490945745906
Position 2468: 0.012857978059358458
Position 2549: 0.01142094229547853
Position 313: 0.011320195137540762
Position 302: 0.009399076336061728
Position 333: 0.0069257473908172175
Position 1484: 0.006423502787238923
Position 1056: 0.0055185536275978815
Position 758: 0.00537554144853966
Position 804: 0.004624217434023958
Position 1637: 0.003343070533304354
Position 1454: 0.0032986430861778556
Position 2534: 0.002040505804618464
Position 1209: 0.0016532507062272884
Position 764: 0.0015899512594521605
Position 1704: 0.0013416210094182436
Position 1822: 0.0012667192228301924
Position 2290: 0.0012608048953400132
Position 1013: 0.0009846972839777802
Position 1953: 0.0008368869360308384
Position 2131: 0.0007301273108316394
Position 2431: 0.0006415901238004721
Position 1709: 0.0004736624330546374
Position 2443: 0.00044958027887466337
Position 1732: 0.0004448628968989357
Position 2606: 0.00041910126463170333
Position 1377: 0.0003977468256694015
Position 1524: 0.0003952766288536138
Position 2376: 0.00037834432853174615
Position 1863: 0.00032459029688789516
Position 1074: 0.0003226370963814723
