Gene = VhaSFD
index = 1595
Annotated 5SS: [ 197  817 2968 3595 3769]
Annotated 3SS: [ 337 2832 3031 3654 3928]
SMsplice 5SS: [ 259  817 2968 3595 3769]
SMsplice 3SS: [ 337 2832 3031 3654 3928]
top_k =  500
Partition function (log Z): 11.617062529527496

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.999889150343676
Position 3595: 0.9942654148329514
Position 3769: 0.9155255058701156
Position 817: 0.8835443130311523
Position 259: 0.45316942131660726
Position 197: 0.3546975104249507
Position 2520: 0.2559944891861708
Position 2598: 0.09598615986807316
Position 2692: 0.07132169173468883
Position 3758: 0.062453964865009516
Position 508: 0.02950920308961489
Position 263: 0.023290377058811845
Position 1935: 0.015318817702841088
Position 4008: 0.01297868820346491
Position 1924: 0.010399206276700882
Position 511: 0.0069870043382226875
Position 2377: 0.006113526295925417
Position 274: 0.005422434240148384
Position 3773: 0.005131071626282801
Position 3565: 0.004690815943711554
Position 2487: 0.004497689719462759
Position 836: 0.004005549515318248
Position 255: 0.003915243863771205
Position 1379: 0.003596628103593953
Position 1884: 0.0032668562817306447
Position 4011: 0.003022638961579873
Position 3158: 0.003017311626317946
Position 4099: 0.0029832095255643972
Position 4304: 0.002694065203556783
Position 3979: 0.0024623168977905524
Position 2252: 0.0016777148385036483
Position 2542: 0.0015514729293461273
Position 4184: 0.0015446530858627065
Position 249: 0.001448726161901884
Position 3719: 0.0013575998728196786
Position 662: 0.0012291485602328265
Position 2605: 0.0012211595150172713
Position 4783: 0.0009743143912048112
Position 471: 0.0009716057426837899
Position 4545: 0.0008920280861731723
Position 3825: 0.0008602642726495253
Position 1067: 0.0007695887752072323
Position 4530: 0.0007656599822618436
Position 3257: 0.0007446793432752153
Position 1926: 0.0007192678762131238
Position 267: 0.0006785044571325193
Position 564: 0.0006686322760397374
Position 4157: 0.0006480186540374238
Position 2705: 0.0006388987773450117
Position 3320: 0.0006198913726065897
Position 1044: 0.000564661462419493
Position 265: 0.0005391444581429865
Position 2260: 0.00041879186740632695
Position 3830: 0.0004082681179847113
Position 3599: 0.00039928667845421506
Position 257: 0.00033333055582940074
Position 3569: 0.00028833241587136765
Position 1536: 0.00016534680900012261
Position 3325: 0.00015903234197778426
Position 272: 0.0001575771869983813
Position 36: 0.00014616225776374904
Position 83: 0.000119972660682817
Position 295: 0.0001156249889476703
Position 532: 0.00010851307070420364
Position 1709: 0.00010391967851513739
Position 1440: 9.798427697554698e-05
Position 4632: 8.78246655858603e-05
Position 3058: 8.291685219642597e-05
Position 462: 7.649973552034575e-05
Position 843: 7.640411007487792e-05
Position 3379: 7.63674328547182e-05
Position 299: 7.608760570168449e-05
Position 64: 7.53697137641976e-05
Position 411: 7.470068794627822e-05
Position 4363: 6.41138836322798e-05
