Gene = tup
index = 1920
Annotated 5SS: [  605 15792 16869 17167 19082 19306 19580 20285]
Annotated 3SS: [15601 16737 16977 18960 19142 19363 20055 20347]
SMsplice 5SS: [  605 15792 16869 17167 19082 19306 19580 20285]
SMsplice 3SS: [15601 16737 16977 18960 19142 19363 20055 20347]
top_k =  500
Partition function (log Z): 24.70772177333664

Sorted 5' Splice Sites (High to Low Probability):
Position 19082: 0.9999483155044837
Position 19306: 0.9998484650673385
Position 16869: 0.9977824642860988
Position 19580: 0.994830192364706
Position 605: 0.9556278698030766
Position 15792: 0.9506952995157129
Position 17167: 0.941396794061664
Position 20285: 0.62793884033339
Position 17866: 0.4170452663182127
Position 21034: 0.27194665998284034
Position 18501: 0.225134601844045
Position 18074: 0.18358970267064734
Position 20533: 0.07369948892563752
Position 469: 0.05467791657847395
Position 20297: 0.04153181261351806
Position 16192: 0.03877467795835243
Position 15146: 0.037921272787370855
Position 1528: 0.03299860875514916
Position 18813: 0.03297287324883183
Position 15740: 0.0319878163240396
Position 16599: 0.02566928537006932
Position 18544: 0.02401764956278792
Position 1387: 0.021881455717792757
Position 17913: 0.02069572150591723
Position 16144: 0.017220561790380704
Position 20615: 0.016522407662927202
Position 16168: 0.016319567219311035
Position 17445: 0.015788545750185557
Position 20810: 0.011721672247060265
Position 16152: 0.011688617183570525
Position 17883: 0.01061953807680247
Position 18140: 0.009390791998450441
Position 16213: 0.00861096227181016
Position 18808: 0.007666510013120959
Position 1413: 0.007447061380680267
Position 21139: 0.0071831963927171
Position 21460: 0.007050379335546576
Position 21616: 0.006700837540936406
Position 18644: 0.005621226201219335
Position 17101: 0.004921533067967326
Position 1508: 0.004311307514746857
Position 288: 0.004262951802165992
Position 18308: 0.0041032851690370456
Position 6844: 0.003593876672648022
Position 18459: 0.003470884792935351
Position 17473: 0.0034212474307101096
Position 812: 0.0032561629691195593
Position 17657: 0.002499633666972484
Position 20729: 0.0024680765250378184
Position 12219: 0.002349702299081445
Position 21166: 0.002274144965205546
Position 17104: 0.0022299091573221574
Position 21630: 0.0022288829929185566
Position 17437: 0.002098623284526205
Position 17366: 0.0019460495950115177
Position 20692: 0.0019103384052942868
Position 10193: 0.0018505376001867009
Position 18286: 0.001673462293341581
Position 18121: 0.0014302653755288706
Position 19567: 0.0013741022523275795
Position 18826: 0.0013468124509254647
Position 21611: 0.0012446315336751966
Position 19968: 0.0011168751129413668
Position 18456: 0.0010929478879055314
Position 129: 0.001016183292332497
Position 20651: 0.000978394043502244
Position 16120: 0.0009736427920166827
Position 15787: 0.0009297145631829789
Position 18498: 0.0008788142029034779
Position 18076: 0.0007913748369023513
Position 112: 0.0007730922493861707
Position 20969: 0.0007689875931453967
Position 19592: 0.0006984015564014155
Position 61: 0.000687321584038551
Position 15779: 0.0006361117998029046
Position 18529: 0.0005151240914201808
Position 17072: 0.0004681587757047415
Position 17870: 0.00045007668012107463
Position 17855: 0.0004434923410321689
Position 17076: 0.0004381727323356335
Position 28: 0.00043158156613101484
Position 20690: 0.0004224689946108895
Position 19571: 0.00038878360197718513
Position 20301: 0.00036745918557384535
Position 15796: 0.000356677863143475
Position 19675: 0.00034612738511982454
Position 1276: 0.0003377310219991991
Position 20456: 0.00030007531373712364
Position 17536: 0.0002652865495299748
Position 229: 0.0002420791904626993
Position 315: 0.00023726344247449564
Position 18354: 0.0002330659961497372
Position 19876: 0.00023004675233414024
Position 18176: 0.0002154795193560615
Position 17454: 0.0002051712050166995
Position 19424: 0.00020500701868715618
Position 1233: 0.00020425469549514565
Position 15751: 0.00019282861130110135
Position 19993: 0.00018761822344660997
Position 18283: 0.00018720024643242104
Position 19743: 0.00017376572957875444
Position 19615: 0.00017100138065254762
Position 19717: 0.00015945848880982274
Position 373: 0.00015181883207552997
Position 1158: 0.00014958802338467886
Position 17802: 0.00011263518076113715
Position 1273: 9.105616100979938e-05
Position 36: 8.506655066469687e-05
Position 485: 7.798844823222158e-05
Position 206: 7.022724211637627e-05
Position 598: 6.802428046936899e-05
Position 91: 6.710420925708234e-05
Position 65: 6.065844785713506e-05
Position 432: 5.6043880464659635e-05
Position 204: 5.40886814339756e-05
Position 17780: 4.8580889099530035e-05
Position 19089: 4.036947811095981e-05
Position 453: 3.9469996911477086e-05
Position 94: 3.5810447156404566e-05
Position 17225: 3.400160577884868e-05
Position 556: 3.35458520998813e-05
Position 57: 2.9626375213179605e-05
Position 946: 2.96101122852208e-05
Position 792: 2.669844793493569e-05
Position 19847: 2.6158171084836686e-05
Position 276: 2.387298669108023e-05
Position 434: 2.383294910302198e-05
Position 773: 2.3800778544851772e-05
Position 1174: 2.2875875120214444e-05
Position 19850: 1.5779882809985202e-05
Position 19231: 1.3100487307323002e-05
Position 40: 1.3097719498996483e-05
Position 796: 1.212250527436936e-05
Position 329: 1.0342276987395573e-05
Position 19463: 9.051711597344101e-06
Position 1073: 8.868767392020916e-06
Position 17230: 8.451715418027627e-06
Position 17155: 7.3010048599044525e-06
Position 609: 7.263337272111468e-06
Position 323: 6.407986288811641e-06
Position 17825: 5.647732436185629e-06
Position 16848: 5.488259817391739e-06
Position 913: 5.380879758976092e-06
Position 803: 5.2607634369926705e-06
Position 19086: 4.794792107210842e-06
Position 20260: 4.6187272959876565e-06
Position 1243: 4.340166290811454e-06
Position 1396: 3.592203625389958e-06
Position 16846: 3.3214328920073514e-06
Position 1404: 2.72602184404294e-06
Position 510: 2.661164274141618e-06
Position 16873: 2.6251027034435202e-06
Position 754: 2.5297353507936307e-06
Position 19195: 1.9495627858834693e-06
Position 19236: 1.5288703887639295e-06
Position 54: 1.5032244512932044e-06
Position 20207: 1.4327641679404037e-06
Position 261: 1.262274316558587e-06
Position 448: 1.2408701518599441e-06
Position 446: 1.2210936197085783e-06
Position 19803: 9.851949893096675e-07
Position 19041: 8.705904702045095e-07
Position 17162: 7.917227749092778e-07
Position 270: 7.672122515916845e-07
Position 719: 6.669473879386704e-07
Position 19657: 6.465016065781498e-07
Position 19368: 3.784600169832621e-07
Position 17313: 3.707761774562589e-07
Position 17: 3.3519978946256513e-07
Position 268: 3.3474127675789466e-07
Position 1245: 2.8252155921986816e-07
Position 17347: 2.7030701981342694e-07
Position 71: 2.373195785198654e-07
Position 23: 1.8488642830749188e-07
Position 20496: 1.549601092921391e-07
Position 20482: 1.2090794929168703e-07
Position 20465: 8.645252033925182e-08
Position 19416: 6.416734193658422e-08
Position 6: 6.228845893885353e-08
Position 68: 4.2644039963680346e-08
Position 19222: 2.644259390117919e-08
