Gene = ValRS-m
index = 1593
Annotated 5SS: [ 237 2059 2564 3253]
Annotated 3SS: [ 304 2113 2622 3312]
SMsplice 5SS: [ 237 2059 2564 3253]
SMsplice 3SS: [ 304 2113 2622 3312]
top_k =  500
Partition function (log Z): 3.9510135056474325

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9994637640332987
Position 2059: 0.9946624908255876
Position 3253: 0.9376148833295883
Position 2564: 0.9339471638194553
Position 1405: 0.10133206042404094
Position 2860: 0.09754433822339245
Position 2724: 0.06675737140774006
Position 919: 0.026210061406595257
Position 969: 0.02338203267602434
Position 578: 0.019074013771967793
Position 3229: 0.015111413805873709
Position 2851: 0.01330839113080512
Position 592: 0.011189917764966062
Position 2412: 0.00956929462872065
Position 988: 0.009251800172991572
Position 1461: 0.008853384575010606
Position 2333: 0.008720940571138605
Position 998: 0.005503372561687074
Position 460: 0.0049363647526329026
Position 1736: 0.004901407709880782
Position 1132: 0.004794891063188225
Position 556: 0.004783284143472156
Position 547: 0.002743247463261901
Position 892: 0.00242021730225511
Position 901: 0.0019481172235041126
Position 57: 0.0011330065415953324
Position 2035: 0.0010784206375052282
Position 670: 0.0010075070689405823
Position 1016: 0.0009620796808103497
Position 952: 0.0007674413808879347
Position 1820: 0.0006581341313747318
Position 2833: 0.0005380677382968792
Position 1482: 0.0005306249282949874
Position 2674: 0.00048535473521042397
Position 2568: 0.00044717464384009305
Position 731: 0.00044332012898637446
Position 2274: 0.0003922641300675289
Position 1113: 0.00036340694829267755
Position 1760: 0.0003553205621224986
Position 2968: 0.0003445855296117765
Position 2821: 0.00030421653472834976
Position 26: 0.0002989578067281507
Position 1067: 0.0002621240240464662
Position 2294: 0.00023549920930374498
Position 2906: 0.0002237299228826721
Position 899: 0.0002136774917083145
Position 2550: 0.0002116413114020444
Position 2808: 0.0001893477146502605
Position 3258: 0.00018842152179086
Position 3234: 0.00017738589046204688
Position 1288: 0.00016975877761487283
Position 1216: 0.0001572912634063237
Position 2063: 0.0001508013308995223
Position 1337: 0.00013645293091926625
Position 2224: 0.00013582055793246524
Position 1021: 0.00013159154525193783
Position 701: 0.00012227507659699793
Position 793: 0.00011984901025534712
Position 1453: 0.0001176438321915126
Position 991: 0.00011278309207333899
Position 844: 9.766467640420678e-05
Position 511: 9.142671242119768e-05
Position 2787: 7.261154516368449e-05
Position 598: 7.156946776213541e-05
Position 2414: 6.939467768382126e-05
Position 2586: 6.032935457237003e-05
Position 168: 6.0094031619729436e-05
Position 225: 4.769591744646696e-05
Position 241: 4.7211911627921134e-05
Position 3177: 4.431948182022229e-05
Position 3435: 3.9791738776561396e-05
Position 2051: 3.9203039072683705e-05
Position 695: 3.64604756380153e-05
Position 3156: 3.495421601935559e-05
Position 706: 3.37358079982592e-05
Position 1072: 3.318462844719613e-05
Position 33: 2.8389075238406192e-05
Position 206: 2.5400982270833188e-05
Position 208: 2.2646962641020248e-05
Position 3268: 1.605443502235329e-05
Position 251: 1.4639135537472757e-05
Position 3003: 1.0889075974102083e-05
Position 3358: 1.0403802628062305e-05
Position 2170: 9.408399592538592e-06
Position 80: 9.034091621730475e-06
Position 187: 7.416567030022142e-06
Position 2572: 7.358331753661208e-06
Position 1084: 6.734226104671441e-06
Position 3428: 6.281935190475073e-06
Position 2038: 5.7589844762286805e-06
Position 855: 5.492747799798558e-06
Position 2467: 4.761492432496917e-06
Position 3405: 3.0697820620620716e-06
Position 162: 2.2776598573905794e-06
Position 931: 1.62788911664594e-06
Position 3309: 1.6139124944420548e-06
Position 2471: 3.185097101916098e-07
Position 595: 1.2944409226156229e-07
Position 416: 4.835323629898686e-08
Position 787: 3.332099939675423e-08
Position 502: 1.690808093768938e-08
Position 269: 4.043645958950584e-09
Position 650: 3.577898479557318e-09
Position 193: 2.819039644981756e-09
Position 1033: 2.6155048476976836e-09
Position 635: 2.3036084978441862e-10
Position 352: 1.1227514342739124e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 304: 0.9981355536249821
Position 3312: 0.9556231361408088
Position 2113: 0.9177627347261021
Position 2622: 0.7268465976130023
Position 2644: 0.1682637946173076
Position 2919: 0.1432413525939763
Position 1532: 0.0678076196481968
Position 2168: 0.047014493679511354
Position 2776: 0.04159221090058389
Position 1049: 0.032923205853395136
Position 1816: 0.032263617973983444
Position 1869: 0.02825599022681783
Position 2482: 0.018120933171694407
Position 991: 0.01157928290452574
Position 1950: 0.010545731319929627
Position 1620: 0.009945600892679707
Position 2395: 0.009389709701691692
Position 2859: 0.00906126144883365
Position 1287: 0.008986831340135325
Position 965: 0.007514930701883394
Position 2333: 0.006550389059516073
Position 2799: 0.005484456739598018
Position 624: 0.005153489494931525
Position 2961: 0.004996760759068309
Position 2757: 0.0044731020133720245
Position 2411: 0.004037347866365416
Position 1075: 0.0037347902263095774
Position 2906: 0.003676356629706024
Position 2654: 0.003567942875959071
Position 1335: 0.003522307217379984
Position 2699: 0.0027411038110571615
Position 2594: 0.0024479690584246717
Position 1131: 0.0024405624542666775
Position 1491: 0.0020499265631062687
Position 1498: 0.0013884991820028287
