Gene = Uggt
index = 1583
Annotated 5SS: [432]
Annotated 3SS: [614]
SMsplice 5SS: [432 800]
SMsplice 3SS: [ 614 4828]
top_k =  500
Partition function (log Z): -8.9421689238122

Sorted 5' Splice Sites (High to Low Probability):
Position 432: 0.7346463411153755
Position 800: 0.6399117274217236
Position 665: 0.19446515487156563
Position 515: 0.09848267316712074
Position 166: 0.045895960344059857
Position 109: 0.038232262540590374
Position 490: 0.03611767745570238
Position 1070: 0.02389620162401712
Position 561: 0.015179717745233112
Position 1466: 0.014822236947936678
Position 5040: 0.012813435153638189
Position 521: 0.010817566461214111
Position 102: 0.010444438061273825
Position 398: 0.00956548988432956
Position 1729: 0.00902688688306958
Position 2018: 0.008935003617345573
Position 921: 0.008686013959549148
Position 2082: 0.008242613156420577
Position 416: 0.007041737434397851
Position 3565: 0.006386931838192916
Position 161: 0.004635885021058225
Position 4260: 0.003930398264529133
Position 406: 0.003091032421173611
Position 225: 0.002941111148220959
Position 2382: 0.0026040240920998632
Position 223: 0.0024907394734527233
Position 3729: 0.0014892968106222377
Position 3101: 0.0013914765145079523
Position 229: 0.0011651201162655577
Position 944: 0.000996085080835245
Position 446: 0.00092479096237607
Position 173: 0.0004964760424706184
Position 436: 0.0004928317700403547
Position 155: 0.0003894204848643591
Position 349: 0.000292402036233922
Position 1365: 0.00028401423715681445
Position 31: 0.0002636393084562867
Position 170: 0.0002549864807864117
Position 579: 0.0002313205706161621
Position 194: 0.00021992613159612607
Position 4: 0.000204392080797955
Position 276: 0.00018308926334508903
Position 438: 9.996492265870568e-05
Position 184: 8.066700313117021e-05
Position 1859: 6.983097973631665e-05
Position 701: 6.23772125507654e-05
Position 205: 5.492746563884075e-05
Position 233: 4.200841135879691e-05
Position 941: 4.1323970016966115e-05
Position 138: 3.409460562286992e-05
Position 236: 2.8901355041083505e-05
Position 389: 2.527535477057186e-05
Position 631: 2.2401871387303566e-05
Position 1634: 1.8968668936393682e-05
Position 1626: 1.742687485280496e-05
Position 698: 1.1606149860236266e-05
Position 1442: 9.101708263557659e-06
Position 1781: 9.029164213740048e-06
Position 851: 8.257064194820232e-06
Position 227: 7.347806067466687e-06
Position 54: 6.342075575530912e-06
Position 210: 3.524938432775968e-06
Position 1329: 3.3396004522276597e-06
Position 215: 3.0554750366779134e-06
Position 1125: 3.043849675508552e-06
Position 1214: 2.0010877391669712e-06
Position 1816: 1.9652336782057704e-06
Position 7: 1.2874004496975805e-06
Position 1155: 1.061592769659747e-06
Position 653: 4.6553172676112806e-07
