Gene = Pfas
index = 1373
Annotated 5SS: [ 130 1623 3976]
Annotated 3SS: [ 523 1698 4038]
SMsplice 5SS: [ 130 1623 3976]
SMsplice 3SS: [ 523 1698 4038]
top_k =  500
Partition function (log Z): -2.848204379757718

Sorted 5' Splice Sites (High to Low Probability):
Position 1623: 0.9962031971989191
Position 3976: 0.8777992108713947
Position 130: 0.5634520504789895
Position 3066: 0.12579864468504068
Position 2720: 0.12411850914780348
Position 92: 0.11693174215182514
Position 3988: 0.10948370937982722
Position 2522: 0.08889237209572097
Position 3073: 0.07438052296203602
Position 353: 0.04962099092966089
Position 157: 0.035662651425730225
Position 1966: 0.03536057613237256
Position 1886: 0.02942683879348237
Position 378: 0.02824364046729207
Position 952: 0.02163804910123033
Position 3094: 0.012920482870934067
Position 384: 0.010179335186418963
Position 783: 0.00949281605603496
Position 1430: 0.008448071424243708
Position 114: 0.008170708417002761
Position 3144: 0.00803812900024909
Position 1376: 0.007525316915784891
Position 878: 0.007157303648543557
Position 1083: 0.007153604994219087
Position 2809: 0.005186121617146693
Position 2010: 0.0035931121621176143
Position 4372: 0.0031653079131875404
Position 357: 0.003042750405520543
Position 4473: 0.0026583931788102867
Position 489: 0.002251873588334128
Position 136: 0.0020083582974960725
Position 2682: 0.0018682530008618222
Position 4417: 0.0017278547937267538
Position 142: 0.0016956729778867905
Position 375: 0.0015209845375578394
Position 280: 0.001257795674184573
Position 2427: 0.0010911449474217774
Position 4266: 0.0008909890416365314
Position 335: 0.0008219198313933674
Position 128: 0.000781856950185655
Position 4497: 0.0006824145481590391
Position 707: 0.0006712111616983269
Position 212: 0.0006496279838599673
Position 360: 0.0006451738697743477
Position 480: 0.0006220866958404826
Position 2124: 0.0005551090167476741
Position 409: 0.000488589561516583
Position 1227: 0.0004770050151254698
Position 40: 0.0004702335932972131
Position 2656: 0.0004015354436690459
Position 2504: 0.00039331056948451116
Position 166: 0.0003869593143835802
Position 216: 0.00038371139075189125
Position 493: 0.00032141940787223624
Position 2724: 0.00030022619759533463
Position 393: 0.0002999671931275246
Position 134: 0.00029545299919687105
Position 628: 0.00027423304317647523
Position 2496: 0.0002684952975333289
Position 206: 0.000258079630088795
Position 3942: 0.0002563881687327832
Position 116: 0.00023822644006866775
Position 661: 0.00018376236859246164
Position 367: 0.00017220296358857285
Position 4163: 0.0001637834541563521
Position 787: 0.00015920228141010247
Position 2552: 0.0001539784604151391
Position 4622: 0.0001407866022443543
Position 1260: 0.00012550677370192596
Position 601: 9.379395083596514e-05
Position 430: 9.124089137359531e-05
Position 427: 8.39937799813446e-05
Position 4313: 6.890066214636348e-05
Position 37: 6.459865079170074e-05
Position 4386: 5.835599783142911e-05
Position 4401: 4.128788375701764e-05
Position 2297: 3.874562602860068e-05
Position 1997: 3.828799635719003e-05
Position 632: 3.47548519799145e-05
Position 810: 3.356452311629749e-05
Position 716: 3.297607972896144e-05
Position 1712: 3.145964697958009e-05
Position 369: 2.857360601073932e-05
Position 283: 2.7655593074711976e-05
Position 3898: 2.738616773609276e-05
Position 1764: 1.5582245624623692e-05
Position 2409: 1.411185243121426e-05
Position 2858: 1.1309281092543062e-05
Position 2302: 9.07463253763006e-06
Position 1599: 8.598353647538787e-06
Position 4715: 7.501608178617166e-06
Position 1645: 6.959206551780855e-06
Position 868: 6.499287948481362e-07
Position 292: 5.319004223732872e-07
Position 597: 5.101600399405715e-07
Position 513: 2.440562142953986e-07
Position 1601: 1.8963895871685788e-07
Position 778: 1.539284994160408e-07
Position 623: 1.0462186965558736e-07
Position 626: 1.0332720866296048e-07
Position 911: 8.809782190049416e-08
Position 769: 8.549305662508898e-08
Position 3473: 6.395902604987396e-08
Position 1571: 3.458952824972441e-08
Position 1351: 3.4493149415323204e-08
Position 12: 2.6069781142072596e-08
Position 230: 2.1850993912687086e-08
Position 1808: 1.844134773411599e-08
Position 4460: 5.485524010627339e-09
Position 3226: 7.080044578077666e-10
Position 2698: 6.816953243659982e-10
Position 6: 5.280105305006384e-10
Position 1265: 5.198719335576978e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4038: 0.9932709358893574
Position 1698: 0.9331502018141309
Position 523: 0.6809452818285069
Position 3504: 0.17020219045018004
Position 3162: 0.12145613073116683
Position 197: 0.12021864474259046
Position 2897: 0.08441600525698688
Position 2782: 0.07769534023413877
Position 2573: 0.07216204738007348
Position 1763: 0.022792736407305163
Position 1496: 0.022338198279033335
Position 859: 0.017227393185087158
Position 1430: 0.012538145739299655
Position 2395: 0.01120557661906541
Position 1509: 0.009331149398844059
Position 562: 0.008632463376175232
Position 4540: 0.007694885661791265
Position 3143: 0.007522450671200491
Position 248: 0.0029690797109799207
Position 2491: 0.002803374553162537
Position 1321: 0.0022552903494110757
Position 1393: 0.0021277365856174047
Position 1219: 0.0017184354809021665
Position 1015: 0.0014876216172643678
