Gene = Deaf1
index = 1130
Annotated 5SS: [  493  1837 10772]
Annotated 3SS: [ 1037 10142 10845]
SMsplice 5SS: [  235   493 10772]
SMsplice 3SS: [  369 10062 10845]
top_k =  500
Partition function (log Z): -3.9907469633041703

Sorted 5' Splice Sites (High to Low Probability):
Position 10772: 0.9984626014494
Position 493: 0.9023673625970164
Position 235: 0.5120273228459821
Position 1828: 0.33200435814738555
Position 11022: 0.2852886736065109
Position 11213: 0.2465313194361162
Position 3431: 0.24503652837426382
Position 3193: 0.10332453269760095
Position 153: 0.08458369799034218
Position 11032: 0.073051862424101
Position 11230: 0.057248537628618396
Position 2904: 0.054591843804119494
Position 283: 0.04622806427830812
Position 11431: 0.04516397552977227
Position 10987: 0.035792148044011145
Position 11424: 0.033402013656208644
Position 1837: 0.028687404122507112
Position 280: 0.021501955011321593
Position 2444: 0.020706293112328623
Position 241: 0.020613078076209622
Position 304: 0.018621284671620674
Position 2440: 0.01638159199274367
Position 11679: 0.014161954822764772
Position 52: 0.012693545368221771
Position 11457: 0.0099636512977958
Position 1672: 0.009663663193881022
Position 2448: 0.00865396866416858
Position 222: 0.008456621438247715
Position 163: 0.007820690496
Position 10948: 0.0059872378745545315
Position 1029: 0.0045821468469311325
Position 2370: 0.0043983839823506
Position 11010: 0.003798142909362214
Position 3172: 0.0036660139224861613
Position 521: 0.003035337443644528
Position 8856: 0.0022521741813183857
Position 8808: 0.0020860156989814626
Position 2266: 0.001969766388874028
Position 82: 0.0019181541743871126
Position 11122: 0.0018998880178752494
Position 445: 0.0015441468009212591
Position 3137: 0.0014143720654343239
Position 2121: 0.0012850879501320257
Position 10995: 0.0012177416107199493
Position 317: 0.0010336656672698325
Position 60: 0.0009862274171351909
Position 226: 0.0008947579854924253
Position 2197: 0.0008813409017675747
Position 2117: 0.0007042280361263944
Position 3160: 0.0005677822371857894
Position 2512: 0.0004912568512885214
Position 606: 0.00046921074263095637
Position 106: 0.00031002520261496654
Position 591: 0.0002575388410548011
Position 1924: 0.00023175560525742536
Position 65: 0.0001637203820486365
Position 685: 0.00015694115808173554
Position 1177: 0.00014424245297514315
Position 2594: 0.00014363839180012397
Position 2399: 0.00011934558063066473
Position 1161: 0.00010420356060837915
Position 1019: 0.00010230621201717093
Position 229: 0.00010122210752480873
Position 11242: 0.00010103921866530787
Position 2452: 8.667698546587676e-05
Position 678: 8.44880307136838e-05
Position 340: 7.817823102859106e-05
Position 1009: 5.7541554410282416e-05
Position 860: 4.344616965879986e-05
Position 537: 2.891033688722717e-05
Position 2168: 2.614432472137055e-05
Position 2133: 2.3395845782323334e-05
Position 157: 2.1482778403544853e-05
Position 334: 1.841554974813593e-05
Position 572: 1.307084696732734e-05
Position 13: 9.851519767366792e-06
Position 160: 7.579745708939322e-06
Position 430: 5.10169688401225e-06
Position 2037: 1.1185465636507318e-06
Position 370: 4.2846480185937703e-07
Position 600: 2.4348198192456547e-07
Position 433: 1.3128251360841175e-07
Position 595: 1.238209535379353e-07
Position 1905: 1.1552308609159893e-07
Position 581: 3.0388235443989507e-09
Position 575: 1.990089725915047e-10
Position 1768: 4.488144515487328e-11
Position 593: 1.7662640607342194e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10845: 0.9993024176209095
Position 10062: 0.6333089711065842
Position 369: 0.5935641365208403
Position 2951: 0.22940927686552148
Position 10024: 0.19845672722414442
Position 11069: 0.19571666951259745
Position 11288: 0.19258451421798198
Position 11093: 0.1416741908511339
Position 3249: 0.12063654699431466
Position 11495: 0.11352468598115607
Position 328: 0.10638813645944714
Position 668: 0.08532734331712664
Position 9289: 0.07224459290297468
Position 1084: 0.07005826636207957
Position 9084: 0.06720240481861668
Position 2264: 0.06108849735070937
Position 1282: 0.04865514701874473
Position 12083: 0.042559318777508875
Position 11509: 0.03709159516503025
Position 11181: 0.02628214680852629
Position 304: 0.02071135326581361
Position 11675: 0.01981498308890112
Position 2144: 0.01885662386032991
Position 1037: 0.01637290375215433
Position 2321: 0.01562661840226964
Position 1223: 0.01539020865121598
Position 1751: 0.014583814543090448
Position 2019: 0.013720649397451271
Position 605: 0.013605379391692296
Position 11790: 0.013603635053426993
Position 9147: 0.013074498579758549
Position 8557: 0.011311060756845785
Position 1730: 0.007727356067598852
Position 12318: 0.007556468682273803
Position 9346: 0.007221006389823779
Position 218: 0.0067174250306844124
Position 1049: 0.006290540988132084
Position 11746: 0.004893964023183076
Position 11111: 0.004083963694370839
Position 11874: 0.004011003798268747
Position 2343: 0.0037857942948236766
Position 1325: 0.003196541175148282
Position 1241: 0.00317242455340365
Position 103: 0.003024465803781987
Position 11975: 0.0028807593786255724
Position 11905: 0.0028603176473372136
Position 12294: 0.0019118524397889478
Position 11102: 0.001477167502431067
Position 401: 0.0013111500764670862
Position 1609: 0.0012092541499020293
Position 701: 0.001185431068777609
Position 3082: 0.0011750736125431815
Position 1571: 0.0009746937780929115
Position 12103: 0.000860550130506279
Position 113: 0.0007346325177699008
Position 11136: 0.0004576853185284972
Position 10867: 0.00036961767460239476
Position 492: 0.0003096775035961291
Position 1447: 0.00022703998755490383
Position 1798: 0.0001911206369071589
Position 764: 0.00016860148483279153
Position 1090: 0.00012483079830732358
Position 334: 0.0001242707168855114
Position 1334: 0.0001027174678826359
Position 2117: 8.056912089395458e-05
Position 2357: 8.000379564789478e-05
Position 11073: 6.886987060184327e-05
Position 1331: 6.49978037305545e-05
Position 238: 5.7032208122814954e-05
Position 1310: 3.669152316298484e-05
Position 280: 2.8018523482477335e-05
Position 2057: 1.650313782014764e-05
Position 387: 9.398060752401576e-06
Position 157: 8.133648977979048e-06
Position 1344: 7.922210391566395e-06
Position 340: 5.611281796290037e-06
Position 406: 3.7128736425094348e-06
Position 442: 1.4696435968608178e-06
Position 454: 1.021164588095067e-06
Position 197: 7.764509048969812e-07
Position 3502: 3.243967653677333e-07
Position 3788: 1.1512511367221906e-07
Position 464: 8.395628584537588e-08
Position 4329: 4.740268553575027e-08
Position 458: 1.1649188579207217e-08
Position 71: 1.1142035021396225e-08
Position 439: 1.1040732240705854e-08
Position 65: 1.7448595112861873e-09
Position 60: 2.2416772578675468e-10
Position 444: 2.2234178080181318e-10
Position 167: 1.2206168164879271e-13
