Gene = Rint1
index = 1427
Annotated 5SS: [ 250 1133 1417 2264]
Annotated 3SS: [ 304 1190 1470 2339]
SMsplice 5SS: [ 250 1133 2264]
SMsplice 3SS: [ 304 1190 2339]
top_k =  500
Partition function (log Z): -0.6198268921677209

Sorted 5' Splice Sites (High to Low Probability):
Position 1133: 0.9385214860259753
Position 2264: 0.9041332799728593
Position 250: 0.896735399752474
Position 1417: 0.2608330885437707
Position 485: 0.11079328553457336
Position 52: 0.10598811258934325
Position 1110: 0.059230315831419154
Position 235: 0.026012789443032067
Position 938: 0.02241454218966073
Position 935: 0.019782121584565913
Position 1758: 0.01525202097581033
Position 1334: 0.011104498865139067
Position 644: 0.009630396817447906
Position 208: 0.007828192692520016
Position 368: 0.007383741912801421
Position 593: 0.007228250679702184
Position 4: 0.006771644109707441
Position 2037: 0.005872588867885162
Position 49: 0.004867992130632442
Position 641: 0.00345718569459442
Position 1365: 0.0016424548804806485
Position 914: 0.0015896089450652524
Position 1719: 0.0012042534051873643
Position 1382: 0.0010645409913915703
Position 1316: 0.0007811650947589736
Position 1565: 0.00058218579951248
Position 847: 0.00040157229344990234
Position 524: 0.0003958643496109049
Position 755: 0.00037835765968335347
Position 1027: 0.00017789684564026526
Position 2289: 0.00013332167033085446
Position 17: 0.00010481935560754047
Position 2491: 0.00010420396664323973
Position 1695: 0.00010267389472997281
Position 1567: 7.910017995743987e-05
Position 648: 7.359730663939555e-05
Position 1024: 5.8047505769425095e-05
Position 969: 5.21904087278821e-05
Position 501: 5.145784923647174e-05
Position 1446: 4.768224549366517e-05
Position 511: 4.7081586013747455e-05
Position 1957: 4.59622949128108e-05
Position 916: 4.047077718521684e-05
Position 2231: 3.978035413270269e-05
Position 1459: 2.9997269667909335e-05
Position 1073: 2.668920355830093e-05
Position 958: 2.388346558845355e-05
Position 2268: 1.970604932166425e-05
Position 808: 1.5851617752204586e-05
Position 2481: 1.4566996991284514e-05
Position 83: 1.2800603195286376e-05
Position 1470: 8.981737844108388e-06
Position 1427: 8.975343655822482e-06
Position 240: 8.545199547715642e-06
Position 63: 5.8543103263857265e-06
Position 56: 5.074628462379017e-06
Position 452: 2.8051973447938354e-06
Position 1137: 1.3145827906612063e-06
Position 853: 6.261819483050247e-07
Position 1577: 6.037745296993875e-07
Position 145: 3.058669224686382e-07
Position 1217: 2.696456805769245e-07
Position 1145: 2.4399669285927456e-07
Position 135: 2.270858701853795e-07
Position 442: 1.6220133914569618e-07
Position 1232: 1.1943089627086454e-07
Position 1147: 6.997486687344523e-08
Position 1212: 5.7317933856580735e-08
Position 86: 5.3610858878144855e-08
Position 464: 1.1414358480555253e-08
Position 1345: 1.5520260453995445e-09
Position 1239: 1.531273341865059e-09
Position 1764: 4.735812251887367e-10
Position 1771: 6.052161330998801e-11
Position 329: 4.558296947063583e-12
Position 331: 4.5715940352581986e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1190: 0.9932175967313139
Position 304: 0.9269657005450316
Position 2339: 0.9047854337408597
Position 1470: 0.25144649527138274
Position 989: 0.16672214742952682
Position 118: 0.10417591762433859
Position 2112: 0.014421301458403531
Position 1502: 0.01145696485134817
Position 1990: 0.01078969890100898
Position 92: 0.008369453957060959
Position 2017: 0.008185887771842934
Position 872: 0.007055357954958758
Position 667: 0.0039058465108782873
Position 1090: 0.0026623267586031634
Position 1640: 0.0021708291969537706
Position 274: 0.002040142418674787
Position 2358: 0.0018165520155165548
Position 1076: 0.0017013817808173997
Position 367: 0.0016513856996580507
Position 557: 0.0012414952339496522
Position 325: 0.0009846519730305502
Position 529: 0.0006129116463458357
Position 2169: 0.0005867762388329866
Position 2231: 0.0005827224895349626
Position 361: 0.00048258066260384704
Position 1848: 0.00047909784843749143
Position 125: 0.0004632215785360824
Position 673: 0.0004158665820573597
Position 538: 0.00038929842090195446
Position 1565: 0.00038508118213166496
Position 1520: 0.0002734134846171577
Position 878: 0.0002250884323629439
Position 1217: 0.00020242792068515838
Position 1008: 0.0001815082363735446
Position 741: 0.0001598523013541689
Position 909: 0.00014402803632743508
Position 1577: 0.0001363431683479143
Position 2036: 0.00013100612036312314
Position 577: 0.00011365193053351542
Position 1934: 0.00011001158780331728
Position 1060: 0.00010990954277227346
Position 1345: 9.786683236009863e-05
Position 511: 9.265547130706903e-05
Position 145: 9.039546459848646e-05
Position 1156: 8.650148837627503e-05
Position 2546: 6.510679844322257e-05
Position 68: 5.8823356265367226e-05
Position 1604: 5.6689570575136054e-05
Position 619: 5.659138509150293e-05
Position 943: 5.58585228288277e-05
Position 639: 5.161285352573218e-05
Position 730: 4.931438352889852e-05
Position 2550: 4.661052801253767e-05
