Gene = Msr-110
index = 1288
Annotated 5SS: [2409 3717 8232 9617]
Annotated 3SS: [3518 7986 8351 9744]
SMsplice 5SS: [ 198  511 3717 8232 9617]
SMsplice 3SS: [ 406 3518 7986 8351 9744]
top_k =  500
Partition function (log Z): 6.2382482493564

Sorted 5' Splice Sites (High to Low Probability):
Position 8232: 0.9971787690582797
Position 511: 0.9788554548019246
Position 3717: 0.9314371463679275
Position 198: 0.8759707481395982
Position 9617: 0.7826196314502504
Position 2409: 0.05938464895433758
Position 778: 0.045911848473153306
Position 3708: 0.042061411546277204
Position 880: 0.03672081359350049
Position 1654: 0.03295255890147467
Position 96: 0.028208421696799824
Position 8072: 0.022398207041595942
Position 4090: 0.018135403555784173
Position 254: 0.01526394771388635
Position 3353: 0.01217137419632815
Position 8806: 0.01039918938126789
Position 544: 0.008135553758155575
Position 4221: 0.00798715612223664
Position 49: 0.007717339326381793
Position 9891: 0.007369074589511152
Position 1822: 0.006676166553585215
Position 840: 0.006586181025379359
Position 247: 0.006076014919692152
Position 267: 0.005845114202023109
Position 100: 0.004927765882537454
Position 9071: 0.004804203623239847
Position 6313: 0.0046827288811502246
Position 4083: 0.00455358526550755
Position 3916: 0.004435674888623346
Position 782: 0.0042631694115386745
Position 9860: 0.003517596636683841
Position 9917: 0.0030165342802429577
Position 9943: 0.0028909575867686423
Position 269: 0.0027456104432193565
Position 1066: 0.0026850814718553987
Position 1131: 0.0026709268526958936
Position 9400: 0.0026696269297592644
Position 4357: 0.002463564866311458
Position 9653: 0.002253738955817612
Position 868: 0.0020768228034566075
Position 8866: 0.002010133285357978
Position 6794: 0.001975091793997345
Position 3206: 0.0019549321977497896
Position 202: 0.0019496861214375423
Position 4122: 0.0018093062124600215
Position 5242: 0.0017319181473745456
Position 10145: 0.0017188166142383119
Position 586: 0.0017151165665215933
Position 8857: 0.0016140655515689485
Position 1548: 0.001476521994579803
Position 2090: 0.0013821317876653622
Position 4293: 0.0012647048574627102
Position 2654: 0.0011984858741415833
Position 8897: 0.0011790969451471172
Position 515: 0.001043796089913602
Position 3339: 0.000985281386125495
Position 230: 0.0009750182803284832
