Gene = Ilp8
index = 1229
Annotated 5SS: [ 195 1372]
Annotated 3SS: [1172 1795]
SMsplice 5SS: [ 195 1372]
SMsplice 3SS: [1172 1795]
top_k =  500
Partition function (log Z): -0.23691074226336362

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.993834631608296
Position 1372: 0.9889681524790851
Position 670: 0.2367782497167424
Position 1109: 0.05687371756679536
Position 1036: 0.039960504192785455
Position 894: 0.019343950788994247
Position 507: 0.007753036851235161
Position 964: 0.005209259836652101
Position 405: 0.0033333691263627003
Position 2122: 0.0016874333820830162
Position 1114: 0.0016106950690746395
Position 511: 0.0015244778621254986
Position 17: 0.0014312132436546873
Position 1047: 0.0012093690558739488
Position 55: 0.0011445050687460899
Position 2090: 0.00113269241828245
Position 961: 0.0009996403653977502
Position 1610: 0.0009220506617343162
Position 376: 0.000878058099118116
Position 1050: 0.0008610405986461778
Position 2136: 0.0008518985395021817
Position 2076: 0.0008252640703344679
Position 286: 0.0007571407414744602
Position 1376: 0.0005356298175219178
Position 1676: 0.0003930680783410241
Position 1864: 0.00039080138075073186
Position 1618: 0.0003845972466590549
Position 1077: 0.00036044628668168967
Position 1331: 0.00031028722570016653
Position 2149: 0.00025113810231291
Position 120: 0.0002318732295860477
Position 1027: 0.00022576420109612756
Position 2116: 0.00021582611283693946
Position 1977: 0.00019724860810008894
Position 758: 0.00016421157483975578
Position 39: 0.00015974261853070071
Position 778: 0.00014665107328811305
Position 398: 0.00011517112431349842
Position 211: 8.265422817606764e-05
Position 94: 7.512254135785698e-05
Position 772: 5.551927609229372e-05
Position 2169: 5.544836466376837e-05
Position 1751: 5.505152517484943e-05
Position 100: 5.068664392102764e-05
Position 199: 3.687092453963251e-05
Position 1312: 2.388769759730263e-05
Position 2080: 1.755549356633025e-05
Position 282: 1.1690786325679703e-05
Position 2013: 9.641719901680026e-06
Position 1340: 6.876951324284383e-06
Position 451: 4.396353023032342e-06
Position 205: 3.4636741139397805e-06
Position 161: 2.4828587360737505e-06
Position 6: 2.1560720468428164e-06
Position 424: 1.8769611811305622e-06
Position 71: 1.8212097111987474e-06
Position 22: 1.1987179896749635e-06
Position 187: 9.111894376687997e-07
Position 263: 6.143397866126717e-07
Position 531: 4.354425802755075e-07
Position 327: 1.9461451377861755e-07
Position 129: 1.8658142888762828e-07
Position 290: 1.5228408657347226e-07
Position 640: 1.3042816424012685e-07
Position 261: 7.770345497258599e-08
Position 105: 5.683261502281562e-08
Position 103: 3.425331044037364e-08
Position 1410: 1.946526521439731e-08
Position 1850: 1.237230670667773e-08
Position 1283: 9.17596333976661e-09
Position 228: 4.126377872358277e-09
Position 898: 3.785371067145403e-09
Position 1432: 8.518781228556678e-10
Position 1268: 8.224209881741109e-10
Position 657: 2.623026712993614e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1795: 0.9762985107860238
Position 1172: 0.8780812048131528
Position 527: 0.11750404367361442
Position 398: 0.07635351026067826
Position 266: 0.06940772111433856
Position 745: 0.06660471483735765
Position 248: 0.05146523678558763
Position 327: 0.04606853964609749
Position 274: 0.019883388827353667
Position 334: 0.009756413942842365
Position 488: 0.008459272642975307
Position 873: 0.005968449897525302
Position 1460: 0.004199813723707024
Position 1228: 0.003887137898607198
Position 1676: 0.003663473208756704
Position 2193: 0.0033843876253060946
Position 1750: 0.002495055757868265
Position 2228: 0.002194317086264411
Position 839: 0.0021762668098206234
Position 282: 0.002018832373870089
Position 751: 0.001864141002236979
Position 111: 0.0016480396267039932
Position 404: 0.0015072650299025737
Position 1579: 0.0014441830855038578
Position 1683: 0.0014378713495581399
Position 1744: 0.0009641608412727992
Position 1715: 0.0008671450503270124
Position 1597: 0.0008360236263134527
Position 429: 0.0008233886516349545
Position 460: 0.0008205870069684662
Position 290: 0.0008056638933985736
Position 1573: 0.0008028195394574727
Position 298: 0.0007957344013260336
Position 1301: 0.0007102141322303143
Position 590: 0.0007048199104751477
Position 2167: 0.0006520287286920903
Position 1829: 0.0005546822509976326
Position 1920: 0.000547986881193608
Position 1712: 0.000514101519794787
Position 2213: 0.00038876205109367125
Position 103: 0.0003831395123533259
Position 2116: 0.0003784550328471827
Position 1892: 0.00033432044784025906
Position 1020: 0.00032236340152906547
Position 2149: 0.00030221311281971653
Position 507: 0.0002577119116672481
Position 2013: 0.00025756370848688297
Position 1863: 0.0002077901938951027
Position 535: 0.00018346592931382073
Position 788: 0.0001374253358153374
Position 1240: 0.00013271076686070934
Position 1815: 0.00012924824907743757
Position 86: 0.00010950501545419076
Position 973: 0.00010213653148031473
Position 650: 7.633103255745346e-05
Position 1729: 7.292944297591221e-05
Position 1095: 6.93186966487183e-05
Position 921: 6.221762671718792e-05
Position 1017: 4.904202778622049e-05
Position 170: 4.232260977078324e-05
Position 67: 4.1910422145517676e-05
Position 1421: 3.428165227042858e-05
Position 2122: 3.3570065608272144e-05
Position 306: 3.0342812343070126e-05
Position 1835: 2.4946856734028804e-05
Position 1838: 2.3159252400235203e-05
Position 115: 2.072987976848332e-05
Position 640: 1.769595330370647e-05
Position 1081: 1.2707369110505478e-05
Position 669: 1.2662494961028786e-05
Position 71: 1.0784234353381184e-05
Position 2201: 1.0174966758997357e-05
Position 2126: 8.489676929345382e-06
Position 983: 8.475369478686481e-06
Position 2076: 7.338241431907592e-06
Position 59: 5.868259442162104e-06
Position 592: 3.8786168178458866e-07
Position 51: 1.8406053096113007e-07
Position 55: 1.1917940081878754e-07
Position 119: 5.64675058265138e-08
Position 194: 4.5675755484827137e-08
Position 156: 2.6013554457029456e-09
Position 187: 6.198736630675545e-11
Position 199: 2.0040086994411467e-15
Position 205: 4.3283361961464363e-16
