Gene = Tmc
index = 1563
Annotated 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
Annotated 3SS: [ 6077  6286  6647  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
SMsplice 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
SMsplice 3SS: [ 6077  6286  6667  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
top_k =  500
Partition function (log Z): 41.18575209207885

Sorted 5' Splice Sites (High to Low Probability):
Position 14031: 0.9968706823798166
Position 9596: 0.9965914153801219
Position 13799: 0.9965071750154091
Position 9436: 0.9930653425754326
Position 8174: 0.9920118879356027
Position 7295: 0.9884389889651168
Position 9750: 0.9779961920754812
Position 10052: 0.9732602731354048
Position 14409: 0.9482102379623073
Position 321: 0.9470732860063025
Position 6215: 0.9385279664925329
Position 8383: 0.8951896515555147
Position 13545: 0.8841870945729917
Position 7668: 0.8705417039962416
Position 12073: 0.8151807895206288
Position 6328: 0.6194350183695411
Position 8740: 0.4098273215979389
Position 10355: 0.33085158475527626
Position 7119: 0.2510623500036725
Position 9234: 0.21224561732235198
Position 3072: 0.16081815411464628
Position 9291: 0.12227114321351495
Position 8813: 0.12175473667552977
Position 7874: 0.10671597913285265
Position 8432: 0.07755494068534832
Position 6950: 0.05426814266797976
Position 14423: 0.05097372140988513
Position 8786: 0.04861191915747909
Position 10868: 0.04543482956756732
Position 1520: 0.04366701765927213
Position 5569: 0.04325380150695251
Position 10534: 0.03748239690149382
Position 11377: 0.033091736780610136
Position 432: 0.030678657962799276
Position 7068: 0.029691462125611474
Position 8749: 0.02862383670883639
Position 6943: 0.01649589112457524
Position 66: 0.014486096086401699
Position 9278: 0.014035594737958639
Position 7646: 0.01374098449544367
Position 8855: 0.013680084650487217
Position 10301: 0.011193748505341017
Position 9742: 0.010236838011295631
Position 6933: 0.009342390047307594
Position 10444: 0.009213570519904447
Position 11310: 0.008851173666239519
Position 10694: 0.007701288063482161
Position 6337: 0.006895108078155853
Position 6415: 0.006817174389750149
Position 11534: 0.006698315765316423
Position 10364: 0.006514558249770307
Position 10000: 0.005241138128309579
Position 9177: 0.004767205646901574
Position 8804: 0.0042859728572055425
Position 10307: 0.003791014267160263
Position 6346: 0.0033228012841499724
Position 7085: 0.00292662082070372
Position 1824: 0.0027876884824969187
Position 7282: 0.0022357578221929597
