Gene = bip1
index = 1629
Annotated 5SS: [ 253  834 2838]
Annotated 3SS: [ 666 2539 3273]
SMsplice 5SS: [ 253  834 2838]
SMsplice 3SS: [ 666 2539 3273]
top_k =  500
Partition function (log Z): 1.3004516184036419

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.9841705377711852
Position 2838: 0.9819554753907549
Position 834: 0.9697126960405793
Position 1086: 0.21152602155697153
Position 2493: 0.13689362860235008
Position 2405: 0.10126694455144963
Position 550: 0.06930748194518187
Position 3548: 0.045731885065604855
Position 3477: 0.03621812176202514
Position 1798: 0.03612387582801641
Position 1254: 0.03232347170007012
Position 3200: 0.02542590682025808
Position 1584: 0.01920832802495778
Position 1867: 0.018530935867739483
Position 3512: 0.013771080501194286
Position 3213: 0.012806209450888796
Position 1258: 0.00930984231160003
Position 3718: 0.00653579850148779
Position 3034: 0.006518579784044091
Position 301: 0.006357913270212322
Position 2148: 0.0058260222992697125
Position 57: 0.005584835295547877
Position 1535: 0.0054963601486286845
Position 46: 0.004943290479655733
Position 1785: 0.004565983020003774
Position 1886: 0.004351641610920411
Position 502: 0.0037075696890346865
Position 2887: 0.003089330026389531
Position 1319: 0.0027611591255324633
Position 3736: 0.0026796686370634108
Position 362: 0.002235552101401119
Position 1599: 0.0018806093646099318
Position 2883: 0.0018185342432129412
Position 1735: 0.001818471460334136
Position 1419: 0.0017509148900964923
Position 1682: 0.001705538421934824
Position 1495: 0.0016118013804175767
Position 787: 0.0015625493748235811
Position 1145: 0.0014916994732124722
Position 3555: 0.0014249282745534642
Position 865: 0.0013085980462158523
Position 1618: 0.001210888436980043
Position 492: 0.0011016956615792692
Position 2438: 0.0009743724799609909
Position 3739: 0.0009586394985393607
Position 483: 0.0006484192204805049
Position 2329: 0.000645166833247492
Position 1365: 0.0006368746592297816
Position 1750: 0.0005348725201779815
Position 2158: 0.0005088836165035553
Position 1697: 0.0004949804708708152
Position 30: 0.0004943120312422759
Position 554: 0.0004775152542445339
Position 2497: 0.0004535855089894185
Position 1157: 0.0004250707206545619
Position 3876: 0.00040368433190779803
Position 1273: 0.00039825132503724833
Position 4288: 0.00039378015396750025
Position 3093: 0.0003765018364166544
Position 266: 0.00037480304840208653
Position 1038: 0.0003718224749399948
Position 2988: 0.0003434631719059932
Position 4247: 0.00025762618517919723
Position 1242: 0.00023037992052771678
Position 838: 0.0002234854213463338
Position 4303: 0.00021958743172120087
Position 2866: 0.00020575444935266296
Position 224: 0.00016144671094413412
Position 3099: 0.00014009418175529208
Position 2770: 0.00013248877423305033
Position 274: 0.00012498341809236412
Position 447: 0.00010452036532272316
Position 321: 0.00010192804665216246
Position 4297: 9.587433405761623e-05
Position 435: 9.300552688098709e-05
Position 1119: 6.112723066729662e-05
Position 116: 5.813886727204396e-05
Position 955: 4.120774197192569e-05
Position 632: 3.49906597781604e-05
Position 949: 2.8010191311352805e-05
Position 22: 2.5362589320711373e-05
Position 202: 2.533172926786924e-05
Position 569: 2.4121541447368394e-05
Position 969: 2.2627363947751695e-05
Position 17: 1.5374303966161448e-05
Position 244: 1.491035468228047e-05
Position 422: 6.161568332768952e-06
Position 257: 5.601352661593818e-06
Position 316: 4.9701451797679935e-06
Position 2832: 4.806702562875037e-06
Position 160: 4.6047123427900185e-06
Position 151: 4.211047640276772e-06
Position 3074: 4.025303984903771e-06
Position 2735: 3.953264388316667e-06
Position 348: 3.792420791227161e-06
Position 1125: 3.5445381725000697e-06
Position 3367: 3.328551939379729e-06
Position 246: 3.274924930539927e-06
Position 3: 2.2552896247240216e-06
Position 355: 1.9411096713830562e-06
Position 165: 1.858911733937559e-06
Position 197: 1.557953308985115e-06
Position 1338: 1.5070064465885257e-06
Position 395: 1.2913008594875478e-06
Position 1079: 9.779104698322981e-07
Position 776: 8.461346109658221e-07
Position 806: 7.431485243624924e-07
Position 1415: 6.688522653224404e-07
Position 742: 5.7057882806042e-07
Position 1053: 5.683686106069743e-07
Position 3481: 4.904973553113007e-07
Position 1659: 4.847744858449141e-07
Position 869: 4.0593950533479374e-07
Position 416: 2.871066597008931e-07
Position 767: 2.571743695002578e-07
Position 3559: 1.9638203118145812e-07
Position 3562: 1.8563502386285622e-07
Position 1478: 1.6770918670713746e-07
Position 280: 3.4105313176486366e-08
Position 809: 3.380019240763295e-08
Position 188: 1.7340122447255013e-08
Position 1456: 1.540055200222164e-11
Position 817: 1.0989465800397972e-11
Position 329: 1.2000865362282773e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3273: 0.9765779780845106
Position 2539: 0.8371227123068168
Position 666: 0.8133868426500199
Position 906: 0.6230382587104216
Position 702: 0.13301388989863838
Position 361: 0.07478969683394389
Position 2987: 0.049454943672541385
Position 3840: 0.03291747589572447
Position 3981: 0.0327669832065349
Position 1173: 0.030218197381259214
Position 3681: 0.02407379915750868
Position 2043: 0.0194459067954239
Position 1782: 0.018623713929204717
Position 348: 0.015345335823293503
Position 1021: 0.010710467066635048
Position 123: 0.010343785007017806
Position 1157: 0.009770512179666698
Position 1005: 0.00926756218011514
Position 1303: 0.007118350398453197
Position 3801: 0.006927713657241341
Position 2911: 0.0062721692398813415
Position 3780: 0.00576393671022954
Position 761: 0.004093397614547907
Position 2469: 0.003160624548733484
Position 1406: 0.0029335110046798587
Position 3639: 0.002828334939009937
Position 2209: 0.002625455062405599
Position 2748: 0.0025239955212165706
Position 1867: 0.0022689974932788076
Position 1954: 0.0021731217795922086
Position 722: 0.002038448802323874
Position 3573: 0.001991794635446451
Position 3858: 0.001847417805118671
Position 582: 0.0014812856844520056
Position 384: 0.0014085610973132005
Position 4023: 0.0013987729696501654
Position 2635: 0.001314246616696059
Position 2609: 0.0012714231944418735
Position 408: 0.001253773308079064
Position 2466: 0.0012537247937427325
Position 3150: 0.0012187649955208615
Position 3347: 0.0010764010840905972
Position 3412: 0.000994171758093641
Position 4359: 0.0009342671827234799
Position 3330: 0.0008920848152847099
Position 1216: 0.0007766936307523841
Position 3537: 0.0007209651791129326
Position 3752: 0.000642936086806513
Position 3618: 0.0006182364678205648
Position 452: 0.0006108006922011658
Position 1895: 0.0005579539977153481
Position 4370: 0.0005309235306406666
Position 2572: 0.0004916358308934457
Position 366: 0.0004338989690269115
Position 3624: 0.00043193283118032205
Position 609: 0.00039845487362090567
Position 1983: 0.00039012227337704
Position 3121: 0.00034918882960817464
Position 2934: 0.0003054990569871773
Position 1415: 0.00027239707180633834
Position 186: 0.0002442098763363235
Position 300: 0.0002170474314128675
Position 1750: 0.00021204708782150418
Position 1838: 0.00018552052463354982
Position 3284: 0.0001609735215151018
Position 3194: 0.0001290097536941992
Position 175: 0.00012111547814307209
Position 1729: 0.00011780820899773354
Position 160: 0.00011246436817621113
Position 1700: 0.00010165994524375628
Position 1456: 0.00010029942649096377
Position 969: 8.582757107042905e-05
Position 3127: 8.299693225363922e-05
Position 3818: 7.311277818087426e-05
Position 4208: 6.725172457870293e-05
Position 606: 5.819493303144507e-05
Position 389: 5.20098690302083e-05
Position 1439: 5.147223700445738e-05
Position 3362: 5.1443666409947315e-05
Position 89: 3.988687208399839e-05
Position 1079: 3.4069831931633685e-05
Position 868: 3.3847870879261897e-05
Position 475: 3.3767998853354815e-05
Position 783: 3.096762490664541e-05
Position 1211: 2.3159578430197538e-05
Position 1557: 2.103763543333722e-05
Position 501: 1.9500165680350125e-05
Position 395: 1.9017762113571853e-05
Position 519: 1.689685960215194e-05
Position 92: 1.6716465131295822e-05
Position 817: 1.3706638347215603e-05
Position 295: 9.723116895551224e-06
Position 632: 9.2223295334652e-06
Position 742: 6.6105373317382575e-06
Position 945: 6.191670871728808e-06
Position 457: 6.147057144845052e-06
Position 290: 5.246695274881141e-06
Position 215: 5.17275983775943e-06
Position 883: 3.498524963074553e-06
Position 523: 3.037543053760127e-06
Position 3418: 8.429508857937088e-07
Position 74: 6.415987522804429e-07
Position 96: 5.191678670781114e-07
Position 1085: 3.2616271129718547e-07
Position 543: 2.329722756351553e-07
Position 584: 1.4981858428016634e-07
Position 792: 1.2624875736915205e-07
Position 917: 8.603504625624459e-08
Position 228: 5.338788225973605e-08
Position 66: 4.9974245965192386e-08
Position 252: 6.417502616360935e-09
Position 235: 7.081449094271717e-10
Position 188: 3.820880172967808e-10
Position 461: 3.469588621041293e-10
Position 52: 1.809179290389479e-10
Position 257: 1.3704411002512345e-10
Position 230: 1.1820462630759966e-10
Position 238: 8.593435417704691e-13
