Gene = Wnk
index = 1602
Annotated 5SS: [  375   904  2725  3129  6020  6208  8374  9051 10185 10370 10603]
Annotated 3SS: [  747  1334  2955  3189  6075  7539  8630  9124 10304 10430 10659]
SMsplice 5SS: [  904  2725  3129  3525  8374  9051 10185 10370 10603]
SMsplice 3SS: [ 1334  2955  3189  7539  8630  9124 10304 10430 10659]
top_k =  500
Partition function (log Z): 15.50939003870759

Sorted 5' Splice Sites (High to Low Probability):
Position 904: 0.9989492491237039
Position 10185: 0.9864589102655278
Position 10370: 0.9596148338010643
Position 10603: 0.9439039400592206
Position 3129: 0.9390019105375772
Position 8374: 0.9253893975700562
Position 2725: 0.8129707184904441
Position 6020: 0.744148509427844
Position 6208: 0.6976624363870976
Position 6846: 0.6200172890869398
Position 3525: 0.5586263300714955
Position 8814: 0.3089832863225303
Position 590: 0.2564351877403202
Position 1291: 0.17941616843897282
Position 548: 0.14092765413367475
Position 9884: 0.11693605887931237
Position 363: 0.10555853464003115
Position 3470: 0.10394038203118768
Position 6700: 0.09437323254547396
Position 375: 0.094338218381587
Position 9308: 0.07863555296665109
Position 100: 0.059508737076763005
Position 8850: 0.057018215214861695
Position 3135: 0.05120725182550898
Position 3439: 0.03772665340280855
Position 9065: 0.03613855692544575
Position 6327: 0.02953767480872836
Position 3560: 0.020565550773612384
Position 2712: 0.015658737192296452
Position 6424: 0.01549074091751939
Position 8406: 0.013706174834953249
Position 3460: 0.012701098384284043
Position 3411: 0.012237587985364307
Position 2573: 0.012142623125731977
Position 2905: 0.01172881779507578
Position 140: 0.009547742884905898
Position 6535: 0.008702339073453618
Position 8766: 0.00833321492618744
Position 1613: 0.00803982690226658
Position 3464: 0.0071334769434310144
Position 3224: 0.005263923303133871
Position 1060: 0.0047445026859727485
Position 594: 0.004631513641855815
Position 7662: 0.004526730970790908
Position 7313: 0.004007043480609674
Position 9497: 0.0037463399597451323
Position 8534: 0.003371058239373094
Position 1762: 0.0027204207366286334
Position 3865: 0.0024979817656345066
Position 18: 0.0024705520599163982
Position 1196: 0.0023724873899034905
Position 8673: 0.002347367267498819
Position 3631: 0.002211611886248749
Position 6872: 0.002203529344280785
Position 1282: 0.0021834870128006425
Position 8944: 0.002146723121425165
Position 674: 0.002004251657130623
Position 2631: 0.0015496269838794013
Position 3596: 0.0014750761318600924
Position 465: 0.001433360223172714
Position 8743: 0.0013545300337716624
Position 2869: 0.0012320759979511785
Position 254: 0.0012312184903416183
Position 8902: 0.0011410022216574007
Position 3611: 0.0011071048566978828
Position 3162: 0.0010491961600852175
Position 4050: 0.0010012407078508593
Position 8188: 0.0009722383327402927
Position 1890: 0.000937689422600471
Position 3300: 0.0009214037254453872
Position 3342: 0.0008480447462894032
Position 1285: 0.0008349353763356078
Position 379: 0.0007357017851126868
Position 1400: 0.000706197219713323
Position 3088: 0.0006127212571906449
Position 3312: 0.0004687999634940932
Position 1035: 0.0004555222455616754
Position 1147: 0.000443382649214299
Position 10427: 0.0004399555445512583
Position 596: 0.0004115620119165162
Position 3708: 0.00040751864565632544
Position 2374: 0.00038891192576209413
Position 873: 0.00038661114584911716
Position 1267: 0.0003623159630139442
Position 10179: 0.0003368221619823828
Position 434: 0.00027567139043702056
Position 1067: 0.0002619517297697903
Position 10580: 0.0002601610483819969
Position 1253: 0.00025952919141569524
Position 483: 0.0002464162432096549
Position 1064: 0.00023433215088470235
Position 7839: 0.00022803573533981114
Position 1389: 0.0002212324961311559
Position 1966: 0.00021336236551818983
Position 2066: 0.00020776636693894878
Position 1756: 0.0002000476430376804
Position 1630: 0.00018354055496223477
Position 10074: 0.00015999659453842956
