Gene = bdl
index = 1627
Annotated 5SS: [ 576 4892 5367 5988 6409]
Annotated 3SS: [4383 4956 5758 6201 6476]
SMsplice 5SS: [ 576 4892 5367 5988 6409]
SMsplice 3SS: [4383 4956 5758 6201 6476]
top_k =  500
Partition function (log Z): 5.4359614888728505

Sorted 5' Splice Sites (High to Low Probability):
Position 5367: 0.9932342920159781
Position 6409: 0.9825820135632544
Position 576: 0.9648798316201962
Position 5988: 0.9515894032970436
Position 4892: 0.9369720494200031
Position 4156: 0.2899706723172286
Position 2014: 0.23567424886587346
Position 1804: 0.20768691263379221
Position 1070: 0.08418652540284705
Position 1489: 0.07744165140172606
Position 2729: 0.032323138814553676
Position 4896: 0.032177568439009145
Position 4291: 0.018186621770902918
Position 7140: 0.01634851661023279
Position 492: 0.014678007124560443
Position 3841: 0.011064658530179511
Position 4178: 0.010206087144343042
Position 4837: 0.007425680674702681
Position 6107: 0.005156466770323997
Position 6362: 0.003559455514977685
Position 919: 0.0034213935159156583
Position 4523: 0.003358766416205876
Position 591: 0.003051292127625443
Position 632: 0.0029664510169931176
Position 610: 0.0024885910629495137
Position 5607: 0.0016890727681962414
Position 2515: 0.0016575692377707575
Position 4168: 0.0014843393671296141
Position 4174: 0.0013924528437798936
Position 4172: 0.0013681839049610668
Position 1051: 0.0013614636235660615
Position 6137: 0.001184437703172051
Position 4170: 0.0011305007441871102
Position 6419: 0.0011302243733267118
Position 1808: 0.0010944517724957264
Position 2278: 0.0010738776065134545
Position 6061: 0.0009084565068051813
Position 6002: 0.0008451441703024589
Position 6332: 0.0007336336795967379
Position 1467: 0.0007065818998317403
Position 7205: 0.0006852132750549907
Position 6776: 0.000661490869075023
Position 5614: 0.0005827627249751943
Position 6291: 0.00043665441135352706
Position 6761: 0.0004256512047130247
Position 6840: 0.0003724142381983663
Position 6652: 0.0003440796901280021
Position 2268: 0.00034210677587747664
Position 6144: 0.0003169549402641735
Position 6077: 0.00030869993244740326
Position 5437: 0.0002778745904694739
Position 5451: 0.00023153806366438178
Position 6026: 0.00019802284904647162
Position 6010: 0.00017974823547248358
Position 223: 0.0001547162101308889
Position 1475: 0.00014403706502654794
Position 6377: 0.0001403065053422538
Position 317: 0.00013258330577908272
Position 7162: 0.00012618850540820469
Position 6075: 0.00011125482453283859
Position 4753: 0.0001079383571311422
Position 699: 0.00010726327255331487
Position 6536: 0.00010705452322181664
Position 6068: 0.00010174787915149562
Position 4527: 9.347085999290272e-05
Position 4540: 8.657164483222773e-05
Position 1105: 8.649759964084288e-05
Position 1479: 8.484714613334406e-05
Position 1278: 7.863310643357871e-05
Position 580: 7.35120816539846e-05
Position 1291: 7.208349722799494e-05
Position 6845: 7.114423225631666e-05
Position 7226: 6.893956957662233e-05
Position 6389: 6.597005750727815e-05
Position 7144: 6.317511032414137e-05
Position 126: 6.28681906333198e-05
Position 7166: 4.750054841939356e-05
Position 442: 3.835227230691937e-05
Position 825: 3.453337212770415e-05
Position 5472: 3.405735003709002e-05
Position 6065: 3.1880737131493146e-05
Position 5229: 2.9774237277464383e-05
Position 5582: 2.9468975252501792e-05
Position 558: 2.806284376954661e-05
Position 585: 2.601362578597551e-05
Position 1486: 2.4685418298641224e-05
Position 1906: 2.2348548651646928e-05
Position 1028: 2.0494880604093108e-05
Position 4283: 1.8804490618212802e-05
Position 1571: 1.6553473934739885e-05
Position 1542: 1.1584220307438121e-05
Position 1710: 1.149344408310181e-05
Position 5661: 1.1435746771916062e-05
Position 287: 1.029808487087335e-05
Position 194: 8.24557976483482e-06
Position 504: 7.4902707098231835e-06
Position 142: 6.5728318058646394e-06
Position 507: 6.102554293545213e-06
Position 7190: 5.968676628096235e-06
Position 147: 5.8098134111005745e-06
Position 952: 5.539644781942183e-06
Position 715: 4.945423851295922e-06
Position 2296: 4.167614593032535e-06
Position 308: 4.0928291537645025e-06
Position 1271: 4.076904695795492e-06
Position 1108: 2.2479424464528837e-06
Position 244: 1.5919534019613833e-06
Position 6901: 1.2752797397411633e-06
Position 829: 1.153847012798842e-06
Position 719: 9.831816276480237e-07
Position 28: 9.343868296384025e-07
Position 6872: 8.338438273194863e-07
Position 291: 8.316416636178558e-07
Position 621: 7.060459712928774e-07
Position 905: 4.874408530599839e-07
Position 934: 3.9327174579071574e-07
Position 752: 3.1066097857394937e-07
Position 6663: 2.89326580470173e-07
Position 289: 2.1663414465678056e-07
Position 6306: 1.972993433638395e-07
Position 6345: 1.9537568153135112e-07
Position 6434: 1.5357610225692362e-07
Position 6659: 1.4228603951137305e-07
Position 6: 1.4226542432608867e-07
Position 33: 1.288049173431842e-07
Position 6162: 1.285210053587771e-07
Position 738: 9.174931596133741e-08
Position 774: 8.454350079495784e-08
Position 299: 5.965021431496034e-08
Position 713: 2.1922315510262217e-08
Position 6000: 1.806959230788374e-08
Position 6109: 5.680701700881313e-09
Position 832: 5.376220215889492e-09
Position 6531: 3.8109024459523725e-09
Position 1218: 3.0264314334271257e-09
Position 2053: 1.1504344946691445e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4956: 0.9945035909682124
Position 6476: 0.9868858572117856
Position 5758: 0.9645213855876076
Position 6201: 0.8617088127820614
Position 4383: 0.6443200590240754
Position 3800: 0.4953030386770848
Position 1860: 0.13167379367415002
Position 1155: 0.11529149357292116
Position 820: 0.1113203347613993
Position 4239: 0.10847708471895116
Position 1655: 0.10518636370470473
Position 1882: 0.08610785343517671
Position 6251: 0.0530219500725387
Position 6182: 0.031251424019580754
Position 1390: 0.024888742428103457
Position 2066: 0.024427636907397503
Position 3915: 0.022252997788672846
Position 7270: 0.012274554796783473
Position 1265: 0.011639594921817648
Position 6489: 0.00856118426482468
Position 4413: 0.008522380313417914
Position 4389: 0.008495910910696427
Position 3482: 0.008406798377386882
Position 6290: 0.007382909548738995
Position 5629: 0.006627436155384244
Position 4202: 0.006431384600672656
Position 828: 0.006363725988952653
Position 6224: 0.0058178199395382746
Position 752: 0.00567794616922964
Position 7195: 0.005228133137827687
Position 6177: 0.004690730630547014
Position 5535: 0.004040740584026741
Position 4410: 0.0028334354050291296
Position 1395: 0.00281788568330194
Position 5762: 0.002588425858254916
Position 6514: 0.0025076015089469878
Position 1533: 0.0023647868357768763
Position 1108: 0.0022802019466072352
Position 1143: 0.0022784848328122765
Position 5257: 0.0019960204284573766
Position 2675: 0.0019578484245626657
Position 899: 0.0017945322682902114
Position 5571: 0.0016505244392601595
Position 2798: 0.0015144502639562146
Position 3612: 0.0013647797406121777
Position 1123: 0.0010950575150900264
Position 2209: 0.0010372471029498924
Position 783: 0.0009469831528473518
Position 1307: 0.0009414892318673477
Position 5606: 0.000933073439224644
Position 3683: 0.0008380688230840116
Position 6352: 0.0007913189425009976
Position 1416: 0.0007632106342311779
Position 6162: 0.0007026228271985733
Position 6838: 0.0006843389696544873
Position 1910: 0.0005988664800081659
Position 5575: 0.0005595166719365487
Position 2379: 0.0005201980627965612
Position 5436: 0.0004180122166084906
Position 1870: 0.0003672302276154614
Position 923: 0.0003517870396176328
Position 6704: 0.0003496992228075065
Position 6952: 0.0003416507298121663
Position 4988: 0.0003398274802403501
Position 6535: 0.00033783055447104716
Position 2639: 0.00030430549396482146
Position 1518: 0.0002689669302590627
Position 632: 0.00026780914673735565
Position 1380: 0.00026162841202783744
Position 6922: 0.00021256701434076768
Position 2681: 0.00020914111518167391
Position 4967: 0.00017076564814035486
Position 5660: 0.0001660621706774904
Position 5787: 0.00015030231842975763
