Gene = SCOT
index = 1462
Annotated 5SS: [1467 2131 3164]
Annotated 3SS: [1931 2186 3221]
SMsplice 5SS: [ 365 2131 3164]
SMsplice 3SS: [1931 2186 3221]
top_k =  500
Partition function (log Z): 7.6418571323884805

Sorted 5' Splice Sites (High to Low Probability):
Position 3164: 0.9994217670090256
Position 2131: 0.9987565529987008
Position 365: 0.702528972955138
Position 1467: 0.5846093002933482
Position 868: 0.20414795923693801
Position 873: 0.13843202022664478
Position 349: 0.09321488053581793
Position 864: 0.07320965019569166
Position 862: 0.06551023486774708
Position 2240: 0.05444404315497349
Position 900: 0.03851633439588671
Position 2276: 0.03590491447900328
Position 696: 0.0304628920220534
Position 60: 0.019891566111665093
Position 448: 0.011979482064192259
Position 1637: 0.008584130319621663
Position 2866: 0.005143232063339844
Position 700: 0.004556470334021706
Position 1148: 0.004289106393988516
Position 2820: 0.004285233620307725
Position 218: 0.0038440079602451247
Position 1042: 0.0030380167725929355
Position 119: 0.002479173575309215
Position 1123: 0.0023350323676949976
Position 108: 0.0022748026236745936
Position 242: 0.0019915897077555558
Position 555: 0.0018914356880086877
Position 2813: 0.0017695291405924244
Position 1190: 0.0017494422067554781
Position 1530: 0.0014823788809840543
Position 1083: 0.0014545220298647547
Position 671: 0.0014337495578252543
Position 475: 0.0014275150082389417
Position 1422: 0.0013625486396701004
Position 259: 0.001308001992103814
Position 1294: 0.0010028540965856029
Position 100: 0.0008295248395491638
Position 2990: 0.0007238275899504913
Position 373: 0.0007212855081766069
Position 2115: 0.000707342534351322
Position 2742: 0.0006398016161137895
Position 471: 0.0005710361997130457
Position 2501: 0.000504755765104914
Position 903: 0.00040752672000322356
Position 210: 0.0004027405795675282
Position 1589: 0.0004002673982905795
Position 418: 0.0003978708611847009
Position 423: 0.0003793772644877577
Position 2272: 0.00031920502485051084
Position 1322: 0.00031594130462697656
Position 892: 0.00030143643914182786
Position 223: 0.00022524231453601636
Position 2642: 0.00020035512757866428
Position 1652: 0.00019521096731637982
Position 163: 0.0001731673496652882
Position 1365: 0.0001649434076930271
Position 1355: 0.00014239777432040028
Position 3168: 0.00013369537238416224
Position 2930: 0.0001120230455773353
Position 398: 0.00010674977053771763
Position 2428: 0.00010163556785001778
Position 1071: 9.962036026921238e-05
Position 698: 7.345942455586937e-05
Position 662: 7.03613499581031e-05
Position 2447: 6.841266137542881e-05
Position 247: 6.657272873112441e-05
Position 3282: 5.91029966515991e-05
Position 933: 5.440977709066108e-05
Position 379: 4.701664243482956e-05
Position 133: 4.157791420231754e-05
Position 919: 4.036927579832871e-05
Position 1046: 3.1387555212527425e-05
Position 3364: 2.9189437800958404e-05
Position 887: 2.872443816332234e-05
Position 158: 2.4026053830286376e-05
Position 85: 2.1124096536625712e-05
Position 876: 2.0912288720476857e-05
Position 2097: 2.085281851679383e-05
Position 1025: 1.809554595243399e-05
Position 2744: 1.730063324836193e-05
Position 426: 1.723234173394826e-05
Position 783: 1.6062496013723807e-05
Position 1639: 1.5769019759624598e-05
Position 353: 1.573070160581794e-05
Position 315: 1.571936920785615e-05
Position 262: 1.4462692357455645e-05
Position 1028: 1.4239750482310054e-05
Position 993: 1.3023468442167672e-05
Position 3316: 1.1089264282013274e-05
Position 123: 6.956094452994309e-06
Position 469: 5.823343612540443e-06
Position 432: 5.4594101889436784e-06
Position 415: 5.142911143800966e-06
Position 3125: 3.8184842091747714e-06
Position 3448: 2.12266839104528e-06
Position 720: 1.7756456161537757e-06
Position 3405: 1.6623096020222654e-06
Position 35: 1.2747074618793872e-06
Position 3035: 9.850777385861945e-07
Position 3438: 9.440805402103667e-07
Position 3032: 8.844096594533455e-07
Position 485: 7.776637681936367e-07
Position 3488: 6.064342803140048e-07
Position 2654: 3.624133266103319e-07
Position 3417: 3.28576206993218e-07
Position 265: 1.3272104587988003e-07
Position 3261: 1.2512641620208203e-07
Position 2020: 1.227506936466747e-07
Position 2033: 6.925331740553397e-08
Position 831: 6.424725682083439e-08
Position 94: 6.389003600654393e-08
Position 2482: 5.855669669867992e-08
Position 2611: 3.5885255810275395e-08
Position 2690: 1.964481208316678e-08
Position 2573: 1.2256958289326502e-08
Position 2255: 4.929957783824973e-10
Position 2280: 1.588314438509677e-10
Position 2537: 2.5680223635175483e-11
Position 3095: 2.4858628339828897e-11
Position 3084: 1.1745874209883748e-11
Position 3024: 7.89507838007001e-12
Position 3087: 2.7819491700406627e-12
Position 3231: 8.492477878922355e-13
Position 2231: 6.91417195076533e-13
Position 2840: 3.1200607679418405e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2186: 0.9996941043103945
Position 3221: 0.9991453673900799
Position 1931: 0.8521820363021633
Position 1245: 0.5199200434699086
Position 763: 0.4684734109914712
Position 1916: 0.0785612329022466
Position 2812: 0.04535206043972491
Position 736: 0.01922215336063219
Position 3069: 0.017287659026130515
Position 1693: 0.015243225707790315
Position 2616: 0.0121068980693337
Position 1523: 0.009575823462675015
Position 2920: 0.009003937959330745
Position 740: 0.007871328617184356
Position 778: 0.006667120845036041
Position 2722: 0.005283368853050244
Position 1567: 0.004257924633855275
Position 297: 0.004187178915456437
Position 2941: 0.0037104144302136928
Position 2324: 0.003347081381341
Position 1964: 0.003137889481480134
Position 689: 0.0028148461331975647
Position 1600: 0.002277545281454087
Position 455: 0.002169405185891214
Position 1533: 0.0021009692258567646
Position 925: 0.0020620420185172286
Position 2407: 0.0019277729993499083
Position 586: 0.0017043172824095837
Position 2947: 0.001619688075556062
Position 2983: 0.0014526717269205255
Position 1401: 0.0014283372092159317
Position 432: 0.0012078771904167106
Position 1815: 0.0012008329742707123
Position 2333: 0.0011308853887162925
Position 201: 0.0011064302249470632
Position 1190: 0.0011063421822854757
Position 2015: 0.0009025230280239867
Position 1872: 0.0008664039857450679
Position 1995: 0.0006864720025977638
Position 240: 0.0006385618624629714
Position 3236: 0.0005283249666105363
Position 520: 0.00044629807985701366
Position 1046: 0.0004462271842737178
Position 638: 0.00044559545033262565
Position 2585: 0.0003761404697445042
Position 2683: 0.0003413254296330951
Position 1313: 0.0003330289812688874
Position 662: 0.0003077052760731698
Position 2297: 0.00029686722623911514
Position 1285: 0.00027667479430305375
Position 2294: 0.0002726809788039425
Position 2542: 0.000210805280667595
Position 671: 0.00019788893804738067
Position 836: 0.0001746241762623218
Position 2460: 0.0001640289664473827
Position 1573: 0.00015881352561064949
Position 138: 0.0001428000555274624
Position 694: 0.00012047818388211007
Position 2437: 9.914933529889665e-05
Position 1636: 9.828662679249052e-05
Position 2341: 9.387054403359543e-05
Position 3392: 7.98096836410744e-05
Position 415: 7.296881557862822e-05
Position 1259: 6.805195380073291e-05
Position 3019: 6.408092454778147e-05
Position 1537: 5.8474586394826125e-05
Position 2470: 5.294235645173471e-05
Position 595: 4.5431604482594174e-05
Position 1355: 4.208647038933211e-05
Position 2525: 3.6120766012548104e-05
Position 3413: 3.083873180128108e-05
Position 1658: 2.9115436093097697e-05
Position 145: 2.6402920827440183e-05
Position 2224: 2.3235786504673215e-05
Position 3281: 1.6046181992521976e-05
Position 3362: 1.3847508264149918e-05
Position 2773: 1.3254962184165682e-05
Position 2467: 1.2698335267348788e-05
Position 485: 9.991837656704533e-06
Position 2411: 9.67655271739262e-06
Position 3326: 9.109086111432164e-06
Position 203: 7.705619010663313e-06
Position 2548: 6.8473647287269066e-06
Position 2221: 6.627512155159449e-06
Position 491: 4.185243781529815e-06
Position 3475: 3.08738095343613e-06
Position 1159: 2.0325656993459435e-06
Position 3512: 1.7058761402178619e-06
Position 3495: 1.459520596527585e-06
Position 207: 8.797941383913058e-07
Position 3552: 6.064342803140047e-07
Position 283: 3.809838458031086e-07
Position 173: 1.4347227060476326e-07
Position 3389: 1.387937449024333e-07
Position 210: 1.288827802166628e-07
Position 85: 9.637017590074089e-08
Position 247: 9.270758546908046e-08
Position 170: 5.569717717998933e-08
Position 696: 1.9639977622177154e-08
Position 406: 9.037257675860456e-10
