Gene = Cp19
index = 1090
Annotated 5SS: [58]
Annotated 3SS: [146]
SMsplice 5SS: [58]
SMsplice 3SS: [146]
top_k =  500
Partition function (log Z): -3.6577613931914668

Sorted 5' Splice Sites (High to Low Probability):
Position 58: 0.995782259942466
Position 611: 0.013425753530273808
Position 83: 0.0037479452671443014
Position 397: 0.002865148353553806
Position 615: 0.0014522828329862497
Position 292: 0.0007060787691156407
Position 378: 0.0006798309039567779
Position 540: 0.0003295043785798757
Position 51: 0.00029392725907828555
Position 599: 0.00018847701548778962
Position 235: 5.1500578126677544e-05
Position 62: 4.709794092163748e-05
Position 530: 3.169852325064788e-05
Position 472: 2.221270728121801e-05
Position 385: 2.068985902580959e-05
Position 418: 1.3512989119469976e-05
Position 64: 7.854974341635847e-06
Position 623: 7.527446006940156e-06
Position 334: 6.339412226125242e-06
Position 315: 5.242768614236187e-06
Position 301: 3.6869216831624103e-06
Position 18: 3.124228955896396e-06
Position 430: 2.972437579399428e-06
Position 485: 2.4472930907775597e-06
Position 202: 2.2721475025680533e-06
Position 451: 1.866260339171284e-06
Position 367: 1.6321067816961035e-06
Position 433: 1.4166981595136324e-06
Position 516: 1.2770727451370638e-06
Position 177: 1.803499560157632e-07
Position 406: 1.0791980081683346e-07
Position 570: 6.210401555567818e-08
Position 459: 1.1541217126289174e-09
Position 129: 4.93267132657384e-10
Position 156: 6.275105350329995e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 146: 0.9969149912683922
Position 675: 0.016460624633971275
Position 156: 0.0019072211008050682
Position 497: 0.0009655226833588941
Position 464: 0.0008697532015500104
Position 377: 0.0007308461746435693
Position 129: 0.0006545305169208805
Position 530: 0.00033423923428105805
Position 184: 0.00014587439946560647
Position 591: 0.00011941723139583397
Position 640: 0.00010519981203460154
Position 643: 9.237257247786697e-05
Position 593: 8.268181856727436e-05
Position 570: 8.101104887742191e-05
Position 212: 6.0371356917355624e-05
Position 265: 4.208361159001748e-05
Position 701: 2.7450493255899202e-05
Position 535: 2.3758045666818893e-05
Position 346: 2.168100181563626e-05
Position 611: 1.5186221222234514e-05
Position 239: 1.1616209565316494e-05
Position 729: 1.1457074665895104e-05
Position 599: 8.457996894137071e-06
Position 209: 6.192908569959333e-06
Position 509: 4.017416352505747e-06
Position 619: 3.4725679324785407e-06
Position 244: 1.1555871289664344e-06
Position 539: 1.1372463975725538e-06
Position 270: 7.624892612577462e-07
Position 382: 6.653278804683976e-07
Position 623: 6.498947282938113e-07
Position 299: 6.151606420030737e-07
Position 578: 4.7645388939023113e-07
Position 273: 4.396851950353966e-07
Position 224: 1.4170992393793985e-10
Position 285: 2.3901437767110846e-11
Position 296: 1.4587086213636062e-11
Position 320: 1.0283899152599484e-11
Position 359: 8.813036501835682e-12
Position 214: 1.2636061083200494e-13
Position 290: 5.429444886575536e-14
Position 72: 3.6505611913789824e-14
Position 62: 5.620315515124493e-15
Position 308: 1.505962027144745e-19
