Gene = Shaw
index = 1500
Annotated 5SS: [3405 3578 3833 4387 5072 5580]
Annotated 3SS: [3459 3637 4167 4467 5450 8493]
SMsplice 5SS: [ 301 3405 3578 3833 4387 5072 5580]
SMsplice 3SS: [2689 3459 3637 4167 4467 5450 8511]
top_k =  500
Partition function (log Z): 25.55227354296266

Sorted 5' Splice Sites (High to Low Probability):
Position 3578: 0.9999486268390826
Position 3833: 0.9997832081303496
Position 5580: 0.9991624377280544
Position 3405: 0.9966711306036111
Position 4387: 0.9932544455301507
Position 5072: 0.9906847994333318
Position 301: 0.6892307212598949
Position 2384: 0.28215139890451235
Position 2858: 0.14328165538249063
Position 2635: 0.14071858540414375
Position 2907: 0.1262280110185439
Position 1645: 0.10992800117153298
Position 311: 0.09593340043929503
Position 2720: 0.08562547234063385
Position 7012: 0.07926141210179899
Position 119: 0.05039792765898811
Position 124: 0.04584778617589952
Position 8643: 0.04448857119761793
Position 520: 0.03952877466652207
Position 6077: 0.02154463959448339
Position 1877: 0.02112315344924293
Position 7717: 0.02018376031796254
Position 5254: 0.016659025128623918
Position 10429: 0.016283076949113087
Position 2997: 0.015747365053469835
Position 5335: 0.014602125856974683
Position 384: 0.013534382523668054
Position 5345: 0.010249947615766284
Position 5093: 0.009106659646752667
Position 1987: 0.007550899858666481
Position 7660: 0.006797600576932525
Position 5839: 0.0066474454605418825
Position 1462: 0.006272586256065359
Position 10098: 0.0061988915443697435
Position 1892: 0.006129825882941042
Position 2381: 0.006093035303478088
Position 4494: 0.005606331095190813
Position 400: 0.005167853863316269
Position 628: 0.0050593732522024315
Position 1148: 0.00500743572970609
Position 5348: 0.0046943884917093805
Position 954: 0.004540209845006366
Position 2177: 0.00445272008288688
Position 1485: 0.00404641966416671
Position 5360: 0.0035483257513995205
Position 1659: 0.0033285188962489057
Position 2578: 0.002939382589461411
Position 958: 0.0027657041676059416
Position 4899: 0.002737448349636838
Position 2657: 0.002724072245843671
Position 7155: 0.002720300739070361
Position 1312: 0.0026899712801554177
Position 2917: 0.002577484121075846
Position 534: 0.0024006299947823737
Position 4289: 0.0023443012852671597
Position 536: 0.002243294518283686
Position 3241: 0.0019542959097987207
Position 783: 0.0017433568232757676
Position 127: 0.001730308842311261
Position 532: 0.0017118289252266647
Position 463: 0.0016597036582700314
Position 839: 0.0016571007426649808
Position 761: 0.001641269640893158
Position 4060: 0.0011290035879618346
Position 2311: 0.0011099812800993856
Position 4930: 0.0010895837970273188
Position 117: 0.0010421749814822716
Position 1025: 0.0009967803847388012
Position 2087: 0.0009720796231820852
Position 7136: 0.0009256805897336256
Position 2467: 0.0009010944806773871
Position 735: 0.0007374205345337704
Position 4833: 0.000731395210020739
Position 2463: 0.0006829703303125744
Position 4009: 0.0005980948606361748
Position 1415: 0.0005504105764067588
Position 7977: 0.0005483163770912778
Position 549: 0.0005347174379705374
Position 5684: 0.0005179248705813323
Position 2335: 0.0004924822434585642
Position 5295: 0.0004842229375788444
Position 7346: 0.00044089218656131205
Position 4246: 0.0004144217738327428
Position 1345: 0.000411021174740541
Position 5241: 0.000348396589503672
Position 122: 0.0003228249066494435
Position 4747: 0.0002970920346212198
Position 2037: 0.00027668241466790683
Position 4002: 0.00024117458003524076
Position 6022: 0.00018010574236390395
Position 4468: 0.0001623271081415447
Position 4299: 0.00013954273204195222
Position 4509: 0.00013225845284705625
Position 6236: 0.00011895628553847292
