Gene = Mip
index = 1279
Annotated 5SS: [287]
Annotated 3SS: [3610]
SMsplice 5SS: [100]
SMsplice 3SS: [3610]
top_k =  500
Partition function (log Z): -6.642558778452365

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.5550598881915028
Position 287: 0.4397074596716573
Position 3049: 0.08484654167051343
Position 4139: 0.04674129112326789
Position 3683: 0.030299578759083748
Position 134: 0.00741792713888127
Position 363: 0.007174476088572962
Position 3411: 0.0063501237993057
Position 4266: 0.004888107988350196
Position 1177: 0.004277308210725446
Position 294: 0.004077045263900635
Position 4527: 0.0025680706731680426
Position 3904: 0.002391469074111664
Position 3757: 0.002248403147131094
Position 4315: 0.0014894731404796573
Position 376: 0.0013803887150968446
Position 939: 0.0012524564128955046
Position 2390: 0.0012380986743847603
Position 4326: 0.0009519447336410115
Position 4305: 0.0009240981571589407
Position 26: 0.0008640159380239901
Position 3510: 0.0006070667349553561
Position 876: 0.0005938170390179174
Position 1222: 0.0004901379492027589
Position 4497: 0.00042414203567032164
Position 373: 0.00039939059498682084
Position 884: 0.0003979574913120304
Position 3760: 0.00038498776967584817
Position 699: 0.00036856634539652835
Position 3312: 0.00036390190365781164
Position 2533: 0.00032637873415038897
Position 388: 0.0002784291467465692
Position 3701: 0.0002665377536429936
Position 3789: 0.00026611274813865535
Position 4122: 0.00024955658298699907
Position 744: 0.00019972338931152276
Position 318: 0.0001926265093701322
Position 558: 0.00018619059926985477
Position 3277: 0.0001776712401138693
Position 211: 0.00017233142921182465
Position 2165: 0.0001700233715450745
Position 254: 0.00016971411529325515
Position 736: 0.00016172333222213298
Position 2115: 0.00013661387396888126
Position 856: 0.00013443274302973147
Position 3282: 0.00013008672970476868
Position 1183: 0.000124919071438474
Position 922: 0.00011072587256231943
Position 1600: 8.567285872597762e-05
Position 2146: 7.945903819649055e-05
Position 1186: 7.751327993328028e-05
Position 2730: 7.454221045137997e-05
Position 185: 5.975229235667701e-05
Position 1181: 5.242056489680746e-05
Position 602: 4.9379436166613666e-05
Position 1010: 4.740502251496707e-05
Position 95: 4.729631405635633e-05
Position 291: 4.2006971831032366e-05
Position 282: 3.946768180158205e-05
Position 2149: 3.2596846990705136e-05
Position 1818: 2.9962354804804293e-05
Position 719: 2.8485167896425654e-05
Position 84: 3.057701441390994e-06
Position 690: 2.1633456025562776e-06
Position 630: 1.683508798065254e-06
Position 1594: 1.5871004150154473e-06
Position 560: 1.3127318439192706e-06
Position 1591: 1.2948113362582679e-06
Position 298: 1.1551344531370826e-06
Position 529: 1.0070473517050162e-06
Position 1827: 9.161165283302428e-07
