Gene = TBCD
index = 1537
Annotated 5SS: [1072 2263 2744 3278]
Annotated 3SS: [1128 2323 2810 3329]
SMsplice 5SS: [1072 2263 2744 3278]
SMsplice 3SS: [1128 2323 2810 3329]
top_k =  500
Partition function (log Z): 3.3256255740233542

Sorted 5' Splice Sites (High to Low Probability):
Position 2744: 0.9981441260879423
Position 3278: 0.9873405577269764
Position 1072: 0.9637059708392327
Position 2263: 0.9471385091038733
Position 1881: 0.42858352337692496
Position 2402: 0.07807744918991659
Position 1370: 0.0518616134381916
Position 2094: 0.04494772418202979
Position 2411: 0.032068719736844456
Position 1362: 0.03175939434439499
Position 450: 0.025994109071899307
Position 2912: 0.01865492952155962
Position 207: 0.015858496394650475
Position 1248: 0.014428033029650138
Position 3882: 0.011274594204325009
Position 2908: 0.009907586355564612
Position 1061: 0.009619284093035068
Position 2480: 0.009062113944765124
Position 272: 0.008053844434634532
Position 2384: 0.007807593268827661
Position 533: 0.006671692926741768
Position 1542: 0.006323829047270662
Position 429: 0.005535447065473058
Position 958: 0.005311020498914436
Position 2097: 0.004891750714696574
Position 282: 0.004610977593312974
Position 3405: 0.003698759294224902
Position 1816: 0.0036658670486219456
Position 1839: 0.0036542560450687055
Position 1420: 0.0034708943180474737
Position 2083: 0.0032562880774959168
Position 3630: 0.0031032091623166627
Position 407: 0.0026664511308290575
Position 505: 0.002522511321603647
Position 1083: 0.0023525099313008897
Position 51: 0.0021866097008033567
Position 2283: 0.002086969344229769
Position 1677: 0.00198426809845554
Position 2534: 0.0019159876117067964
Position 2026: 0.001694619239279362
Position 576: 0.0013840481434693936
Position 1614: 0.0011671152552110101
Position 2389: 0.0010409909516821407
Position 444: 0.0010028910164819134
Position 3463: 0.0009895377607560527
Position 3564: 0.0009562839971054585
Position 2958: 0.000792239828278076
Position 94: 0.0007825536669215887
Position 3240: 0.0006286790178521478
Position 1782: 0.000616418032527263
Position 989: 0.0006026560855523351
Position 3831: 0.0005747780485417874
Position 1374: 0.0005637385089732295
Position 1841: 0.0005345356826053662
Position 1538: 0.0005318300337757401
Position 2987: 0.0004742344513824836
Position 3054: 0.0004576952597260133
Position 3495: 0.0004066785206205103
Position 524: 0.00040322093714128426
Position 767: 0.0004012433414451006
Position 3258: 0.00040049637332190206
Position 1719: 0.00034186058533593617
Position 3444: 0.00033141190928806156
Position 860: 0.0003292480160962523
Position 485: 0.0003080761355740182
Position 263: 0.0003016490911868103
Position 566: 0.00028161925104816787
Position 3163: 0.00026092882111000644
Position 2626: 0.000248315530279231
Position 2709: 0.0002447362102145296
Position 596: 0.000244351354394011
Position 1717: 0.00022244844484662761
Position 2397: 0.00021744464660785755
Position 1002: 0.00020952390095669784
Position 455: 0.00020864886913812939
Position 1177: 0.00018046397971462316
Position 962: 0.00015167208659152444
Position 3335: 0.0001350659124613412
Position 719: 0.00012762631949537472
Position 1577: 0.00012485393006001166
Position 2895: 0.00011548782423746028
Position 335: 0.00011126442575767426
Position 560: 0.00010656134935589499
Position 2722: 8.083070729372696e-05
Position 36: 5.8725783286689204e-05
Position 3023: 5.851438790923571e-05
Position 3948: 5.464245086988229e-05
Position 2713: 4.9497687062428e-05
Position 2956: 4.290937599529496e-05
Position 2761: 4.178643844524507e-05
Position 2748: 4.095286384079947e-05
Position 663: 3.93468162486802e-05
Position 3282: 3.4246030791112394e-05
Position 6: 3.2175024417249495e-05
Position 1029: 2.8517051649975842e-05
Position 855: 2.7541161969148e-05
Position 944: 2.7403012071800758e-05
Position 3285: 2.3800476619768462e-05
Position 879: 2.233399693908332e-05
Position 2892: 2.1954681575532745e-05
Position 3002: 1.8166884867309886e-05
Position 654: 1.5955627619778196e-05
Position 717: 1.3320953883124086e-05
Position 2667: 9.461734409460361e-06
Position 489: 6.6907018486872394e-06
Position 2764: 6.0956134646955354e-06
Position 668: 5.91753801625359e-06
Position 9: 5.721869122750134e-06
Position 98: 5.564988122445023e-06
Position 287: 4.709337790811838e-06
Position 1488: 3.4617579039588755e-06
