Gene = M6
index = 1254
Annotated 5SS: [ 416 3399 3762]
Annotated 3SS: [3238 3456 3817]
SMsplice 5SS: [ 839 1094 3399 3762]
SMsplice 3SS: [ 897 3238 3456 3817]
top_k =  500
Partition function (log Z): 5.36616608012657

Sorted 5' Splice Sites (High to Low Probability):
Position 3399: 0.9996505368434878
Position 3762: 0.9798692755927316
Position 1094: 0.87109794480465
Position 1984: 0.6345431370968244
Position 839: 0.632422974015129
Position 416: 0.30469753126741617
Position 1411: 0.2746321369626253
Position 2429: 0.23582291992390947
Position 260: 0.09500053894429479
Position 481: 0.07112961179856298
Position 1955: 0.04898667482690992
Position 801: 0.042782407133192264
Position 1453: 0.03209028595851139
Position 622: 0.022719882195052984
Position 1691: 0.019892854299521093
Position 3590: 0.01904800402256523
Position 1359: 0.017164724583346988
Position 1423: 0.01626393590443022
Position 1306: 0.013361084346040285
Position 1436: 0.012744073391997297
Position 2406: 0.009574178351559985
Position 1013: 0.008912890009677252
Position 4732: 0.0078022413296184616
Position 3916: 0.005909144983718639
Position 4419: 0.005720142768468141
Position 266: 0.005514733989090597
Position 652: 0.005056881089725688
Position 1161: 0.004566902349261539
Position 3037: 0.004250396627544185
Position 250: 0.004181363966136048
Position 4798: 0.0038883026634395504
Position 3594: 0.0037606192970378407
Position 455: 0.0037314290766400104
Position 1405: 0.003409750365189293
Position 4211: 0.0027781603670290382
Position 3870: 0.002765259899451047
Position 1345: 0.002173393727202168
Position 270: 0.0015439243273831585
Position 3042: 0.0014754908027246644
Position 3566: 0.0014470474432156158
Position 399: 0.001325777132911078
Position 4065: 0.0011424004904891513
Position 3674: 0.0010906688010025895
Position 2863: 0.0010350981780311134
Position 1570: 0.0008448102821437952
Position 4722: 0.0008180453768855762
Position 830: 0.0007365004568110271
Position 1562: 0.0007334723288630441
Position 3607: 0.0006978936111493447
Position 1459: 0.0006528014558431122
Position 1418: 0.0006026962840698961
Position 1264: 0.00041465998064149385
Position 448: 0.0003975840057754985
Position 4762: 0.00038625496906034823
Position 276: 0.00035490102475971026
Position 4134: 0.00029030978586768423
Position 3899: 0.00024586717021117364
Position 3722: 0.00024424371162105874
Position 4176: 0.00023480027335618829
Position 558: 0.00023465748848188386
Position 4493: 0.00020371238833740015
Position 1279: 0.00018841900062634137
Position 4754: 0.00016481490495415645
Position 445: 0.00013964641275977517
Position 4243: 0.00011527277176821897
Position 1244: 8.961880259098843e-05
Position 3376: 8.164282911533432e-05
Position 3859: 7.536370179577151e-05
Position 571: 6.533589070363008e-05
Position 1457: 6.417632966709399e-05
Position 1284: 5.6734913316781656e-05
Position 4699: 5.547798049761524e-05
Position 550: 4.650030954933175e-05
Position 115: 4.635978267289389e-05
Position 3403: 4.3216828989638383e-05
Position 126: 4.298013844005415e-05
Position 3901: 4.192908092794993e-05
Position 274: 4.081709123590395e-05
Position 843: 3.87856569580489e-05
Position 3367: 3.550653063043196e-05
Position 616: 2.9422908087759645e-05
Position 268: 2.7932339699108452e-05
Position 1184: 2.474093423930746e-05
Position 4553: 2.3175384283910083e-05
Position 4692: 2.0967320470068815e-05
Position 163: 1.904852944177409e-05
Position 789: 1.8127870677879046e-05
Position 1022: 1.3321497513946932e-05
Position 662: 1.19882775142985e-05
Position 22: 1.1020112412537742e-05
Position 552: 1.0619226865701551e-05
Position 3313: 8.823106051972678e-06
Position 3336: 8.541019477034286e-06
Position 691: 8.185750844684567e-06
Position 3358: 7.714303627547068e-06
Position 669: 6.844655420431782e-06
Position 682: 6.048513457308141e-06
Position 420: 5.885453770446219e-06
Position 129: 5.745568276162039e-06
Position 3654: 4.867108610591951e-06
Position 610: 4.53943203308699e-06
Position 234: 4.279746151797166e-06
Position 1385: 3.858177844268099e-06
Position 189: 3.6302636630519136e-06
Position 241: 3.052609209035567e-06
Position 680: 2.650275707192242e-06
Position 14: 2.19574729071541e-06
Position 4023: 2.0835698162737065e-06
Position 1025: 1.7720089536581322e-06
Position 585: 1.762210957513751e-06
Position 20: 1.7503718479968212e-06
Position 4255: 1.7451680430889538e-06
Position 4116: 8.525920851805596e-07
Position 86: 8.289624055502615e-07
Position 4070: 8.058147905761845e-07
Position 52: 7.861429608084291e-07
Position 211: 5.500508375100049e-07
Position 4378: 5.377430307729606e-07
Position 358: 4.0110650333297695e-07
Position 4248: 3.876329538772802e-07
Position 965: 3.826428826447166e-07
Position 3712: 3.061572646865178e-07
Position 4264: 2.9983299762162745e-07
Position 3680: 1.3400075095849404e-07
Position 3647: 1.1752245729001692e-07
Position 134: 1.0231096053503335e-07
Position 3700: 8.055216014075263e-08
Position 35: 7.763314982855351e-08
Position 1314: 7.683443920693105e-08
Position 3677: 7.392376663406802e-08
Position 3526: 4.4545697841355835e-08
Position 3720: 3.5415429775002606e-08
Position 3583: 3.401162054171388e-08
Position 3962: 2.7311704342354384e-08
Position 3952: 2.6262217074744404e-08
Position 3482: 1.6146587134563058e-08
Position 3577: 1.4789588043859101e-08
Position 3649: 1.07737445294168e-08
Position 335: 3.4421272584001e-09
Position 1038: 2.905198599292369e-09
Position 1044: 2.2724597841394584e-09
Position 3666: 2.109779203516624e-09
Position 3614: 1.6367011698692914e-09
Position 545: 1.0639324315264397e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3456: 0.9995699405081346
Position 3817: 0.9914761229102611
Position 3238: 0.9029439925681915
Position 897: 0.8190332559726066
Position 1157: 0.45897193370379397
Position 1786: 0.27155019015509313
Position 1835: 0.16421491808860578
Position 1530: 0.0875611873939658
Position 335: 0.0871807570880053
Position 685: 0.08458865674422561
Position 918: 0.057520992615815524
Position 2215: 0.049608327283030135
Position 2225: 0.04766906759725414
Position 2135: 0.04144188169331538
Position 3171: 0.03855718599122842
Position 1457: 0.037290833459469146
Position 2022: 0.033896244089640454
Position 1309: 0.027949697660884797
Position 691: 0.027623671015620833
Position 3203: 0.02564019362872131
Position 1795: 0.023201315369077886
Position 933: 0.01613290672360031
Position 478: 0.015000338661560107
Position 3677: 0.013331680554706252
Position 2835: 0.012305171927827808
Position 4309: 0.009925223179201692
Position 1340: 0.00836981475518561
Position 2718: 0.008185726914739174
Position 4882: 0.007945382079311787
Position 4488: 0.0061731470946365385
Position 1614: 0.0061352749394795745
Position 1076: 0.0057861591314091
Position 4856: 0.005485062842707997
Position 340: 0.004801967345543688
Position 1481: 0.00467077304443242
Position 1502: 0.004112934925982314
Position 2697: 0.003728553918863302
Position 2361: 0.003222104544194459
Position 610: 0.002972651462665793
Position 1887: 0.002896685101713716
Position 558: 0.0028390167524611674
Position 626: 0.0025354521579596854
Position 3962: 0.002113403937220616
Position 3241: 0.0018987952052261078
Position 3289: 0.001878042362206482
Position 1657: 0.0014350316835034266
Position 755: 0.0013378075846244802
Position 1484: 0.0012868904013233495
Position 1410: 0.0011210711005115647
Position 2602: 0.0010320159171023668
Position 4581: 0.001017716748489936
Position 2405: 0.0009643460791327752
Position 751: 0.0009289964013233513
Position 2889: 0.000837918837552468
Position 358: 0.0007195670215488864
Position 2180: 0.000716215281096595
Position 3654: 0.0007104783816053009
Position 1669: 0.0006446938504584665
Position 4890: 0.0004426704681720822
Position 460: 0.00041694142773055154
Position 571: 0.0004137049415264877
Position 2623: 0.00035896537807268757
Position 2944: 0.00030573720188783066
Position 830: 0.0002344022728709307
Position 4023: 0.00023152014476012411
Position 3720: 0.00020270784972779558
Position 2862: 0.00020065273569918425
Position 1205: 0.0001444444940058647
Position 1244: 0.00012703158709626423
Position 1729: 0.0001098302362939165
Position 1624: 8.913503690838034e-05
Position 307: 8.504994140819671e-05
Position 300: 7.704457444701286e-05
Position 1550: 7.544553596140492e-05
Position 1536: 7.299542712300237e-05
Position 3464: 5.888245493025777e-05
Position 1239: 5.732158229625085e-05
Position 801: 5.192291790404463e-05
Position 3494: 5.0883718222868115e-05
Position 420: 4.6753236338137934e-05
Position 920: 4.298771358340954e-05
Position 636: 3.546137829298746e-05
Position 3738: 2.2023353986094813e-05
Position 1367: 1.8445325826807955e-05
Position 1032: 1.7783888219833468e-05
Position 485: 1.769617414985082e-05
Position 839: 1.6655387411458313e-05
Position 1017: 1.5180725256160907e-05
Position 455: 1.4758280036375888e-05
Position 652: 1.135952502417638e-05
Position 1217: 1.1289455614541825e-05
Position 1257: 1.0470160825046416e-05
Position 1364: 8.857897218929401e-06
Position 1044: 6.576054156259739e-06
Position 4553: 5.339169957468183e-06
Position 216: 3.882361224974085e-06
Position 963: 3.653746469098161e-06
Position 1013: 3.6486031445046847e-06
Position 288: 1.8089329028516818e-06
Position 172: 1.2753188353697628e-06
Position 241: 1.0411265661074801e-06
Position 394: 7.666226881995149e-07
Position 4492: 4.5144497645250387e-07
Position 253: 2.998908380782884e-07
Position 183: 2.5083265138236323e-07
Position 155: 1.4361102141087707e-07
Position 73: 1.4120304360496752e-07
Position 250: 1.319503314206501e-07
Position 189: 6.328083563405977e-08
Position 3785: 1.8376133890712823e-08
Position 342: 9.178987353523181e-09
Position 115: 4.442081884536765e-09
Position 106: 1.6864612160672707e-09
Position 163: 3.6241972634342185e-10
Position 445: 5.35792857549737e-11
Position 259: 3.808484370613556e-11
Position 255: 2.144980498975598e-18
