Gene = skd
index = 1875
Annotated 5SS: [  295  2483 15224 20727 20878 21703 22457 23699 25418 26092 30933 31111
 31286]
Annotated 3SS: [ 1885 14907 20632 20793 21253 21771 23248 25236 25507 26152 30995 31169
 31346]
SMsplice 5SS: [ 1754  2483 15224 20727 20878 21703 22457 25418 26092 30933 31111 31286]
SMsplice 3SS: [ 1885 14907 20632 20793 21253 21771 25236 25507 30599 30995 31169 31346]
top_k =  500
Partition function (log Z): 35.274827347991184

Sorted 5' Splice Sites (High to Low Probability):
Position 31111: 0.9997568354232317
Position 20727: 0.9986969404590419
Position 21703: 0.9984280639287911
Position 15224: 0.9967718736014626
Position 25418: 0.9952654213571057
Position 31286: 0.9948600770815752
Position 22457: 0.990697858314947
Position 26092: 0.9895446759594662
Position 20878: 0.9798901111638655
Position 30933: 0.978298957726556
Position 2483: 0.607107402798012
Position 26204: 0.4270345783267128
Position 31732: 0.24780086973709575
Position 32757: 0.19670319019046112
Position 1754: 0.18809605575678529
Position 249: 0.16019902629500463
Position 507: 0.14641353243050567
Position 684: 0.1381743477113076
Position 32716: 0.13384219800576075
Position 21204: 0.072219707605974
Position 1014: 0.06649815183910775
Position 29585: 0.0639732462037135
Position 23699: 0.06377623806649431
Position 295: 0.05901384584761782
Position 6041: 0.046931735273325836
Position 26416: 0.0451547350598542
Position 3022: 0.04313324687791625
Position 12101: 0.041361764411225264
Position 28358: 0.04108716433546329
Position 12109: 0.034658703951380446
Position 29157: 0.033698038332335596
Position 32744: 0.02641651081420307
Position 33083: 0.02398007159662763
Position 2731: 0.02386219449002986
Position 767: 0.022853877741902635
Position 257: 0.022546066009716776
Position 27060: 0.018579953076534192
Position 259: 0.018440611142614548
Position 31455: 0.017646338471901127
Position 3616: 0.0144737754170504
Position 1927: 0.01421643393098248
Position 15831: 0.01365548448700892
Position 2620: 0.013425344318439322
Position 280: 0.01309699704368381
Position 32739: 0.01227053425575339
Position 105: 0.011835984746365593
Position 1395: 0.010506529072900327
Position 26096: 0.010353295109757778
Position 32779: 0.00880953615455609
Position 20888: 0.00809633576421869
Position 1305: 0.00773070131717385
Position 4094: 0.0077031915769098964
Position 15560: 0.007591306471323613
Position 1134: 0.007232526357285738
Position 2957: 0.007154920530656642
Position 18308: 0.00667961435419939
Position 15937: 0.005665863118335374
Position 15468: 0.005634324917661168
Position 15554: 0.005431152760816896
Position 1738: 0.00512642296386454
Position 25064: 0.004656592218471113
Position 1006: 0.0045877732649716695
Position 31464: 0.004539324049461788
Position 16221: 0.004418892981076826
Position 16624: 0.004150191703927771
Position 15926: 0.0039969931661866295
Position 22089: 0.0037936031392168854
Position 25448: 0.003481545831703508
Position 22528: 0.0034359579452657787
Position 166: 0.0033782147204959993
Position 15574: 0.003296307454045877
Position 646: 0.0032528246452364178
Position 263: 0.003171914783793677
Position 711: 0.0031647685554898808
Position 32111: 0.0031074927688486656
Position 1721: 0.002864951663573625
Position 16003: 0.0027675399269203147
Position 587: 0.0026691954151563083
Position 272: 0.0025338374838157762
Position 139: 0.002441478897719589
Position 16299: 0.002256150617513215
Position 31277: 0.002218944654837357
Position 771: 0.0022016569349578045
Position 28981: 0.0021515793430565175
Position 25935: 0.002109923650219301
Position 707: 0.00209585874248406
Position 23022: 0.002081066753943183
