Gene = bchs
index = 1626
Annotated 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
Annotated 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
SMsplice 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
SMsplice 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
top_k =  500
Partition function (log Z): 71.85192280492993

Sorted 5' Splice Sites (High to Low Probability):
Position 13000: 0.9997681990111243
Position 5230: 0.9993904782951932
Position 13435: 0.9981278314473764
Position 13810: 0.9979968221669894
Position 13279: 0.9978034862179054
Position 12767: 0.9965123940447547
Position 6947: 0.9942626001569972
Position 8199: 0.9939097329248837
Position 3849: 0.9937410591878757
Position 1467: 0.9910883518752197
Position 1767: 0.9887901154026522
Position 3603: 0.988120335161899
Position 11787: 0.9859003361987068
Position 11627: 0.9858198045573482
Position 13628: 0.9809299063544387
Position 6310: 0.9806559058736847
Position 119: 0.660914393598301
Position 6442: 0.24014470166738752
Position 14100: 0.19933742583969566
Position 10068: 0.19317633134622103
Position 1083: 0.17039274533938295
Position 1923: 0.1552889890420027
Position 14766: 0.11584319143101171
Position 3003: 0.10873644680531053
Position 9699: 0.09674714072926731
Position 14152: 0.08636545118620828
Position 4665: 0.07900943154865865
Position 5815: 0.07833835243639671
Position 2689: 0.06599482590875275
Position 475: 0.06486928745891804
Position 5524: 0.06377898829240443
Position 14127: 0.0589598193230665
Position 14566: 0.05796066721164772
Position 757: 0.040152571686851046
Position 9578: 0.03993949817467185
Position 2788: 0.035860213039996584
Position 8795: 0.03338002752623761
Position 4739: 0.032046224210713015
Position 7127: 0.031235700568900765
Position 9999: 0.028579407961682315
Position 7891: 0.028232007364819074
Position 4684: 0.027449415909611564
Position 14829: 0.027338082257646654
Position 7662: 0.026271194785572473
Position 400: 0.02360946388323293
Position 388: 0.02309454240135825
Position 7217: 0.02308198897281146
Position 201: 0.022780202529517804
Position 3353: 0.02176642515417684
Position 8862: 0.0187617953060761
Position 896: 0.018375438079687917
Position 12155: 0.018072464299341208
Position 12131: 0.016721831706936134
Position 7788: 0.016703654025251286
Position 14023: 0.01662473523633114
Position 8930: 0.015665038569737298
Position 13135: 0.015237859764966801
Position 922: 0.014158086958634646
Position 2989: 0.013392079857237655
Position 8498: 0.012299064375751019
Position 8477: 0.012101576017747391
Position 12006: 0.0116141956974091
Position 7850: 0.010120227808733728
Position 9818: 0.00979770298556023
Position 3357: 0.009254070689169655
Position 6314: 0.009008853312271038
Position 1353: 0.00842024787908646
Position 14042: 0.008216200144929742
Position 444: 0.007782329526644289
Position 15042: 0.006485924998440831
Position 834: 0.0057518324427192095
Position 8386: 0.00561139964105685
Position 7666: 0.005581707827359388
Position 7152: 0.005511565402755604
Position 2488: 0.005452253103470783
Position 9105: 0.005313768021146576
Position 8171: 0.0051932522387895625
Position 9761: 0.00487365135445074
Position 7514: 0.004839854622763204
Position 421: 0.004595951943376317
Position 3607: 0.00448244609942448
Position 433: 0.0037518928183637155
Position 14544: 0.003729937214492708
Position 5601: 0.003469126078338231
Position 2302: 0.0034263069032762854
Position 1011: 0.0033444261544605986
Position 2328: 0.003269437828772445
Position 8363: 0.003135069101102737
Position 14017: 0.0030482682835240305
Position 7343: 0.003042499031426605
Position 8876: 0.003030822488638326
Position 719: 0.002993068637959607
Position 5529: 0.002939713790446938
Position 3778: 0.0028462449978083294
Position 2858: 0.002844241068574794
Position 2768: 0.0028250729015854713
Position 6616: 0.0027737843024704927
Position 904: 0.002769011747960592
Position 7131: 0.0027022119518580624
Position 1946: 0.0026821019083806607
Position 189: 0.002647103703007843
Position 1927: 0.0026007352367884125
Position 6290: 0.002494345989386888
Position 5356: 0.0024710441302405787
Position 8106: 0.0024599877111777966
Position 9551: 0.0024077369652120554
Position 3818: 0.0023860314772438176
Position 9086: 0.0023620822141629015
Position 2348: 0.002341745453623965
Position 396: 0.0021949588981380577
Position 225: 0.0020458380747416195
Position 2975: 0.0019885405961507147
Position 14549: 0.001906762245867221
Position 4764: 0.0018203620658979623
Position 2311: 0.0018202630562657379
Position 7761: 0.0018173867891015463
Position 12105: 0.0017462974574678624
Position 4931: 0.0017215590954806894
Position 6496: 0.0015747459369730703
Position 297: 0.001541756236583177
Position 1803: 0.0015412972524804563
Position 929: 0.0015295351029320173
Position 7082: 0.001444274290091463
Position 14161: 0.0013905266666413357
Position 7629: 0.0013709912150176064
Position 13789: 0.001361485941919393
Position 14965: 0.001351438473166947
Position 7352: 0.0013323923607336256
Position 4181: 0.001328500334972563
Position 2351: 0.001269213964669045
Position 1003: 0.0012482179739638601
Position 231: 0.0011780059642777334
Position 1957: 0.0011614812203579632
Position 8799: 0.001135716644373427
Position 4109: 0.00108326242437945
Position 12758: 0.001064338256482656
Position 7194: 0.001036361049755141
Position 12761: 0.0010186282025611477
Position 14285: 0.0010093957841208554
Position 5564: 0.000997889357452677
Position 43: 0.0009792955405545213
Position 5866: 0.0009208827703864312
Position 2933: 0.0008980125268139447
Position 6465: 0.0008978000404297968
