Gene = borr
index = 1633
Annotated 5SS: [ 484 1177]
Annotated 3SS: [ 767 1241]
SMsplice 5SS: [ 484 1177]
SMsplice 3SS: [ 779 1241]
top_k =  500
Partition function (log Z): -3.579639849008587

Sorted 5' Splice Sites (High to Low Probability):
Position 1177: 0.9827913800498321
Position 484: 0.9118058126261449
Position 1437: 0.06684411618779446
Position 198: 0.045435246225351826
Position 1408: 0.019728071148987763
Position 206: 0.008268255464650416
Position 502: 0.006265942619598024
Position 602: 0.0033222608181040533
Position 285: 0.002985157291533182
Position 1429: 0.0026217457504187688
Position 593: 0.0015245476172382254
Position 1181: 0.0014184830132288001
Position 1166: 0.0011062081782506428
Position 306: 0.001042797200433769
Position 1327: 0.0005671756625230615
Position 1175: 0.0004759908063770509
Position 177: 0.0003966756652086512
Position 1431: 0.000291413824726634
Position 1443: 0.00017663445575432054
Position 82: 0.00016852146605621197
Position 563: 0.00015640968399804395
Position 103: 0.00015512906003884843
Position 110: 0.000115450153332749
Position 1136: 9.60486451076713e-05
Position 1505: 7.70001438732711e-05
Position 469: 6.799497353531313e-05
Position 1536: 6.723049589554219e-05
Position 488: 3.0221469077605962e-05
Position 260: 3.0155324213049523e-05
Position 804: 1.2906856915591851e-05
Position 667: 1.2480486209197213e-05
Position 894: 1.2428621452874297e-05
Position 1332: 9.023485558164736e-06
Position 1341: 8.239079349348413e-06
Position 509: 7.671992437000324e-06
Position 342: 4.581922321802064e-06
Position 1499: 4.415814315551155e-06
Position 427: 4.153234774016791e-06
Position 108: 4.106137301541567e-06
Position 8: 3.1908685209854195e-06
Position 760: 2.642789735688868e-06
Position 1264: 2.026060870427267e-06
Position 1026: 1.5583456636927771e-06
Position 1215: 1.5315796646343108e-06
Position 1158: 1.5202611943056162e-06
Position 1530: 1.400667439383109e-06
Position 419: 9.975737505382092e-07
Position 655: 8.626515455999368e-07
Position 909: 7.841928527585608e-07
Position 657: 6.518204566136962e-07
Position 534: 6.128852285603183e-07
Position 1510: 4.921073983511697e-07
Position 754: 2.4010540954323576e-07
Position 273: 6.9214604615571325e-09
Position 1254: 1.2082584641069735e-11
Position 844: 7.908463291418114e-12
Position 1201: 6.492629946229199e-12
Position 1199: 5.43958236916985e-12
Position 621: 1.863754704892078e-12
Position 1041: 2.3583819376790046e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 1241: 0.9266708058854721
Position 779: 0.8276994108718836
Position 1530: 0.09366554366517606
Position 767: 0.08663570911668636
Position 1295: 0.044235149703419255
Position 284: 0.028159265588200276
Position 830: 0.02053311947362973
Position 1066: 0.0069259243345788455
Position 1505: 0.004591832506427691
Position 260: 0.004520210657070286
Position 1464: 0.0026110401934182504
Position 1578: 0.0018899229747323673
Position 305: 0.0016578496648093992
Position 1249: 0.0012898163301587125
Position 1602: 0.0012033040474233574
Position 1069: 0.0007855334088170633
Position 1510: 0.000590717450750241
Position 789: 0.0005899397475692222
Position 972: 0.0005596058234544332
Position 1536: 0.0004795448291511371
Position 238: 0.0004492980537933901
Position 311: 0.00033826521909887763
Position 530: 0.00032645074825392404
Position 254: 0.0002425314099938409
Position 1126: 0.00020637606154105332
Position 342: 0.00016910001823046723
Position 969: 0.00014729793026240542
Position 386: 0.00013555876003532334
Position 1254: 0.00011030881478162738
Position 1374: 8.343720193748908e-05
Position 314: 8.150377705721635e-05
Position 978: 7.033901742230654e-05
Position 999: 6.02777017745653e-05
Position 781: 5.934757356502315e-05
Position 853: 5.3084823552025195e-05
Position 975: 3.9064199297693926e-05
Position 359: 3.710375942839339e-05
Position 317: 3.306672022806994e-05
Position 176: 2.394933660705992e-05
Position 290: 2.0440913966463697e-05
Position 376: 1.9691392852809885e-05
Position 398: 1.9542550213032877e-05
Position 1347: 1.793519911663033e-05
Position 1041: 1.454201626203285e-05
Position 1401: 1.3821126075489836e-05
Position 1158: 1.017885722321991e-05
Position 146: 9.928458811067567e-06
Position 786: 7.51917054200275e-06
Position 404: 7.033510071524542e-06
Position 1033: 6.788570065517177e-06
Position 332: 4.8229893013144215e-06
Position 801: 4.501123296784986e-06
Position 1288: 3.5365744852890447e-06
Position 155: 1.7358099285098054e-06
Position 909: 1.6311207786462564e-06
Position 197: 1.4237752306155553e-06
Position 433: 1.1257005724799516e-06
Position 981: 9.788261485336401e-07
Position 82: 9.383643577141614e-07
Position 391: 7.075576992805214e-07
Position 1135: 5.283020870071919e-07
Position 119: 3.561389403129426e-07
Position 192: 7.387626096954003e-08
Position 427: 7.25099604149927e-08
Position 469: 6.628293228516013e-08
Position 53: 5.877746834913142e-08
Position 212: 1.3572710223495715e-08
Position 483: 1.9144062053890443e-09
Position 60: 8.391955435568971e-11
Position 194: 5.1468188360482705e-11
Position 443: 5.73307499369263e-14
