Gene = Sc2
index = 1471
Annotated 5SS: [ 420  794 1130]
Annotated 3SS: [ 576 1013 1191]
SMsplice 5SS: [ 420  794 1130]
SMsplice 3SS: [ 576 1013 1191]
top_k =  500
Partition function (log Z): -2.685789645270706

Sorted 5' Splice Sites (High to Low Probability):
Position 1130: 0.9784213857293766
Position 420: 0.8795179213361025
Position 794: 0.49225916284440197
Position 896: 0.07027330157495418
Position 1393: 0.043367653757092214
Position 1404: 0.03749131671962538
Position 813: 0.027098281045906208
Position 827: 0.020203787916926678
Position 930: 0.012774294227422954
Position 324: 0.011816663127394674
Position 97: 0.010853846680338706
Position 1397: 0.010355897579560938
Position 840: 0.00959202413733459
Position 378: 0.006716752607807393
Position 728: 0.006402665640648199
Position 798: 0.005161531120300076
Position 435: 0.00427978519328215
Position 1408: 0.0034169147873520296
Position 103: 0.0031207326873838193
Position 343: 0.00274252786834686
Position 534: 0.0025632973834109336
Position 866: 0.002533195719692049
Position 274: 0.0014991531016737888
Position 372: 0.0012480604695188182
Position 424: 0.0012004250456340028
Position 287: 0.0009666378235485044
Position 760: 0.0009319041147605615
Position 908: 0.0008748735539391095
Position 918: 0.0006895686501419282
Position 87: 0.0006589273598862992
Position 1430: 0.0005924820901235345
Position 447: 0.0005828974736691939
Position 935: 0.0005771274273716494
Position 718: 0.0004371716661057028
Position 742: 0.00039544377001308193
Position 428: 0.0003273189033352573
Position 879: 0.00024646914564852913
Position 546: 0.0001946609136355327
Position 608: 0.00019066203018871668
Position 942: 0.000185635358811986
Position 376: 0.0001836619357228462
Position 310: 0.00017445432563967565
Position 851: 0.00016798149029189925
Position 1482: 0.0001507170417910513
Position 767: 0.0001419509724910246
Position 1345: 0.00013531635269755025
Position 834: 0.00011038473118627203
Position 537: 0.00010623638953312637
Position 898: 8.518988060507886e-05
Position 395: 7.705589841656659e-05
Position 1134: 5.764876351977649e-05
Position 615: 3.483380407258759e-05
Position 635: 3.2271076800306996e-05
Position 1124: 2.702468775031322e-05
Position 599: 2.5251171713424617e-05
Position 20: 2.157917921714419e-05
Position 1235: 1.9854109390471138e-05
Position 716: 1.976217500774134e-05
Position 1080: 1.9289679070188865e-05
Position 1137: 1.4094927820567215e-05
Position 1227: 1.2158896849135846e-05
Position 194: 1.2022058344663596e-05
Position 438: 7.500234830583283e-06
Position 186: 6.042830171388805e-06
Position 458: 3.965206876552602e-06
Position 254: 2.8709211377241588e-06
Position 1472: 1.933605204785959e-06
Position 476: 9.176449590134535e-07
Position 246: 3.1783897870780407e-07
Position 1095: 1.2409667555387515e-07
Position 1162: 6.68794450589887e-08
Position 1196: 6.572254217341163e-08
Position 1247: 1.5133962138804523e-08
Position 1276: 3.9292304974048985e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1191: 0.9636321583939229
Position 576: 0.6034010682223573
Position 978: 0.4986609926115161
Position 1013: 0.46045628930834603
Position 1521: 0.04177838187834947
Position 1480: 0.029525711568453655
Position 1470: 0.022440946056629177
Position 742: 0.011520972831322746
Position 1396: 0.006268269964666102
Position 1300: 0.005226330279206087
Position 613: 0.0023162691958087157
Position 1493: 0.0021419454586308027
Position 1540: 0.0018735529184769088
Position 1026: 0.001693921436098364
Position 546: 0.0008396199979717405
Position 1366: 0.00042943752607887563
Position 895: 0.00038978994398631775
Position 1485: 0.00026516878242690764
Position 1537: 0.0002539580709281456
Position 625: 0.0002178094242658241
Position 682: 0.0002012827355797977
Position 1324: 0.00017547206053870494
Position 294: 0.00012447381939868218
Position 420: 0.0001139722926508969
Position 165: 8.23067219023511e-05
Position 186: 5.279523430154493e-05
Position 153: 3.661230815353733e-05
Position 207: 3.414174802855489e-05
Position 1156: 3.068150611408116e-05
Position 431: 2.8297444930467995e-05
Position 1222: 2.7469992245353503e-05
Position 992: 2.715560672891219e-05
Position 162: 2.666338933344304e-05
Position 901: 2.169585140964587e-05
Position 1342: 2.1168661524317405e-05
Position 923: 1.755852922167359e-05
Position 1339: 1.7274970636855468e-05
Position 1351: 1.4888982269896207e-05
Position 267: 1.4645509729391608e-05
Position 215: 3.6477861775739696e-06
Position 80: 3.0265784452672266e-06
Position 279: 2.0899047595640436e-06
Position 388: 9.652395165600968e-07
Position 1121: 8.661259074155978e-07
Position 1080: 6.982007107168459e-07
Position 306: 6.584067516412758e-07
Position 669: 5.495745746836693e-07
Position 222: 4.049267878738496e-07
Position 447: 4.01235476675441e-07
Position 438: 2.0141345657269427e-07
Position 75: 1.0120358057696059e-07
Position 324: 7.312830543767582e-08
Position 372: 2.8442817362231373e-08
Position 1345: 2.2986554179400836e-08
Position 395: 1.3590320164438249e-08
Position 84: 1.1532951154166416e-08
Position 96: 8.154441980605396e-09
Position 435: 1.7954143193583115e-09
Position 102: 4.550392664700847e-10
Position 424: 2.5848316211938757e-10
