Gene = Gsc
index = 1203
Annotated 5SS: [1098 2414]
Annotated 3SS: [ 2051 10239]
SMsplice 5SS: [1098 2414]
SMsplice 3SS: [ 2051 10239]
top_k =  500
Partition function (log Z): -3.6778183415746764

Sorted 5' Splice Sites (High to Low Probability):
Position 1098: 0.9866155580101833
Position 2414: 0.9604844896141649
Position 6856: 0.347452389700575
Position 5290: 0.14997280686746706
Position 1823: 0.13318031899002722
Position 10796: 0.10997446082670924
Position 3566: 0.07871179243888676
Position 6868: 0.07224372894842084
Position 10580: 0.06714309418985957
Position 6692: 0.05171414996326007
Position 6428: 0.045512539210528925
Position 3573: 0.04504340792315123
Position 90: 0.04140092517966415
Position 2132: 0.0344171012159046
Position 4539: 0.03314340434713884
Position 1872: 0.020842827318515625
Position 5342: 0.019537311838580047
Position 6883: 0.018317732757993765
Position 3384: 0.018282884659570696
Position 7414: 0.016772917694975437
Position 1457: 0.012935675907917587
Position 1765: 0.008835456249723962
Position 5878: 0.008208968840454307
Position 4586: 0.006529814908027964
Position 915: 0.006275416932008436
Position 482: 0.004748260210394156
Position 208: 0.004621047613842365
Position 741: 0.004610641681652181
Position 1906: 0.004535031685126807
Position 6775: 0.003540694257088848
Position 2968: 0.0033649493583577375
Position 2918: 0.002872897514561113
Position 416: 0.0027190931077252702
Position 5040: 0.002603608381701046
Position 3636: 0.002411875902009692
Position 3404: 0.0019510007868926158
Position 3358: 0.0015095958589999485
Position 736: 0.0012970752665393648
Position 2973: 0.0012227793652003188
Position 10569: 0.0012152997143509406
Position 1718: 0.001018235640739984
Position 108: 0.0007920829222407424
Position 1802: 0.0007808233251242343
Position 1192: 0.0007152431883786767
Position 2387: 0.0007135142795995439
Position 3276: 0.0006632242856941099
Position 231: 0.0006582204460354741
Position 3563: 0.0006576335666544528
Position 1982: 0.0006352449798341007
Position 909: 0.0006186553655612107
Position 5095: 0.0006131585905710273
Position 5760: 0.0006068479253145437
Position 2878: 0.0005944488243943514
Position 103: 0.0005870216550051141
Position 661: 0.0005205419166654142
Position 4706: 0.0004991202176016502
Position 2004: 0.0004899667360660417
Position 5705: 0.00047850621108864815
Position 400: 0.0004662229086520868
Position 705: 0.0003943206736926046
Position 5658: 0.00031940863914955173
Position 3007: 0.000276792854563005
Position 4437: 0.00025482312369946495
Position 1705: 0.00025272928063442904
Position 147: 0.00017874909089720596
Position 3585: 0.0001708123926533204
Position 831: 0.00015687368719458292
Position 113: 0.00014252143653080562
Position 665: 0.0001332350789145588
Position 3127: 0.00013297247815610998
Position 1735: 0.0001287523284940255
Position 1568: 0.00012546036580982631
Position 787: 0.00012278347049518725
Position 1777: 8.813539117972302e-05
Position 4145: 8.043945396715749e-05
Position 7203: 7.140159207910507e-05
Position 1483: 7.123840338480043e-05
Position 3866: 6.328127119596234e-05
Position 507: 5.802410495407217e-05
Position 523: 5.567204373628881e-05
Position 96: 5.2966274653826565e-05
Position 1041: 4.9978271197556824e-05
Position 2939: 4.4542550843932806e-05
Position 413: 4.439053453137283e-05
Position 2451: 4.395092981282213e-05
Position 1528: 3.73623725212904e-05
Position 1410: 3.3960905566171725e-05
Position 38: 3.0426235239412273e-05
Position 1068: 3.0259413548712174e-05
Position 1830: 2.9342021128436174e-05
Position 94: 2.5304408009531817e-05
Position 256: 2.1940099801472357e-05
Position 927: 2.1259283407641733e-05
Position 339: 2.0499683151693043e-05
Position 937: 2.0369815010896842e-05
Position 31: 1.487213801702379e-05
Position 2924: 1.152490391845678e-05
Position 4120: 1.0636365415796268e-05
Position 220: 9.980259008200574e-06
Position 2453: 8.42772847069606e-06
Position 2408: 7.725286022685466e-06
Position 715: 7.014847249803287e-06
Position 697: 6.67857524006014e-06
Position 1102: 4.3533871606760955e-06
Position 3238: 2.719526270426471e-06
Position 1748: 1.6987499757495395e-06
Position 52: 1.5923040425053708e-06
Position 1180: 1.0939538205594665e-06
Position 2649: 1.7153430003955242e-07
Position 1004: 7.479501301615313e-08
Position 743: 7.876432254114352e-09
Position 1282: 7.407571894557719e-09
Position 2505: 6.255899647277966e-09
Position 319: 1.0572352141180437e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10239: 0.9968218422516798
Position 2051: 0.9068924947411161
Position 6562: 0.366782329199036
Position 1265: 0.12402852719507802
Position 6356: 0.08425923640164525
Position 3447: 0.07317500726955126
Position 4382: 0.07274478966135885
Position 5132: 0.061469039465160656
Position 10846: 0.05966220188761219
Position 10859: 0.05362855025570395
Position 5175: 0.05131683328260157
Position 6763: 0.04442551209201735
Position 3340: 0.04267237530736729
Position 1671: 0.03870584345328125
Position 6730: 0.030372276617493303
Position 10631: 0.02673716949249271
Position 4788: 0.024446953484395056
Position 1399: 0.02376848105204885
Position 2017: 0.02189162142615848
Position 6617: 0.016842973946933768
Position 807: 0.013596308836639377
Position 1282: 0.012077484939736932
Position 2518: 0.012007818036874516
Position 3481: 0.01196727399193773
Position 10918: 0.010937301301377954
Position 829: 0.010869278724137788
Position 10703: 0.010627192818066742
Position 1269: 0.009229773190689518
Position 6505: 0.009122039220803242
Position 285: 0.0077532092934778475
Position 1630: 0.006841409551554979
Position 966: 0.006829319757927122
Position 10792: 0.0064970596331637995
Position 972: 0.005755304158448667
Position 3345: 0.00519717278833908
Position 2700: 0.005117176440556861
Position 10757: 0.004978712975159627
Position 10990: 0.004552223885628955
Position 1618: 0.0042476027048526455
Position 1876: 0.004110894643878757
Position 293: 0.004054335679359136
Position 1927: 0.00391347912197515
Position 1000: 0.003485528166215172
Position 5415: 0.0033193132142620204
Position 7109: 0.003290884966868551
Position 2233: 0.003001886772107757
Position 2796: 0.0029351741392063587
Position 5539: 0.0027204163877800618
Position 4606: 0.0026109108698852204
Position 2119: 0.0023523248498667415
Position 2495: 0.0021849899858377452
Position 304: 0.0020761395100537313
Position 256: 0.0019053009698926878
Position 147: 0.001883918394888996
Position 2589: 0.0018718429875178148
Position 4571: 0.001822124243614798
Position 1160: 0.0017141850557240118
Position 1200: 0.0016740232946167682
Position 1301: 0.0016376170807857937
Position 2757: 0.001631350503710733
Position 2272: 0.00151323558392273
Position 4796: 0.0014736510722179591
Position 1802: 0.001340793740467861
Position 6702: 0.001259499814337639
Position 1508: 0.001033784517780974
Position 161: 0.0009629942588371405
Position 9684: 0.0008554396211863516
Position 366: 0.0008316707623259209
Position 1982: 0.0008120473516443892
Position 631: 0.0008113985061426907
Position 547: 0.0007911892527591317
Position 11135: 0.0007124424817138169
Position 1712: 0.0005298117116791636
Position 522: 0.0005018754745106408
Position 1489: 0.0004964152174649017
Position 6947: 0.00047971834795246097
Position 9044: 0.0004306359742018324
Position 2125: 0.0004255165119739404
Position 2244: 0.00042542308263313267
Position 213: 0.00034052444299942076
Position 2311: 0.00029246392742679006
Position 1286: 0.00028129354477900387
Position 1483: 0.00023729471947696028
Position 661: 0.00023693127349626718
Position 4915: 0.00019156642598964924
Position 394: 0.00017926573420701882
Position 3401: 0.00017344174195784172
Position 2586: 0.00016508236437838713
Position 1938: 0.0001627494287982101
Position 332: 0.00015956126568982673
Position 1891: 0.000144557615704876
Position 1180: 0.00011606126178529267
Position 2354: 0.00011084066582434107
Position 2706: 0.00010985279669823035
Position 2144: 9.934744118896055e-05
Position 220: 9.635649613333024e-05
Position 1170: 9.322145973101624e-05
Position 1538: 9.001312302733846e-05
Position 1369: 7.638416249621271e-05
Position 1187: 6.141250318276451e-05
Position 485: 5.6289456524673705e-05
Position 2561: 5.065522938454935e-05
Position 909: 5.027814473223489e-05
Position 1021: 3.680790160403221e-05
Position 977: 3.4132515768797433e-05
Position 1578: 2.968924359653548e-05
Position 3382: 2.7383916603270242e-05
Position 7056: 2.689141745219532e-05
Position 732: 2.6059422268179888e-05
Position 2308: 2.1773238460396397e-05
Position 231: 2.1166933772190223e-05
Position 1206: 1.9724264923751044e-05
Position 1142: 1.897572377591804e-05
Position 676: 1.8018661843864215e-05
Position 927: 1.712677383439365e-05
Position 550: 1.7125951703613716e-05
Position 1416: 1.711416307009935e-05
Position 531: 1.498613964203215e-05
Position 7641: 1.47446816168615e-05
Position 6909: 1.47404364519846e-05
Position 2984: 1.4333357054849649e-05
Position 697: 1.3406824639165533e-05
Position 553: 8.92166438768262e-06
Position 400: 8.878039756011165e-06
Position 673: 8.470743575309692e-06
Position 944: 5.157812466186783e-06
Position 3508: 4.422944114666581e-06
Position 870: 4.343613093521637e-06
Position 5831: 1.7294054478900301e-06
Position 90: 5.349048804151053e-07
Position 335: 4.132384429860986e-07
Position 652: 3.628708607429874e-07
Position 103: 2.457492577216557e-07
Position 3914: 1.2738780120187963e-07
Position 429: 8.54325324393448e-08
Position 264: 5.778562620506173e-08
Position 266: 5.501898628941467e-10
Position 113: 2.4497435210756875e-10
Position 406: 1.4772383385960487e-10
