Gene = Lon
index = 1251
Annotated 5SS: [ 456  875 1398 1585 1948 2434 3219 3468]
Annotated 3SS: [ 618  937 1454 1642 2010 2489 3277 3530]
SMsplice 5SS: [ 456  875 1398 1585 1948 2434 3219 3468]
SMsplice 3SS: [ 618  991 1454 1642 2010 2489 3277 3530]
top_k =  500
Partition function (log Z): 22.204456040016176

Sorted 5' Splice Sites (High to Low Probability):
Position 2434: 0.9985534082698541
Position 3219: 0.99753743692599
Position 1948: 0.9943312907130722
Position 3468: 0.9818829213673775
Position 1585: 0.9742956803280696
Position 1398: 0.9622373715835464
Position 875: 0.9162718147557429
Position 456: 0.906632608192338
Position 4191: 0.04637917850875276
Position 3832: 0.03909622003301455
Position 513: 0.029936275892257707
Position 2679: 0.0262949482587442
Position 1330: 0.013617017692352969
Position 839: 0.011146689962226914
Position 844: 0.010151970389993987
Position 2983: 0.007743898137628752
Position 4209: 0.00770717640124545
Position 3879: 0.007278334200467366
Position 3806: 0.007027087327659539
Position 563: 0.006987131151521418
Position 59: 0.005894103480964912
Position 2581: 0.0057893926474266435
Position 3445: 0.00509403298195094
Position 461: 0.003928372122117277
Position 3472: 0.0036776547915327393
Position 4043: 0.00311210655404138
Position 3624: 0.002457907004487853
Position 3438: 0.0024465344691185233
Position 77: 0.0023009243987358523
Position 847: 0.0018800963212792909
Position 270: 0.0016875583519870467
Position 1392: 0.0016612890798215804
Position 1297: 0.001624970245915698
Position 1727: 0.001556004917445323
Position 1100: 0.0014124193770951039
Position 3787: 0.0013933023809800998
Position 509: 0.0012374263567019536
Position 2620: 0.0011802253659596888
Position 1865: 0.001169605105382055
Position 3796: 0.000602855889698587
Position 788: 0.0005948937961297836
Position 3602: 0.0005748509019174366
Position 2438: 0.000571647253659842
Position 913: 0.0005475966150453176
Position 2220: 0.0005437508179861795
Position 2908: 0.0004972929359103193
Position 4047: 0.00037865621138289773
Position 679: 0.00037789587588348857
Position 21: 0.00037722663147888316
Position 2355: 0.00036302845909299105
Position 2711: 0.0003557191364382717
Position 1168: 0.0003202255409696656
Position 2866: 0.0003107234421483552
Position 88: 0.00030315533011339646
Position 1515: 0.00028083505649124463
Position 2824: 0.00027148863358996946
Position 2744: 0.00026894381757366963
Position 3616: 0.00026652687529341083
Position 2854: 0.00024509839551173487
Position 2417: 0.00023723757113311683
Position 3163: 0.0002223510826954323
Position 3957: 0.0002174498312067252
Position 619: 0.000180945929168643
Position 1889: 0.00017897609520377462
Position 2142: 0.00017860968524755784
Position 1935: 0.00017613260918933305
Position 3442: 0.00016734950521747282
Position 3733: 0.00016690729186357586
Position 805: 0.00016563405135733506
Position 450: 0.00016405924310400222
Position 830: 0.00015330586093902435
Position 170: 0.0001263924200344483
Position 1942: 0.0001201401755641651
Position 4033: 9.047733226196678e-05
Position 2162: 8.056633060739637e-05
Position 1243: 7.769526351270824e-05
Position 3411: 6.937379955660569e-05
Position 2881: 6.346714638333188e-05
Position 937: 6.289830099128343e-05
Position 1628: 6.0657254171709625e-05
Position 3675: 5.5516967648219034e-05
Position 2967: 5.1583128260647136e-05
Position 658: 5.104597178721034e-05
Position 401: 4.8400408947141556e-05
Position 924: 4.691083940602245e-05
Position 4055: 4.571384514951483e-05
Position 2402: 4.3902126655402116e-05
Position 1929: 4.385150323532704e-05
Position 1739: 3.988461449284724e-05
Position 1229: 3.598609027810552e-05
Position 3429: 3.559539406744817e-05
Position 2012: 3.087329018322397e-05
Position 2222: 2.9185777944417997e-05
Position 1833: 2.9015959967727623e-05
Position 821: 2.8468468850068743e-05
Position 856: 2.718008757554763e-05
Position 6: 2.6368641452468343e-05
Position 138: 2.6342311014618396e-05
Position 3304: 2.621971836025663e-05
Position 1840: 2.4870330728972696e-05
Position 384: 2.3506454991116806e-05
Position 2715: 2.2464060265966734e-05
Position 1288: 2.156721722061409e-05
Position 2987: 2.1302843680059697e-05
Position 1952: 1.7807771803610698e-05
Position 119: 1.7806877656633345e-05
Position 1082: 1.6748398405738175e-05
Position 1282: 1.5064994652317131e-05
Position 811: 1.4950962730703713e-05
Position 375: 1.423232945528116e-05
Position 915: 1.3569440583793082e-05
Position 3223: 1.2949245304905106e-05
Position 230: 1.2338887548095954e-05
Position 2878: 1.0763915967593228e-05
Position 808: 8.881405465086843e-06
Position 824: 8.636261185308173e-06
Position 546: 6.351702888747891e-06
Position 1213: 5.945155984246498e-06
Position 1402: 5.678215196267643e-06
Position 1784: 5.5732835327487285e-06
Position 685: 5.435688136101577e-06
Position 3381: 5.3947403398359284e-06
Position 544: 5.109913775086589e-06
Position 2575: 5.103208891371173e-06
Position 3665: 5.079223468167325e-06
Position 2245: 4.763054738166839e-06
Position 396: 3.92818148646884e-06
Position 2520: 3.6645942139920493e-06
Position 2200: 3.6448460712383336e-06
Position 174: 3.3677631985041585e-06
Position 2596: 2.718522514350463e-06
Position 3546: 2.615380129618575e-06
Position 1868: 2.5477969057158814e-06
Position 3020: 2.1482316396668412e-06
Position 3758: 1.9433310611932595e-06
Position 3023: 1.8520587817886322e-06
Position 3502: 1.763967361165301e-06
Position 2464: 1.6704210675289924e-06
Position 3141: 1.6559238558072363e-06
Position 2339: 1.6313490623740845e-06
Position 3204: 1.4942699199279888e-06
Position 176: 1.4175185582501273e-06
Position 2288: 1.306334864111558e-06
Position 404: 1.22568399972278e-06
Position 1492: 1.184950231304518e-06
Position 3498: 1.1339393592382805e-06
Position 1460: 1.1101861325366668e-06
Position 202: 1.0211213342568208e-06
Position 3053: 1.0081158721469885e-06
Position 338: 9.939795162837564e-07
Position 99: 7.491516963225842e-07
Position 1777: 3.493968082418102e-07
Position 2989: 3.418776025064917e-07
Position 2804: 2.925193856392047e-07
Position 3538: 2.5588028270903117e-07
Position 2999: 2.450319764252175e-07
Position 3862: 1.9212678812051268e-07
Position 3890: 1.851698974828674e-07
Position 3840: 1.4840436256558854e-07
Position 233: 1.450070841673174e-07
Position 167: 1.2752844634488506e-07
Position 3798: 1.0804182868653731e-07
Position 154: 5.636126700818781e-08
Position 3535: 5.3870081872304435e-08
Position 369: 4.383468207680469e-08
Position 3541: 4.370763568871146e-08
Position 3553: 3.7946175000655214e-08
Position 2673: 2.599599463922236e-08
Position 190: 2.344489616888921e-08
Position 650: 6.810897957632026e-09
Position 2272: 4.658189765352811e-09
Position 2368: 2.879084438722066e-09
Position 386: 2.3789616429867268e-09
Position 2306: 6.012432947498158e-10
Position 2286: 5.581264224982963e-10
Position 3357: 3.50625830849425e-10
Position 1687: 2.626341081917829e-10
Position 609: 2.576766253082071e-10
Position 3294: 2.2991277535816346e-10
Position 1173: 1.437055571323613e-10
Position 2166: 4.793231241259767e-11
Position 3328: 2.506801291883228e-11
Position 3362: 2.059819676810221e-11
Position 3567: 1.1712177593985288e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2489: 0.997397000459779
Position 3277: 0.9930355130858375
Position 2010: 0.990836515614123
Position 1642: 0.986105617705584
Position 1454: 0.9634762533203235
Position 3530: 0.9395644237884766
Position 618: 0.8013903089837532
Position 991: 0.575728958302735
Position 937: 0.3774658901752823
Position 682: 0.03528234814876355
Position 3612: 0.03446653452988925
Position 4256: 0.03166905522353496
Position 563: 0.03136165120391679
Position 3940: 0.02053103166929692
Position 3906: 0.02027160986661911
Position 2804: 0.0189367057845782
Position 509: 0.018744819948584523
Position 4292: 0.018270242168878615
Position 772: 0.012822696272844436
Position 4092: 0.010912675816814436
Position 1397: 0.010579533719764002
Position 3910: 0.009102633222279726
Position 123: 0.008202638694845322
Position 3050: 0.007473791391902022
Position 2954: 0.0067594560705567346
Position 838: 0.005958852342940106
Position 696: 0.00578550339585249
Position 3303: 0.005626954163372641
Position 3927: 0.005585445314343587
Position 3956: 0.00396710895416591
Position 4262: 0.00361088101472503
Position 2064: 0.003261080035512157
Position 2648: 0.003232265703753735
Position 997: 0.0029230941909580417
Position 3831: 0.002471926557654
Position 2959: 0.0023585788937068686
Position 3541: 0.0023040593497746747
Position 1201: 0.002289066702729867
Position 544: 0.0021807878354489214
Position 3951: 0.001974322436545267
Position 1684: 0.0019064049321180986
Position 658: 0.0015629237544385088
Position 348: 0.0014452357565292973
Position 3879: 0.0013526626791964004
Position 2286: 0.0011670290579071164
Position 2499: 0.0010703273130787208
Position 663: 0.0010269596443998124
Position 532: 0.0010186023381644914
Position 1040: 0.001002535411886022
Position 2188: 0.0009999444410822601
Position 1470: 0.0009674228700792964
Position 1137: 0.0009076162257433718
Position 4120: 0.0009072051196522176
Position 1777: 0.0008826756748052618
Position 513: 0.0008638687418554152
Position 2731: 0.0007741493914478101
Position 1525: 0.0007282836534077251
Position 1771: 0.0006988476711009789
Position 3351: 0.000698029472145437
Position 3578: 0.0006749528559203139
Position 1079: 0.0006565108678805073
Position 3066: 0.0006239915116070167
Position 2692: 0.0006233416274301001
Position 1288: 0.0006147522866410686
Position 1004: 0.0005757309320209505
Position 3849: 0.0005637487669710547
Position 2992: 0.00046683284240005605
Position 1262: 0.00040262720283331635
Position 4237: 0.0003816921094532358
Position 1649: 0.000381009683545976
Position 1051: 0.0003383277218617275
Position 77: 0.0003088859010384275
Position 2524: 0.00027051576261224715
Position 3856: 0.00026396614362137946
Position 1015: 0.0002553260564400815
Position 2697: 0.00024048091072349388
Position 4067: 0.00022181317423217102
Position 3978: 0.00021625256888726735
Position 200: 0.00020961867278832536
Position 4303: 0.00020725444087740886
Position 3211: 0.00020574724250278567
Position 3582: 0.00020412549311018288
Position 2166: 0.0001995047429109025
Position 4005: 0.0001939076327399189
Position 780: 0.00018730366388181797
Position 4313: 0.0001872683720677645
Position 2150: 0.0001690770262292181
Position 2865: 0.00016794720011442123
Position 1162: 0.00014690566291991633
Position 843: 0.0001405781604777843
Position 2089: 0.0001319228063585184
Position 2760: 0.00012999520637451545
Position 795: 0.00012579563359530223
Position 2715: 0.00012489919244895612
Position 3079: 0.00012081325553585866
Position 1467: 0.00011947063792132637
Position 2544: 0.00010121386638082165
Position 1796: 9.880161317749652e-05
Position 245: 9.696603515313215e-05
Position 1059: 9.644659783306499e-05
Position 4319: 9.4022066859536e-05
Position 1204: 9.119009475994165e-05
Position 1168: 8.94112449852631e-05
Position 517: 8.543146627566989e-05
Position 174: 7.964396364920897e-05
Position 2739: 7.243890606582443e-05
Position 3960: 6.315744940903907e-05
Position 712: 5.905036243796293e-05
Position 1082: 5.12226591293974e-05
Position 2614: 4.9931269520440064e-05
Position 774: 4.8377195511576067e-05
Position 2303: 4.3394587761056586e-05
Position 910: 4.0300873455066064e-05
Position 1347: 3.972108079776288e-05
