Gene = SclB
index = 1475
Annotated 5SS: [  35 1384 2607 3454]
Annotated 3SS: [1240 2297 3372 3526]
SMsplice 5SS: [  35 1384 2607 3454]
SMsplice 3SS: [1240 2297 3372 3526]
top_k =  500
Partition function (log Z): 1.9561514590358164

Sorted 5' Splice Sites (High to Low Probability):
Position 3454: 0.9942596019887143
Position 1384: 0.9691364614031344
Position 2607: 0.7521948110987766
Position 35: 0.5656562383905602
Position 692: 0.41132239202202364
Position 2237: 0.24831264652707474
Position 1167: 0.23862360471081576
Position 476: 0.12034461714357383
Position 1550: 0.049722052531699014
Position 3000: 0.022623444542821284
Position 1592: 0.021860617479453823
Position 302: 0.015248098225783574
Position 2012: 0.013523037184158227
Position 1159: 0.01172682699379539
Position 429: 0.011661013722768086
Position 749: 0.00965132491225105
Position 774: 0.007974159215825853
Position 1666: 0.006701996123639875
Position 2195: 0.004985803210776174
Position 701: 0.0049509234849673435
Position 3628: 0.0030361588698329853
Position 709: 0.0021423128397573352
Position 1338: 0.0019355537393914832
Position 437: 0.0018466731180567348
Position 616: 0.0018334591013616072
Position 18: 0.0017360509936393397
Position 554: 0.0016754763220111853
Position 1356: 0.001555667001725724
Position 2000: 0.001495226704191745
Position 714: 0.0013776917537302884
Position 3437: 0.0011385256999712262
Position 42: 0.0011221226397186768
Position 3633: 0.001114871282502017
Position 2593: 0.0010927663058287293
Position 550: 0.0008696891434676545
Position 622: 0.0007576971968123997
Position 298: 0.0007275348279862099
Position 2086: 0.0006540190450109568
Position 644: 0.0006250039436985411
Position 578: 0.0006227282402914186
Position 1487: 0.0005725164228058942
Position 232: 0.0005455405390001077
Position 1795: 0.0004897228743200468
Position 755: 0.0004871494968615436
Position 2074: 0.0002798833171842349
Position 2144: 0.0002429231025729062
Position 410: 0.00022908042523515928
Position 3817: 0.0002145891093968295
Position 3451: 0.00019831965655874587
Position 3458: 0.0001927407762351481
Position 1836: 0.00018880231027763194
Position 142: 0.00017615655462101053
Position 1452: 0.00010885896048360043
Position 776: 9.856626671889314e-05
Position 292: 7.954169767804778e-05
Position 56: 7.945763797488385e-05
Position 781: 7.53621326975137e-05
Position 3705: 7.205348487031706e-05
Position 384: 7.06550587507712e-05
Position 1646: 6.745231344716527e-05
Position 783: 6.722217577596926e-05
Position 287: 4.034408597467575e-05
Position 178: 3.4857299876464326e-05
Position 3764: 3.269687175757957e-05
Position 3792: 2.806615295698419e-05
Position 343: 2.368905930971524e-05
Position 211: 2.3449052350780437e-05
Position 3700: 2.3399085872817308e-05
Position 171: 2.0122055574590033e-05
Position 3740: 1.7769378739447643e-05
Position 3603: 1.7684294784718678e-05
Position 663: 1.7323479878081116e-05
Position 887: 1.6061186112182358e-05
Position 530: 1.1807253219692819e-05
Position 3815: 7.646903596184703e-06
Position 432: 5.610703357022014e-06
Position 112: 1.0451943491719567e-06
Position 1363: 9.008369812505012e-07
Position 1443: 7.922371681435168e-07
Position 1567: 3.9312114949844395e-07
Position 1446: 2.135403915804704e-07
Position 601: 8.726879797821747e-08
Position 1333: 7.045376314136407e-08
Position 552: 3.126444282041072e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1240: 0.9911530643031848
Position 3526: 0.9871468687140028
Position 3372: 0.9461801429663529
Position 2297: 0.6027990065169554
Position 534: 0.26285725791157843
Position 1446: 0.23622636845701686
Position 1922: 0.07492479951620423
Position 879: 0.05617543703616314
Position 2473: 0.036609156843532206
Position 1659: 0.03246954420865691
Position 1890: 0.03243589510493915
Position 145: 0.02490391836069808
Position 3268: 0.023453721864902077
Position 1055: 0.023315851541853446
Position 907: 0.014322128467832656
Position 2504: 0.014032571729033631
Position 1633: 0.012168542641599264
Position 1517: 0.009885861777486986
Position 569: 0.009399883514755179
Position 2752: 0.0091411741040309
Position 3691: 0.0088581765095301
Position 1996: 0.008836577861101928
Position 82: 0.008557239000894444
Position 674: 0.0076043485555147726
Position 2850: 0.0065954685451695
Position 1766: 0.006349001902921321
Position 1794: 0.006147076640620036
Position 316: 0.005215985573934322
Position 1930: 0.00499369082723159
Position 2304: 0.004196727523537651
Position 2810: 0.003923494138990706
Position 496: 0.0038105671986955907
Position 2924: 0.0035529345237572635
Position 130: 0.003401261670833888
Position 1452: 0.003192580762215224
Position 3555: 0.002923282563428606
Position 2413: 0.002323275302855249
Position 2781: 0.0022843865291385136
Position 3322: 0.002041965564597997
Position 1936: 0.002029169973608452
Position 3129: 0.001863999242232614
Position 3072: 0.0017457472119091007
Position 2301: 0.0015902458911469838
Position 805: 0.0009233292615561466
Position 3391: 0.000894459489354532
Position 3164: 0.0007645953270694699
Position 2714: 0.0007549782087649392
Position 432: 0.0006600052947375257
Position 2185: 0.0005248516016173545
Position 2402: 0.0005069591321874731
Position 2478: 0.0004978954162953211
Position 3564: 0.0004935293916960419
Position 2237: 0.00044217107123601393
Position 3194: 0.0004242666021029699
Position 2340: 0.00038352877072341397
Position 410: 0.0003694434459968729
Position 3140: 0.00035303103829407745
Position 2593: 0.00028054507235244705
Position 3772: 0.0002630260900481003
Position 3705: 0.00024776107807376023
Position 2421: 0.00023264168862960536
Position 1736: 0.00021617334958893775
Position 3677: 0.00019580889070024753
Position 3871: 0.0001912131710133621
Position 3406: 0.00018142635705481003
Position 3876: 0.00016929571141755862
Position 2332: 0.0001206064588990269
Position 1254: 0.00011999493981730368
Position 3046: 9.994184490194223e-05
Position 1181: 9.119597725443961e-05
Position 3803: 8.067787945103859e-05
Position 3892: 7.19906445009026e-05
Position 3711: 6.125765893971657e-05
Position 2211: 5.7556130416863455e-05
Position 1124: 5.4052024143402545e-05
Position 2967: 4.904116733747505e-05
Position 651: 4.866612985391303e-05
Position 2711: 4.6061751994933525e-05
Position 350: 3.704842098955889e-05
Position 358: 2.9888669367780526e-05
Position 262: 2.9450763490186215e-05
Position 622: 2.2679274810323743e-05
Position 774: 1.2278343858170422e-05
Position 633: 1.0586257030798722e-05
Position 3628: 8.519409923226374e-06
Position 644: 6.986706614449102e-06
Position 178: 5.6972135104608236e-06
Position 2119: 3.687564150747862e-06
Position 225: 3.6105122221240895e-06
Position 251: 3.551339928008631e-06
Position 704: 3.3729914924912065e-06
Position 3731: 2.9423534459792154e-06
Position 807: 2.7762702794098016e-06
Position 1643: 2.011600019157779e-06
Position 937: 1.329183035114565e-06
Position 2099: 1.0432591476058216e-06
Position 2168: 8.592331911920706e-07
Position 578: 6.6802224292178e-07
Position 691: 1.7886990142853554e-07
Position 1604: 9.703304980284635e-09
Position 285: 1.6508455630469661e-09
