Gene = sturkopf
index = 1898
Annotated 5SS: [122 658]
Annotated 3SS: [255 716]
SMsplice 5SS: [658]
SMsplice 3SS: [716]
top_k =  500
Partition function (log Z): -7.4094205213436135

Sorted 5' Splice Sites (High to Low Probability):
Position 658: 0.9432346198476471
Position 122: 0.08169998910682419
Position 1010: 0.06856837785069271
Position 1412: 0.05855944096213814
Position 1075: 0.014265235604759124
Position 1078: 0.011456735531231818
Position 849: 0.008282258919323025
Position 524: 0.007240821178857864
Position 1033: 0.006980949710667918
Position 1024: 0.0061723798152253165
Position 1031: 0.004648356319555917
Position 689: 0.004383543985124438
Position 338: 0.0043761531078107966
Position 943: 0.004043042450526613
Position 1533: 0.00346665227209929
Position 592: 0.0030657123451132955
Position 1073: 0.0027126162833405213
Position 761: 0.0014228917991837766
Position 651: 0.0013473950128719825
Position 5: 0.0012748779019193482
Position 1406: 0.0010888834837291435
Position 998: 0.0010362841240119732
Position 1238: 0.0007258052758890545
Position 341: 0.0007103703212983422
Position 965: 0.0005983633457542198
Position 45: 0.0005468380226439852
Position 415: 0.0005053883797619833
Position 1214: 0.0004828696872433703
Position 31: 0.0004809127534580773
Position 583: 0.0004275113452926708
Position 400: 0.0004196224061019642
Position 889: 0.00037314511031974983
Position 1337: 0.00028377870380347177
Position 180: 0.00026588984174452846
Position 1264: 0.0002467060439133864
Position 1292: 0.00015552760185829864
Position 1440: 0.00013767076167889116
Position 1449: 0.00013624732606025235
Position 1000: 9.745541078890805e-05
Position 629: 8.6899475596509e-05
Position 662: 8.676108066723292e-05
Position 1442: 7.886447168002892e-05
Position 174: 7.705406204514185e-05
Position 1169: 5.861546876224897e-05
Position 126: 5.7397744576077246e-05
Position 605: 5.616791434111372e-05
Position 1181: 5.571204301141042e-05
Position 982: 5.393031565424125e-05
Position 854: 4.490294317334513e-05
Position 685: 3.917133405710187e-05
Position 1456: 3.179478710077123e-05
Position 59: 2.9668895293073626e-05
Position 842: 2.8119153024861398e-05
Position 360: 2.6276492861271916e-05
Position 391: 2.5691429381573718e-05
Position 930: 2.4051177923671087e-05
Position 750: 2.3176793812833032e-05
Position 1584: 1.5576793301065014e-05
Position 645: 1.5525325547783905e-05
Position 389: 1.4983290421181096e-05
Position 101: 1.3880877409116878e-05
Position 209: 6.6644794487518225e-06
Position 1153: 4.765249658156147e-06
Position 319: 4.703081151457334e-06
Position 258: 3.258932083569673e-06
Position 664: 2.0567609452478923e-06
Position 189: 2.0535066346893692e-06
Position 480: 1.8615784968949469e-06
Position 437: 1.367001085676144e-06
Position 260: 1.1671099369269762e-06
Position 672: 1.1175983876662192e-06
Position 558: 3.878961162161007e-07
Position 113: 3.169044724689195e-07
Position 218: 5.339877355164782e-10
Position 955: 1.1087091044625274e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.793027362865463
Position 1132: 0.31621986263946317
Position 1611: 0.041802031791622334
Position 186: 0.03867190434543226
Position 1512: 0.0206205929947565
Position 1470: 0.006328118028031848
Position 437: 0.005215943645550285
Position 591: 0.004515669126356078
Position 432: 0.003224967168374968
Position 197: 0.002212101526053571
Position 1315: 0.0021828679713799116
Position 523: 0.0015678920135922133
Position 1172: 0.0013239518017201992
Position 307: 0.0011870666540561975
Position 453: 0.0010314329081014082
Position 603: 0.000857201573799973
Position 161: 0.0007072681230014992
Position 1053: 0.0007037079422533768
Position 414: 0.0006809238222206095
Position 258: 0.0005835526197723758
Position 255: 0.0005764179487414311
Position 743: 0.000453931323944551
Position 1584: 0.0003759855650016968
Position 456: 0.0003557973942017398
Position 1598: 0.0003557616661061524
Position 268: 0.0003105137678860172
Position 904: 0.00024276899875426785
Position 657: 0.0002319890614887784
Position 325: 0.0002296664831261454
Position 398: 0.0001297055046917097
Position 141: 0.00012129278261936957
Position 1153: 0.00011905023291470986
Position 1336: 9.615425006932086e-05
Position 1636: 9.327680300551766e-05
Position 1478: 9.04560454986864e-05
Position 774: 8.080317341783912e-05
Position 1099: 6.879600500743939e-05
Position 1541: 4.1368266567251726e-05
Position 1396: 3.223979358653736e-05
Position 1643: 2.339242639505523e-05
Position 107: 1.9849526306653657e-05
Position 1204: 1.876228777561505e-05
Position 1620: 1.7619718716519183e-05
Position 1552: 1.6935027584188734e-05
Position 1009: 1.65960351684691e-05
Position 943: 1.5434585399093283e-05
Position 612: 1.4999042585068572e-05
Position 645: 1.2124950692089674e-05
Position 126: 1.1278758652197219e-05
Position 376: 1.0207853461961838e-05
Position 745: 8.942787011887597e-06
Position 551: 6.664999083269241e-06
Position 626: 6.0251320908374855e-06
Position 554: 5.717294224272582e-06
Position 470: 5.632231861267118e-06
Position 270: 4.052954999869517e-06
Position 1241: 3.324998745188462e-06
Position 473: 2.2649993398332155e-06
Position 1180: 1.7740751012283568e-06
Position 332: 1.5144918153759781e-06
Position 1264: 9.51878599080686e-07
Position 1230: 4.3857994841170706e-07
Position 1325: 3.632998895426295e-07
Position 337: 1.0579214426433477e-13
