Gene = RhoGAP68F
index = 1422
Annotated 5SS: [  84 1261 2510 2609 2862]
Annotated 3SS: [1094 2383 2575 2665 2924]
SMsplice 5SS: [  84 1261 2510 2609 2862]
SMsplice 3SS: [1094 2383 2572 2665 2924]
top_k =  500
Partition function (log Z): 0.42814925321394104

Sorted 5' Splice Sites (High to Low Probability):
Position 1261: 0.9922935886994125
Position 2862: 0.9892876085123004
Position 2510: 0.8680488949210401
Position 2609: 0.7473534719526949
Position 84: 0.6372312549129285
Position 3081: 0.23319101969105738
Position 2160: 0.09125534524486636
Position 924: 0.06565727771026342
Position 2304: 0.05039069531150436
Position 1050: 0.028265927128198583
Position 461: 0.022407850276133838
Position 44: 0.01743268421383772
Position 234: 0.015399707399707899
Position 934: 0.013957512377993224
Position 3078: 0.012864634444333327
Position 834: 0.01118203632537703
Position 361: 0.010339607884318425
Position 118: 0.00823546079262628
Position 442: 0.007284611731694251
Position 150: 0.006867696575285064
Position 548: 0.005218617332233196
Position 3088: 0.004904267930539943
Position 2034: 0.004557337176902617
Position 959: 0.004439285356087119
Position 447: 0.004316121804560609
Position 183: 0.004290466640347786
Position 2692: 0.004007449778061636
Position 870: 0.003943274305930101
Position 3085: 0.003768208834585131
Position 1938: 0.0037289483363189165
Position 1038: 0.0019301560020767137
Position 174: 0.0018655510193409971
Position 3993: 0.001678980997846197
Position 3983: 0.0016195639095435404
Position 3099: 0.001465964594254285
Position 838: 0.0014333926760176862
Position 445: 0.0013970864868907585
Position 571: 0.0012786015439007206
Position 3102: 0.0012175927500495153
Position 1951: 0.001156065649494032
Position 221: 0.0011531857978221392
Position 3112: 0.0010756377636887806
Position 2857: 0.000903104328385974
Position 459: 0.0008290180942227566
Position 3987: 0.0008241198203744293
Position 196: 0.0008124863773630984
Position 2193: 0.0007151275497514704
Position 522: 0.0007057321018168162
Position 2469: 0.0005655090727134257
Position 355: 0.0004902895931997332
Position 552: 0.00041740828550694656
Position 473: 0.00040000037420336715
Position 71: 0.0003378490155533273
Position 1445: 0.0003344373563351239
Position 213: 0.0003160415637985085
Position 1497: 0.0003017140210625898
Position 2132: 0.0002983041775487806
Position 357: 0.0002982487199844237
Position 1451: 0.000284985360593616
Position 3420: 0.0002664931684549902
Position 1935: 0.000262035025786098
Position 3948: 0.00021033180911831964
Position 719: 0.00018866749229953233
Position 1487: 0.00018864531347662452
Position 33: 0.00017291961464125692
Position 711: 0.0001541916355327329
Position 1826: 0.00015159486660712342
Position 699: 0.00013770432116633498
Position 290: 0.0001177554640707825
Position 3353: 0.00011406573391821158
Position 2879: 0.00010121967465687248
Position 4140: 9.824975650148505e-05
Position 407: 8.734203499994568e-05
Position 618: 7.887408773714537e-05
Position 536: 6.899601026320995e-05
Position 945: 6.45540428176899e-05
Position 846: 5.7594271358293106e-05
Position 2584: 5.6645417582984085e-05
Position 684: 5.580988820789737e-05
Position 1413: 5.190944893337736e-05
Position 331: 4.287791884055143e-05
Position 756: 4.207289748087523e-05
Position 2588: 3.5349739354208204e-05
Position 1501: 5.7999088477040705e-06
Position 2736: 4.05907958218348e-06
Position 1632: 3.5084885093204094e-06
Position 36: 2.7776474528782072e-06
Position 2974: 2.168547935929128e-06
Position 3818: 1.0324173502149123e-06
Position 2795: 9.561447559878808e-07
Position 1286: 9.736820042984765e-08
Position 2953: 7.241440377049665e-08
Position 312: 5.99984227473412e-08
Position 3036: 3.450128282978086e-08
Position 271: 1.9720829267071685e-08
Position 293: 1.6787278130275192e-08
Position 359: 1.5987890152351547e-08
Position 1334: 1.4127921594545395e-08
Position 1265: 9.837251598976923e-09
Position 365: 9.245488758590612e-09
Position 3021: 2.5259056844746966e-09
Position 374: 1.008618401247113e-09
Position 296: 3.906842359506546e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2924: 0.9903099395789661
Position 2383: 0.8836447976505487
Position 1094: 0.7931233688905212
Position 2665: 0.7156616646313747
Position 2572: 0.6015790257276216
Position 2575: 0.27876010493599246
Position 3143: 0.18313175256145856
Position 2271: 0.07449451396622664
Position 3131: 0.053339785316356
Position 1989: 0.04675194260461586
Position 2671: 0.020172115061987062
Position 1870: 0.0197715801986363
Position 304: 0.01890922842012303
Position 3179: 0.0181106484992656
Position 858: 0.017028733993213408
Position 2050: 0.016343459044358206
Position 1316: 0.015286033483092236
Position 1690: 0.01349387458731373
Position 2072: 0.01196226275425496
Position 206: 0.011222700179683822
Position 2059: 0.0100024142566626
Position 2751: 0.009361651642980797
Position 663: 0.008891452086945263
Position 2093: 0.0075844943407371804
Position 978: 0.006637816690068187
Position 2132: 0.005276979843424924
Position 2184: 0.005130870895229452
Position 2329: 0.004886625793345733
Position 1833: 0.003706990674165864
Position 407: 0.0035274476054692784
Position 2308: 0.0033708986145875907
Position 252: 0.003360636311522031
Position 4039: 0.002695938469940533
Position 1561: 0.002656828406253417
Position 2989: 0.0024298441895454
Position 374: 0.0023312651439643907
Position 116: 0.0023091211863084152
Position 2706: 0.0022986842469425333
Position 1008: 0.002275173873055175
Position 3021: 0.002053753433201808
Position 2608: 0.0018976223892570047
Position 4224: 0.0018431913490002142
Position 1487: 0.0017258007559240302
Position 2295: 0.001526761994381314
Position 1361: 0.0013865810838573167
Position 571: 0.001328566068409523
Position 1048: 0.0012785003418495585
Position 1345: 0.001265278513313558
Position 4250: 0.0009680626068241304
Position 1632: 0.0009344886222229785
Position 3383: 0.0007299565376244267
Position 3903: 0.0006599933954299806
Position 257: 0.0006591833922735527
Position 221: 0.0006393094227171707
Position 1731: 0.0006329810916078212
Position 536: 0.0006186669806518418
Position 1812: 0.000594026109420253
Position 1392: 0.0005810420688843119
Position 2937: 0.0005644340861560658
Position 2079: 0.0005523511819123438
Position 95: 0.0005421587445398139
Position 2098: 0.00047143773172197084
Position 618: 0.0004423172105419053
Position 724: 0.0003858214472184687
Position 1406: 0.00032066085647807846
Position 3162: 0.0003168540271716875
Position 3495: 0.0003146782915221956
Position 2685: 0.00022380300846789724
Position 942: 0.00021463361094513722
Position 4017: 0.00021033180911831948
Position 557: 0.00020293705025240487
Position 3420: 0.00020021649538428632
Position 1883: 0.00019369563769596227
Position 3568: 0.00018427818116059582
Position 1386: 0.00016839439726564043
Position 442: 0.0001681344005581183
Position 2528: 0.00016152587328689192
Position 3318: 0.00015855298337739165
Position 3842: 0.00015635779670869032
Position 996: 0.0001381216064904678
Position 2339: 0.0001380859505214381
Position 2164: 0.00013317597552984993
Position 807: 0.00011132624076364793
Position 3150: 0.00011065476425388978
Position 4163: 9.913192266469874e-05
Position 4453: 9.788771141303777e-05
Position 2545: 9.051126194435584e-05
Position 4069: 8.180112155657569e-05
Position 4282: 7.550170858569798e-05
Position 1188: 7.238517734074512e-05
Position 234: 7.10499534375561e-05
Position 884: 5.9057587978039386e-05
Position 3758: 5.76126539384358e-05
Position 2759: 5.583356619275668e-05
Position 324: 4.925519020095541e-05
Position 2729: 4.326075635679148e-05
Position 158: 4.140467054966681e-05
Position 3321: 4.0118182791479894e-05
Position 3198: 3.70564711082414e-05
Position 148: 2.2968459574016647e-05
Position 800: 1.8697190079674166e-05
Position 575: 1.6748818815005395e-05
Position 592: 1.3727122591547723e-05
Position 4499: 1.3298545151335272e-05
Position 271: 1.2474188372614454e-05
Position 2689: 1.2331225101238277e-05
Position 750: 8.499527829069758e-06
Position 2790: 8.045810179553738e-06
Position 1442: 5.363544798122919e-06
Position 2940: 3.857542249134746e-06
Position 2997: 2.1754043468368214e-06
Position 628: 7.05902685988721e-07
Position 545: 4.94333232028672e-07
Position 387: 4.789033157041544e-07
Position 139: 3.025876285339217e-07
Position 83: 1.5766549780840454e-07
Position 118: 7.45512223404842e-09
