Gene = Plp
index = 1385
Annotated 5SS: [ 4933 12140 13100 13392 13779 18805 20041 20400 22196 24793 27047 27223]
Annotated 3SS: [10129 12205 13250 13562 18678 18876 20231 21529 24090 24890 27111 27745]
SMsplice 5SS: [  477 11018 12140 13100 13392 13779 18805 20041 20400 24793 27047 27223]
SMsplice 3SS: [10129 11356 12205 13250 13679 18678 18876 20231 24090 24890 27111 27745]
top_k =  500
Partition function (log Z): 23.220685676577943

Sorted 5' Splice Sites (High to Low Probability):
Position 18805: 0.9995297180050251
Position 12140: 0.9974036731664255
Position 20400: 0.9918740658610048
Position 24793: 0.9901427552203794
Position 27047: 0.9863994772947171
Position 477: 0.9853047826500855
Position 20041: 0.9852025499946293
Position 13100: 0.984761248932491
Position 13392: 0.9475801542283143
Position 13779: 0.9265837204513931
Position 27223: 0.8960192419679116
Position 11018: 0.7873831580641081
Position 22196: 0.5380431934724712
Position 26598: 0.32068061529023617
Position 256: 0.2971926927422292
Position 21418: 0.2634511956898004
Position 19271: 0.14626088755548744
Position 22391: 0.08302832461043018
Position 21740: 0.07805714757998981
Position 15643: 0.06984850844732164
Position 17242: 0.06863252784178868
Position 11927: 0.056412832260440526
Position 18450: 0.031602140501370946
Position 27196: 0.028800495386247345
Position 11963: 0.023933139912490714
Position 311: 0.02265861515139688
Position 17093: 0.02224268839077333
Position 25503: 0.020286347385935245
Position 19454: 0.019387939006485895
Position 14671: 0.01599594574678023
Position 17418: 0.014933224946092746
Position 22745: 0.014639892960500535
Position 25033: 0.014296642653828568
Position 15307: 0.014118453278072936
Position 27239: 0.012860808074439732
Position 12287: 0.0124504571008336
Position 14531: 0.010992425380426826
Position 15104: 0.010084070603540995
Position 10472: 0.00973476921136435
Position 15353: 0.009648664688326137
Position 27387: 0.009287013314132184
Position 19038: 0.009015167682408915
Position 988: 0.00896854867266336
Position 14496: 0.008168227146219812
Position 27873: 0.00813190742882078
Position 12332: 0.008000207717366538
Position 12305: 0.0063146279584034735
Position 21400: 0.005739245170866738
Position 28286: 0.005693656635105809
Position 14550: 0.005300679224695719
Position 11243: 0.004986525871706533
Position 10383: 0.004797996884036369
Position 12938: 0.004565847608827221
Position 20164: 0.004272652488439054
Position 17844: 0.0041319596781982295
Position 13329: 0.0040143418734736955
Position 12420: 0.004004716425575704
Position 27470: 0.0035334202339640576
Position 4933: 0.0032400682684579404
Position 13375: 0.0030720559275691614
Position 12345: 0.002619114620247055
Position 9849: 0.0025304892040569154
Position 28068: 0.002498805486977422
Position 15303: 0.002409837543693347
Position 27421: 0.002406891234482591
Position 14579: 0.002367174460847805
Position 19127: 0.002322062773964625
Position 12392: 0.0022521548276831765
Position 20876: 0.0022495978751912882
Position 20155: 0.0022342757510205534
Position 17048: 0.002123008188713698
Position 27445: 0.0020657456235506425
Position 25647: 0.0020150731176696354
Position 24764: 0.0019396451364486426
Position 13827: 0.0017515270859739004
Position 28184: 0.001701664867484592
Position 24797: 0.001600859753204385
Position 12832: 0.0015617960213493041
Position 13420: 0.001530241163376429
Position 848: 0.0014384647884905272
Position 7539: 0.001407648739047552
Position 16518: 0.001391980523695155
Position 14534: 0.0013030126373404056
Position 1634: 0.0012655577749332055
Position 149: 0.0011807758656816468
Position 13104: 0.0011799029959676276
Position 21879: 0.00105948209516364
Position 27591: 0.0010155156180860938
Position 1033: 0.0009648144550358324
Position 27628: 0.0009540796025171053
Position 19052: 0.00090733062712636
Position 17786: 0.0008542898677432037
Position 6414: 0.0007245513069314451
Position 5033: 0.0006616484475893579
Position 26936: 0.0006302099896495242
Position 19439: 0.0006294133439509753
Position 19459: 0.0005936655965091766
Position 7479: 0.0005907986406310023
Position 23: 0.000589227665077946
Position 17285: 0.0005839707227071122
Position 19087: 0.0005344247798752055
Position 12426: 0.0005060107728634997
Position 25405: 0.0004713012941631931
Position 19471: 0.0004651566066084485
Position 12577: 0.0004571296748815373
Position 258: 0.00043704897527465356
Position 155: 0.0004170362795753069
Position 27439: 0.0003827356988011349
Position 12847: 0.0003484790296468561
Position 771: 0.00034375134926646134
Position 13152: 0.00033851139893851633
Position 12622: 0.0003093733969442798
