Gene = axed
index = 1618
Annotated 5SS: [ 184 7272 7991]
Annotated 3SS: [6572 7341 8442]
SMsplice 5SS: [ 184 7272 7991]
SMsplice 3SS: [6572 7341 8442]
top_k =  500
Partition function (log Z): 4.78047458300291

Sorted 5' Splice Sites (High to Low Probability):
Position 7272: 0.9996191390788219
Position 7991: 0.9937603093593007
Position 585: 0.49194815979193046
Position 8625: 0.48548590529278435
Position 184: 0.4138063377258042
Position 1181: 0.3963437647799313
Position 1924: 0.10944667900445289
Position 20: 0.08898291962340872
Position 2541: 0.0664929726369538
Position 2080: 0.028673850675449416
Position 9067: 0.01720030026669035
Position 8988: 0.014158078382366806
Position 6768: 0.013183861535162647
Position 4497: 0.010592541346679958
Position 8885: 0.009250697533761168
Position 8315: 0.0074226409330194944
Position 1016: 0.00620192435111365
Position 2096: 0.0058132158605353566
Position 754: 0.005650981819314284
Position 6781: 0.005399958213275286
Position 9566: 0.005168404946554989
Position 4328: 0.004593841919495016
Position 7722: 0.003909958142482827
Position 5794: 0.0036610207007503623
Position 8019: 0.002189378867089873
Position 1696: 0.0017683944963041366
Position 9159: 0.001469147901799727
Position 8363: 0.0014564443657341425
Position 774: 0.001439936545093815
Position 8292: 0.0014087019892063393
Position 760: 0.0013089240083707962
Position 8394: 0.0011238989665849134
Position 8330: 0.0011127084502504476
Position 8014: 0.001046525441952542
Position 5465: 0.001040533413844185
Position 750: 0.0010096945937247326
Position 746: 0.0009256620067011514
Position 748: 0.0008951808327902485
Position 1901: 0.0008050390110519501
Position 8998: 0.0006984881410967797
Position 7995: 0.000629515019335057
Position 417: 0.00045847945645432293
Position 425: 0.0003623229340097122
Position 8921: 0.0003552176599563931
Position 7770: 0.00035454374286087505
Position 1407: 0.00034218816598097327
Position 1909: 0.00029950428655887106
Position 2407: 0.000265418624253242
Position 7456: 0.00026095576635710657
Position 7712: 0.00023016740380174866
Position 1349: 0.00017081457956522392
Position 804: 0.00016386152120883172
Position 1385: 0.00016298211936402083
Position 8008: 0.0001503797701536815
Position 782: 0.00014437291241206624
Position 1059: 0.00012864203007753865
Position 8079: 0.00010340528064161669
Position 153: 8.863422818829186e-05
Position 8593: 8.334390068160046e-05
Position 2424: 7.731848809592245e-05
Position 386: 7.205540076313923e-05
Position 9417: 6.96212799672522e-05
Position 1323: 5.963100531343994e-05
Position 106: 4.7039362858827764e-05
Position 4377: 4.490446477521698e-05
Position 158: 4.479438912966595e-05
Position 204: 3.885285687600603e-05
Position 758: 3.882306146907801e-05
Position 780: 2.871418222062562e-05
Position 818: 2.773068108037412e-05
Position 128: 2.764484474549157e-05
Position 8093: 2.5968799030040113e-05
Position 7554: 2.5947657990009193e-05
Position 7777: 2.1745075131180167e-05
Position 7416: 1.8947182652948142e-05
Position 752: 1.8754376532217908e-05
Position 864: 1.8559630494383343e-05
Position 455: 1.6827808261575626e-05
Position 48: 1.2018362347510609e-05
Position 5471: 1.1901217564860623e-05
Position 913: 9.130838635415426e-06
Position 597: 8.602527089302174e-06
Position 7413: 8.277503061334177e-06
Position 8017: 7.162223097834078e-06
Position 772: 5.738409383809006e-06
Position 792: 5.117233938243949e-06
Position 8303: 4.920462533445937e-06
Position 8037: 4.914430183664141e-06
Position 8873: 4.771518473950041e-06
Position 7818: 4.710625751328735e-06
Position 8042: 4.687423863981016e-06
Position 8280: 3.834620813551365e-06
Position 589: 3.390399622323988e-06
Position 7892: 3.2506726514599394e-06
Position 8221: 2.7886484244100696e-06
Position 7803: 1.749041253899074e-06
Position 554: 1.6338742863493355e-06
Position 8551: 1.5236853090643185e-06
Position 7744: 1.498955598579673e-06
Position 9106: 1.0207563051944405e-06
Position 252: 7.573954782326356e-07
Position 8889: 5.950820686000309e-07
Position 1252: 4.384524839439749e-07
Position 238: 4.3491406803788123e-07
Position 503: 3.9105928063967086e-07
Position 8960: 3.3987442252212295e-07
Position 1127: 2.5625062848801876e-07
Position 8915: 2.4802723545711304e-07
Position 249: 2.0621865076457175e-07
Position 188: 1.9180124921848602e-07
Position 208: 1.8705529632921462e-07
Position 475: 1.1802348792354826e-07
Position 723: 1.0351573160822277e-07
Position 510: 9.794137060054298e-08
Position 632: 8.659526373987213e-08
Position 740: 7.972139425397678e-08
Position 293: 4.813396348170428e-08
Position 8827: 2.4156081364073767e-08
Position 808: 2.1579340686005674e-08
Position 199: 1.977556947501085e-08
Position 9036: 1.477720695984662e-08
Position 8506: 1.3890789643098533e-08
Position 318: 1.0340711645881381e-08
Position 284: 9.014312728278704e-09
Position 595: 8.333025785261158e-09
Position 296: 4.8636270197673865e-09
Position 290: 4.683992306319176e-09
Position 287: 8.854407764901111e-10
Position 672: 2.689965617844808e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8442: 0.9985869161037592
Position 7341: 0.9636662463638189
Position 6572: 0.9476863387617315
Position 8678: 0.3017531829592289
Position 643: 0.101941074456769
Position 891: 0.09447486419892824
Position 1036: 0.09358464286067135
Position 1491: 0.07566845558814107
Position 1079: 0.05607770306435538
Position 9050: 0.04494841762925765
Position 9174: 0.04343750949352248
Position 827: 0.04269000273513577
Position 2259: 0.03916455391745416
Position 8978: 0.0331166208937766
Position 7373: 0.03308532432706926
Position 91: 0.02941097149381007
Position 9202: 0.024198575217847677
Position 6972: 0.022298165086720764
Position 6580: 0.014451896675840244
Position 4181: 0.012402783010573806
Position 1985: 0.011425972026213463
Position 1959: 0.010852879681955105
Position 8675: 0.01046451167498856
Position 9428: 0.00993102193431211
Position 6523: 0.009904136424884464
Position 6487: 0.009824244572694167
Position 8690: 0.009653517704300184
Position 9700: 0.009084429983666868
Position 8181: 0.006617052753970046
Position 475: 0.006556793964483581
Position 8997: 0.00644059792191039
Position 2146: 0.006380867942810911
Position 9109: 0.006363087524025128
Position 329: 0.006228433405106207
Position 948: 0.005892313694047893
Position 8871: 0.005293304684013707
Position 9641: 0.0052408393450713775
Position 1480: 0.005078315546894905
Position 5219: 0.004562638116678369
Position 7764: 0.0042538431017307985
Position 2211: 0.004155166468643117
Position 1130: 0.003900730823772472
Position 6838: 0.0037744192642812317
Position 462: 0.0037457025831932555
Position 9612: 0.0036789850599951847
Position 9630: 0.003565657226092188
Position 9254: 0.0034219491902636955
Position 8696: 0.0033753982158293817
Position 6297: 0.003354146154299272
Position 690: 0.0031953422201959837
Position 4422: 0.0027714295200126403
Position 6605: 0.002666085739320054
Position 2005: 0.0026056711424725892
Position 8037: 0.00238000033035521
Position 9536: 0.0021037625724193423
Position 808: 0.002067175640120333
Position 2471: 0.0019872488424974525
Position 1795: 0.0019111766000895457
Position 1159: 0.0017257554497675197
Position 8202: 0.001668765591053327
Position 100: 0.001668482761698473
Position 110: 0.0016333522224562034
Position 8224: 0.0013922275621767145
Position 5603: 0.0013854642565732699
Position 482: 0.0013254547234879312
Position 8921: 0.0013191207989379802
Position 6201: 0.0013074260388850087
Position 1758: 0.0012885761373302245
Position 9221: 0.0012096172302815135
Position 9367: 0.001057281659973517
Position 1784: 0.0010285183968344663
Position 1369: 0.0010104888439923941
Position 9159: 0.0007943583459811615
Position 9674: 0.0007372259861719749
Position 1574: 0.0007365007451035232
Position 8693: 0.0006947333800091988
Position 8471: 0.0006489255632928045
Position 8280: 0.0006281069324116025
Position 7630: 0.0006244606378409149
Position 4898: 0.000588329543328984
Position 8847: 0.00057496793237919
Position 281: 0.0005718485871646958
Position 7684: 0.0005686977649810939
Position 610: 0.0005527852679467261
Position 6033: 0.0005281133143574903
Position 552: 0.0005113115975255112
Position 1010: 0.0005000870811037378
Position 1616: 0.00047652267528406413
Position 2177: 0.0004106520008429954
Position 1015: 0.0004001741140433803
Position 8935: 0.00038192278835297755
Position 2318: 0.00037630891557799266
Position 519: 0.00036721968434091554
Position 4390: 0.00030998824692710303
Position 8889: 0.00029254778418241154
Position 9181: 0.0002903545796872572
Position 5570: 0.00027775969685939835
Position 9450: 0.00024951435801922933
Position 7446: 0.00022522081708554597
Position 1743: 0.0002001558300623843
Position 2474: 0.0001932620882353605
Position 7425: 0.00017994539196816332
Position 7769: 0.00016449057712569285
Position 8932: 0.00014502878610849891
Position 2274: 0.00013979743249969902
Position 7851: 0.00013827982701920268
Position 718: 0.000126448899635731
Position 1993: 0.00011992719840823548
Position 5434: 0.00010555913971914504
Position 8474: 9.843255923056319e-05
Position 276: 7.310258764203275e-05
Position 9710: 7.232602296475312e-05
Position 7382: 7.010910490217424e-05
Position 7470: 6.778257753403043e-05
Position 5108: 4.612570046899635e-05
Position 7408: 4.379656624994944e-05
Position 1291: 3.4446255654454246e-05
Position 8699: 3.258472220059602e-05
Position 1406: 3.1555358903752934e-05
Position 8206: 3.122571105897925e-05
Position 1244: 2.857288164731377e-05
Position 9719: 2.7239092040258154e-05
Position 496: 2.6868265645702895e-05
Position 1372: 2.4628741299765518e-05
Position 7830: 2.413559638320417e-05
Position 871: 1.591121825724543e-05
Position 510: 1.3311708905404673e-05
Position 8042: 1.3259833227752253e-05
Position 792: 1.0649075837589978e-05
Position 957: 1.0414878332554252e-05
Position 645: 1.0352168906848322e-05
Position 922: 7.791486544672505e-06
Position 7665: 6.853948642912248e-06
Position 153: 6.7148724728719086e-06
Position 8450: 6.052867093243767e-06
Position 8394: 5.35616234966003e-06
Position 619: 3.6585164932800424e-06
Position 1645: 3.177139584422737e-06
Position 1650: 2.771628378957409e-06
Position 8456: 2.5677430207042984e-06
Position 2218: 1.066501410081234e-06
Position 2195: 9.99978970889246e-07
Position 386: 6.584280831963574e-07
Position 8325: 6.537465651787564e-07
Position 8480: 5.14979235604071e-07
Position 8501: 3.1525687300818627e-07
Position 8292: 2.1959885176594343e-07
Position 170: 1.7845427892877768e-07
Position 554: 1.7237094990754215e-07
Position 8573: 1.4349188203176958e-07
Position 8122: 1.2521559652480009e-07
Position 8057: 7.670844308965588e-08
Position 8355: 2.8509962679261948e-08
Position 503: 1.2558149531727821e-08
Position 723: 8.307964061925307e-09
