Gene = Atox1
index = 38
Annotated 5SS: [201 368]
Annotated 3SS: [291 978]
SMsplice 5SS: [201 368]
SMsplice 3SS: [291 978]
top_k =  500
Partition function (log Z): -2.352096782641286

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9541595104307344
Position 368: 0.8815069878685997
Position 1161: 0.13797997237418572
Position 395: 0.0355197787987985
Position 399: 0.02843301876224561
Position 666: 0.0234034391566357
Position 1337: 0.02313142516528443
Position 645: 0.017367039512514476
Position 438: 0.014262954648843848
Position 1139: 0.014242439054143796
Position 649: 0.00846872028832323
Position 205: 0.0067518434239075345
Position 636: 0.00568440842439526
Position 640: 0.005483753415860375
Position 889: 0.005086693265371558
Position 388: 0.004972789206331276
Position 675: 0.0039567316658413966
Position 1101: 0.003572177262820292
Position 1168: 0.003345933425627338
Position 522: 0.0025401284263177008
Position 414: 0.002331638994686661
Position 1365: 0.0021536203979649524
Position 224: 0.002125243735823467
Position 442: 0.0018588630525677068
Position 518: 0.0012958807083438743
Position 1020: 0.0011837424053925828
Position 876: 0.0011653430015074627
Position 672: 0.000929952805957635
Position 454: 0.0008392277478704316
Position 1229: 0.0008273722640241577
Position 432: 0.0007885925716394496
Position 1240: 0.0007849994909016135
Position 886: 0.0007207284678853764
Position 655: 0.0006424652040789916
Position 918: 0.000558229524267258
Position 756: 0.0005000787202680709
Position 372: 0.00048306125403948434
Position 1130: 0.00037229834789262065
Position 219: 0.0002723896186609012
Position 468: 0.00022083004582132228
Position 1348: 0.00021517048883949952
Position 634: 0.00018356872475530154
Position 789: 0.0001627415182787458
Position 1341: 0.00012545912088009016
Position 405: 7.494369417141267e-05
Position 1095: 5.317321848834055e-05
Position 169: 4.347865872840613e-05
Position 749: 4.3051956648171566e-05
Position 1118: 4.186427571560058e-05
Position 794: 3.998766637937629e-05
Position 1316: 3.562971892520693e-05
Position 12: 1.2270925062062356e-05
Position 426: 9.098031967402466e-06
Position 141: 4.6889335864178996e-06
Position 381: 4.528922951290015e-06
Position 574: 3.7946719005263175e-06
Position 101: 3.2721025970322457e-06
Position 456: 2.6596976278456257e-06
Position 403: 2.0123722968889377e-06
Position 552: 1.5386424822829701e-06
Position 72: 1.5001236065289807e-06
Position 1235: 9.304930600756804e-07
Position 802: 8.195945699639336e-07
Position 458: 4.334585132969003e-07
Position 80: 3.2037877861260125e-07
Position 125: 1.4452272317796732e-07
Position 307: 1.3516689152831452e-07
Position 87: 1.3330814921985005e-07
Position 349: 6.089835518704852e-08
Position 340: 5.105271391036259e-08
Position 292: 4.1616283188164837e-08
Position 117: 3.6498605481930974e-08
Position 335: 1.6392219171190715e-08
Position 329: 1.5591585063566985e-08
Position 536: 1.676242212391911e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9595796452136689
Position 978: 0.9228162221930168
Position 1439: 0.10405874451956867
Position 552: 0.09404416982724159
Position 1396: 0.047805736149353836
Position 1316: 0.02391507364489468
Position 1291: 0.01623832187653908
Position 719: 0.005965817241497272
Position 1344: 0.004263937069306619
Position 789: 0.003195338343059874
Position 1216: 0.002911085826147375
Position 886: 0.002502897880351605
Position 809: 0.002245588154888189
Position 569: 0.002205204109712025
Position 816: 0.0021070836821135796
Position 983: 0.0012420254338309164
Position 526: 0.0011110554584903662
Position 1240: 0.0010926256049982224
Position 794: 0.0007907157731290802
Position 1476: 0.0005852075437348392
Position 634: 0.0004151970718617914
Position 1501: 0.0004103759557132221
Position 1456: 0.0002576409619792219
Position 1351: 0.00023527778917368025
Position 921: 0.00019349031841203236
Position 1402: 0.000173836513757511
Position 306: 0.00015306415464767076
Position 853: 0.00010619686948601223
Position 1463: 9.064632422574974e-05
Position 1525: 8.831443279007471e-05
Position 918: 3.92721291230298e-05
Position 1166: 3.7836605339670244e-05
Position 903: 3.3194513830126764e-05
Position 666: 3.0137170995676247e-05
Position 672: 2.8077942711613232e-05
Position 574: 1.7652286283891402e-05
Position 1064: 2.5210180450388786e-06
Position 68: 1.895222134449698e-06
Position 104: 3.446496024968852e-07
Position 1010: 1.3101006231094057e-07
Position 141: 7.096648039290343e-08
Position 80: 6.662302337245299e-08
Position 645: 4.570015059944658e-08
Position 152: 3.759229394027859e-08
Position 822: 2.4833149164858697e-08
Position 335: 1.8798762303662902e-08
Position 312: 3.8016408768660376e-09
Position 122: 3.006027807025184e-09
Position 166: 1.7443492582662465e-09
Position 149: 9.880261827664041e-10
Position 169: 8.678389326119344e-10
Position 375: 4.879977843802914e-10
Position 381: 4.793931099159191e-10
Position 114: 4.186825117493657e-10
Position 72: 2.547106693307666e-10
Position 242: 2.454613901262008e-10
Position 224: 1.563077227020632e-10
Position 175: 3.911932395128098e-11
Position 178: 1.5000208062579913e-11
Position 395: 1.1856330048351871e-11
Position 181: 9.172153054696285e-12
Position 388: 4.464106040604024e-12
Position 399: 4.056626322193913e-12
Position 403: 3.926773180082843e-12
Position 101: 2.091362132827619e-12
Position 184: 1.0275839469425583e-12
Position 345: 8.309542117139103e-13
Position 99: 6.550067120312524e-13
Position 187: 7.721220414708271e-14
Position 190: 3.707878982214258e-14
Position 193: 4.98666831449829e-15
Position 109: 1.0593471888834325e-15
Position 219: 1.7133387701370468e-16
Position 201: 2.362417282502632e-17
