Gene = mu2
index = 1806
Annotated 5SS: [ 137  396  937 1828 2039 2212 2366 3599 3696 3861 4223]
Annotated 3SS: [ 194  455  990 1883 2093 2269 2422 3653 3752 3919 4278]
SMsplice 5SS: [ 137  396  937 1828 2039 2212 2366 3599 3696 3861 4223]
SMsplice 3SS: [ 194  455  990 1883 2093 2269 2422 3653 3752 3919 4278]
top_k =  500
Partition function (log Z): 30.354837994548028

Sorted 5' Splice Sites (High to Low Probability):
Position 2366: 0.9992564711049061
Position 3599: 0.9906926916797592
Position 3696: 0.9903845364328255
Position 3861: 0.9878934905093101
Position 396: 0.9797901108124369
Position 2039: 0.9777731418863266
Position 1828: 0.9735091611395547
Position 137: 0.9609443647738264
Position 2212: 0.9604889126642432
Position 937: 0.9533423118854781
Position 4164: 0.0674533071033452
Position 2813: 0.04183646564595294
Position 1542: 0.0381080440806346
Position 3328: 0.03738716068484038
Position 910: 0.03285496877697183
Position 1967: 0.018421086697165658
Position 336: 0.015627782214521175
Position 754: 0.014834632530114359
Position 4125: 0.01341894664294423
Position 2216: 0.013054599460398367
Position 4496: 0.00915842743117127
Position 4107: 0.008390827323312481
Position 1770: 0.007998470514489852
Position 3226: 0.0036533481192814786
Position 4346: 0.003398897324655165
Position 4407: 0.003373518861840209
Position 3277: 0.002747337474561518
Position 3865: 0.002477304044984932
Position 4141: 0.0021616330417534354
Position 729: 0.00215578348275946
Position 1287: 0.0018179814679384397
Position 1227: 0.00180211597836588
Position 858: 0.0017905954015705941
Position 1333: 0.0013683241979445793
Position 4198: 0.0013108660863223312
Position 35: 0.00113911144860671
Position 1275: 0.0010630549490817022
Position 4003: 0.000975856276951478
Position 609: 0.0009589882240595148
Position 2954: 0.0008312006533330558
Position 1396: 0.000825774806241142
Position 1223: 0.0008174021392277093
Position 738: 0.0007892106422992114
Position 1137: 0.0007824323963232342
Position 2005: 0.0006573174465792714
Position 374: 0.0006455160282212474
Position 4092: 0.0005286422141647924
Position 3993: 0.00048562274388379897
Position 1133: 0.000480463581905736
Position 3951: 0.0003961099308004127
Position 3964: 0.0003704325159735266
Position 3803: 0.0003699507224280501
Position 1066: 0.0003035624662119799
Position 2944: 0.0002773141723792463
Position 3558: 0.00026844768332848066
Position 2530: 0.00025627265572441106
Position 2124: 0.0002551961623303912
Position 2626: 0.00024224894503601852
Position 2623: 0.0002401239546336531
Position 941: 0.00020767399755107396
Position 2579: 0.00020703999438051365
Position 3167: 0.000201350782377281
Position 4051: 0.00017256740960322904
Position 3379: 0.00016887817313809156
Position 3850: 0.0001280735378577199
Position 4265: 0.00012768923126160948
Position 741: 0.00012577454555459094
Position 357: 0.00012293137755030561
Position 716: 0.00010474656817295113
Position 1388: 0.00010341856293132875
Position 1812: 9.971198747521348e-05
Position 611: 9.758653825695833e-05
Position 806: 9.58360665805634e-05
Position 2552: 9.429437808716221e-05
Position 1034: 8.731854235555529e-05
Position 2761: 8.703474640122091e-05
Position 1462: 8.68414663994829e-05
Position 2935: 8.347737822893389e-05
Position 2611: 7.141207890831574e-05
Position 1818: 6.941870692362201e-05
Position 564: 6.32340263936904e-05
Position 1911: 6.240109424782253e-05
Position 4502: 4.924966873746831e-05
Position 3603: 4.530000912776755e-05
Position 2533: 4.494565751610897e-05
Position 3574: 4.335251261906464e-05
Position 714: 4.276042354151549e-05
Position 2318: 4.2705879066933793e-05
Position 642: 3.696124577073754e-05
Position 3669: 2.9275913496214063e-05
Position 466: 2.8672192795506535e-05
Position 261: 2.754435283500193e-05
Position 4387: 2.6338123920926225e-05
Position 2519: 2.508694776608913e-05
Position 2009: 2.3027673991069127e-05
Position 4514: 2.2035228385669746e-05
Position 1755: 2.091430263109543e-05
Position 1448: 1.9821667147781313e-05
Position 2007: 1.807649057401551e-05
Position 3463: 1.728763991202061e-05
Position 4305: 1.555609844424729e-05
Position 1096: 1.3885464311309034e-05
Position 54: 1.2785088545062857e-05
Position 2666: 1.2376802617411121e-05
Position 3763: 8.822225285689415e-06
Position 238: 8.76646209192506e-06
Position 644: 7.996989229357772e-06
Position 3305: 7.585740718058991e-06
Position 3887: 7.3001906818656604e-06
Position 1057: 7.27931447432201e-06
Position 528: 7.250591524839625e-06
Position 2170: 6.099463875339724e-06
Position 1752: 5.982557029669076e-06
Position 2347: 5.840261187812792e-06
Position 2181: 5.801652446762449e-06
Position 3767: 5.603203395678917e-06
Position 297: 4.253613345796404e-06
Position 3704: 2.748713958356811e-06
Position 243: 2.5486116989887152e-06
Position 2146: 2.222815664710996e-06
Position 1971: 1.8826253043881055e-06
Position 456: 1.4877458011596833e-06
Position 300: 1.1741490442026191e-06
Position 3310: 9.134690512029353e-07
Position 1984: 7.844159516919302e-07
Position 3137: 7.822556971504293e-07
Position 2079: 5.412355460069404e-07
Position 2949: 5.186793878279546e-07
Position 2967: 4.196691637059671e-07
Position 3922: 4.0020015092086766e-07
Position 1265: 3.8328205398313453e-07
Position 2119: 2.8549710878187557e-07
Position 3396: 2.8118481457473713e-07
Position 2276: 2.772712095527045e-07
Position 2889: 2.6633601431924723e-07
Position 3925: 2.194552828473791e-07
Position 2128: 2.0255871048198217e-07
Position 276: 1.9017675748674133e-07
Position 974: 1.6160433163573415e-07
Position 3842: 1.2497662520658513e-07
Position 240: 9.654841996288025e-08
Position 4350: 7.173471701340471e-08
Position 870: 6.078292414725858e-08
Position 2140: 6.004891909194833e-08
Position 1021: 4.852012516630124e-08
Position 43: 4.1759242493722715e-08
Position 2433: 3.8576269089579297e-08
Position 3: 1.543430306868809e-08
Position 3825: 1.2179946791088037e-08
Position 3817: 1.1503874322087626e-08
Position 4024: 7.119809800587303e-09
Position 324: 6.3328115202539224e-09
