Gene = Daxx
index = 1129
Annotated 5SS: [ 322 5183 5424]
Annotated 3SS: [1053 5242 5561]
SMsplice 5SS: [ 322 1471 5183 5424]
SMsplice 3SS: [1053 5081 5242 5561]
top_k =  500
Partition function (log Z): -8.603511882857289

Sorted 5' Splice Sites (High to Low Probability):
Position 1471: 0.7164024397104933
Position 5183: 0.6995527404981106
Position 322: 0.5658320728628309
Position 5424: 0.5645955934705676
Position 630: 0.29312472422402525
Position 4554: 0.09901964972541785
Position 5905: 0.05649330040428511
Position 4539: 0.036950501660257304
Position 1999: 0.03210658187902919
Position 1621: 0.030148580924269044
Position 1414: 0.026670412625543198
Position 1109: 0.026413037771939693
Position 353: 0.024203287893763678
Position 5408: 0.021942099667758574
Position 373: 0.0170165171812899
Position 678: 0.015322363302319848
Position 361: 0.01118351962236512
Position 991: 0.009458018186565583
Position 207: 0.008668533776485316
Position 961: 0.0076646691032899094
Position 357: 0.00638842414386786
Position 406: 0.006072913442811327
Position 378: 0.005514988465936291
Position 359: 0.0046791215607422595
Position 1171: 0.0046334012665456455
Position 6287: 0.004610291677338021
Position 60: 0.004453604507703625
Position 617: 0.0034475460229978394
Position 412: 0.0030744312403746875
Position 806: 0.0025441004538515116
Position 6251: 0.0021573165765669624
Position 349: 0.0020784396789804327
Position 3256: 0.0019108591118727832
Position 5163: 0.0012967150427984993
Position 926: 0.0012898648724255044
Position 228: 0.0011195142868903234
Position 223: 0.0010845186173356928
Position 1477: 0.0009965549563603136
Position 625: 0.0009903421953731024
Position 971: 0.0009687762831641094
Position 979: 0.0006534393117158918
Position 949: 0.0006008871924072498
Position 6574: 0.0005824384718396857
Position 683: 0.0005669605708848918
Position 5263: 0.0005262962952098235
Position 71: 0.0004945198254996548
Position 1410: 0.000489643345150926
Position 989: 0.00046760392965864805
Position 162: 0.0004061088208298238
Position 382: 0.0004030619279438884
Position 1219: 0.00036556800306346575
Position 363: 0.000361223870286281
Position 178: 0.00028345055968153227
Position 365: 0.0002433955002686611
Position 858: 0.00023283527778915163
Position 2140: 0.0002327628334182543
Position 152: 0.00019744443514343928
Position 658: 0.00019518674976055187
Position 653: 0.00016646502137492635
Position 517: 0.000122872131677658
Position 1250: 9.538682757490743e-05
Position 96: 8.323364105656778e-05
Position 1213: 8.310758450478577e-05
Position 1753: 7.22804696881849e-05
Position 20: 6.956477774581854e-05
Position 309: 5.890654899127314e-05
Position 185: 5.626356262601646e-05
Position 410: 5.3061786038338476e-05
Position 241: 4.962964340002869e-05
Position 1282: 4.358619765381813e-05
Position 634: 4.3434113926827774e-05
Position 596: 3.784864087592692e-05
Position 651: 3.561233786328529e-05
Position 887: 3.554162056255352e-05
Position 692: 3.178778529879838e-05
Position 283: 3.090810480015071e-05
Position 50: 2.9220238557573497e-05
Position 154: 2.8901138483114336e-05
Position 810: 2.843280458340749e-05
Position 1233: 2.3636260558647265e-05
Position 279: 1.9276056893864294e-05
Position 41: 1.7019742881277484e-05
Position 134: 1.5349494690629167e-05
Position 868: 9.852734627291888e-06
Position 1118: 8.28665250571579e-06
Position 485: 6.241321278412574e-06
Position 557: 5.812102932637348e-06
Position 1574: 4.682002835062961e-06
Position 1444: 3.7958297506575964e-06
Position 1648: 3.6843882782088977e-06
Position 418: 1.2365135266794152e-06
Position 428: 9.934563953205334e-07
Position 1512: 6.104783654332918e-07
Position 416: 3.9357273791986267e-07
Position 695: 3.771823572374415e-07
Position 273: 3.128050407825977e-07
Position 603: 1.3550604841538073e-07
Position 109: 1.10559942315411e-07
Position 292: 1.0751822098324793e-07
Position 139: 5.4156332867570246e-08
Position 490: 5.169795214079974e-08
Position 523: 3.9690927077328246e-08
Position 103: 3.1920515791023575e-08
Position 142: 4.71170312127345e-09
Position 1625: 1.8439780133910026e-09
Position 430: 4.376392409350331e-10
Position 256: 8.187783214767872e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5561: 0.8206744485719478
Position 1053: 0.7652548177472211
Position 5242: 0.7244778880731086
Position 5081: 0.3307788908793903
