Gene = capt
index = 1642
Annotated 5SS: [ 184 4877 5492 6086]
Annotated 3SS: [4530 4943 5561 6146]
SMsplice 5SS: [ 184 4877 5492 6086]
SMsplice 3SS: [4530 4943 5561 6146]
top_k =  500
Partition function (log Z): 6.93977023286703

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9990796752307124
Position 6086: 0.9987802209785557
Position 5492: 0.9943341202462106
Position 4877: 0.9804940933784568
Position 3981: 0.4411982060595138
Position 4379: 0.2370983538155714
Position 4374: 0.04893836627985073
Position 1644: 0.022255480706874903
Position 3475: 0.021644039994249534
Position 1918: 0.010221425986252843
Position 848: 0.009722069511529824
Position 3162: 0.009618317544484247
Position 3711: 0.008625628730459257
Position 4171: 0.006058073729448783
Position 892: 0.004748107466335669
Position 3098: 0.004210625710588032
Position 3006: 0.004186920515473223
Position 5794: 0.004103870910288824
Position 6256: 0.003865790995788326
Position 4881: 0.0037803298950204152
Position 1396: 0.0021726485800718774
Position 1892: 0.0017564767946879822
Position 1456: 0.0015183617356440762
Position 4000: 0.0013978559806943809
Position 5514: 0.0012733126832437875
Position 3762: 0.0011314808360884142
Position 5808: 0.0009767164594176449
Position 6278: 0.0009188964936405923
Position 4905: 0.0008838368266930745
Position 5806: 0.0006918849550520739
Position 6297: 0.0003940334936792226
Position 6467: 0.00032135930542014356
Position 5474: 0.00031026778151302864
Position 5530: 0.000306817228424581
Position 5789: 0.00025712386268108493
Position 5761: 0.0002027667627868561
Position 5133: 0.00018508217490785379
Position 6260: 9.137850145674381e-05
Position 5765: 8.725716466560366e-05
Position 6209: 7.436202276241424e-05
Position 6452: 6.82776036342516e-05
Position 2517: 5.4810643523134166e-05
Position 3048: 5.354639201295624e-05
Position 5351: 5.002665876134219e-05
Position 5792: 4.714694141812376e-05
Position 307: 4.5856989494877856e-05
Position 6398: 4.226855331205331e-05
Position 601: 3.9164369510263804e-05
Position 453: 3.8307805744886344e-05
Position 5131: 3.748448275281484e-05
Position 6090: 3.089600590167211e-05
Position 6275: 2.916802019061895e-05
Position 5840: 2.9148364458077307e-05
Position 5942: 2.8171460734744195e-05
Position 6235: 1.637153941109264e-05
Position 6323: 1.5421452939476202e-05
Position 543: 1.388850601379849e-05
Position 675: 1.2764123419755395e-05
Position 687: 1.0573096275037344e-05
Position 932: 1.0464144531752477e-05
Position 5573: 9.01611631293911e-06
Position 5963: 7.666200385031807e-06
Position 1263: 7.055840423139917e-06
Position 300: 6.835173050472707e-06
Position 5260: 6.524024678196801e-06
Position 5378: 6.484075952172509e-06
Position 960: 5.400311286176621e-06
Position 1719: 5.08305417863044e-06
Position 188: 4.590313372708865e-06
Position 125: 4.317329190390254e-06
Position 1069: 3.01551825784967e-06
Position 1419: 2.9686317259699425e-06
Position 472: 2.730069281376331e-06
Position 1666: 2.6199203061161874e-06
Position 1274: 1.7550299838116064e-06
Position 49: 1.720979916296896e-06
Position 354: 1.5927056912332075e-06
Position 80: 1.4648827061826903e-06
Position 6469: 1.3079395079023978e-06
Position 6310: 7.498422651002321e-07
Position 437: 7.49090696303139e-07
Position 293: 7.46172618225352e-07
Position 334: 5.746515632455097e-07
Position 21: 5.344571486067915e-07
Position 474: 4.696513992957254e-07
Position 679: 4.543859107474239e-07
Position 435: 4.187122345207905e-07
Position 338: 3.65027125034142e-07
Position 580: 3.5211564125116e-07
Position 6317: 2.0807942627595296e-07
Position 420: 2.0778735995949768e-07
Position 418: 1.6838538141879e-07
Position 818: 1.6279537795012772e-07
Position 336: 1.5110864812372417e-07
Position 541: 6.868928121716531e-08
Position 201: 2.9486773576123688e-08
Position 5244: 2.5927687245417303e-08
Position 5317: 1.9666495821604543e-08
Position 446: 1.6479323049150693e-08
Position 104: 9.134987540992725e-09
Position 6040: 8.362137735933604e-09
Position 6029: 8.315586750653067e-09
Position 5911: 7.206531214356458e-09
Position 5725: 6.383524191917358e-09
Position 5519: 4.8994280252185735e-09
Position 4956: 4.559508584774236e-09
Position 5375: 4.538320159200539e-09
Position 5995: 4.367278705375365e-09
Position 106: 3.906394451783257e-09
Position 6020: 3.162568547488637e-09
Position 5737: 1.6141885082646882e-09
Position 5954: 1.5603213362836177e-09
Position 5894: 8.194832732724078e-10
Position 5930: 5.9076658722619e-10
Position 58: 3.169791945672698e-10
Position 5800: 2.5095071424666193e-10
Position 213: 1.6560633294734794e-10
Position 5897: 1.2046174702155002e-10
Position 5798: 1.1973965873527996e-10
Position 311: 1.074519786358635e-10
Position 360: 8.011449062339429e-11
Position 364: 7.719669838533244e-11
Position 129: 7.245611567931043e-11
Position 314: 4.233860789715516e-11
Position 358: 3.860119951428817e-11
Position 277: 3.345354424309299e-11
Position 275: 2.946548009552288e-11
Position 340: 2.878926333271611e-11
Position 342: 2.263268220607773e-11
Position 5153: 7.788854088410514e-12
Position 5239: 7.491123522125492e-12
Position 260: 8.812707598421152e-13
Position 319: 7.979745283156117e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6146: 0.9987558520807319
Position 5561: 0.9957577334677942
Position 4943: 0.9826155037489038
Position 4530: 0.8674986759170789
Position 3855: 0.4987977282333547
Position 4036: 0.06791149131526616
Position 3208: 0.05965827135626772
Position 3821: 0.04764615536838284
Position 4033: 0.036525907913025873
Position 4257: 0.027416055537058413
Position 4094: 0.02484207710124505
Position 4453: 0.02437962200810241
Position 1510: 0.020766315550972914
Position 4373: 0.020300148307059906
Position 3802: 0.02017459225630571
Position 3182: 0.013822675859280348
Position 4284: 0.009369481056645514
Position 4956: 0.007908105846150634
Position 3089: 0.0075861554162276225
Position 4097: 0.006995489631394467
Position 3039: 0.005879364132023786
Position 565: 0.005206309797809539
Position 1023: 0.005205894806751284
Position 4351: 0.005178390491466058
Position 4170: 0.005028694079310979
Position 3782: 0.004968368162065053
Position 967: 0.00447250442804229
Position 562: 0.003455253345114822
Position 1339: 0.003258658193200123
Position 2829: 0.00307832366875924
Position 3762: 0.0030265795514442285
Position 1492: 0.0029337705290579568
Position 537: 0.0026065123787338287
Position 5869: 0.0025987540251274093
Position 3222: 0.0021511357607356405
Position 5872: 0.00214784317419656
Position 6341: 0.0021293346028335453
Position 6333: 0.002044815080024998
Position 4716: 0.0018562212369697358
Position 4977: 0.0015601354374803742
Position 1747: 0.0015474293308086696
Position 653: 0.0011739554729343757
Position 2810: 0.0010928722472893404
Position 694: 0.001046844229526956
Position 4632: 0.0010338348286330218
Position 1296: 0.0009914358720778307
Position 1554: 0.0009294176002220425
Position 3005: 0.0008474075191919854
Position 5839: 0.0006966573238405651
Position 6310: 0.0006731290774831584
Position 2989: 0.0006081429816466417
Position 3341: 0.0005667616863590211
Position 1708: 0.0005603012582183065
Position 6533: 0.000555780892824327
Position 794: 0.0005261417369212829
Position 2886: 0.0005251118983809021
Position 5283: 0.0005129455043979227
Position 847: 0.0005078686885837365
Position 5590: 0.00044504185008009456
Position 5833: 0.00040404198837330746
Position 3250: 0.000394556275931302
Position 3767: 0.0003284175117065965
Position 2253: 0.00031029697350762846
Position 6317: 0.00029942986811917115
Position 6170: 0.00029535655941541545
Position 1221: 0.00029376575194220065
Position 3085: 0.00027824150830081895
Position 350: 0.00027549482201216124
Position 1456: 0.0002636346198061483
Position 1778: 0.00025943420832363266
Position 516: 0.000256213260249512
Position 5681: 0.0002517469826789745
Position 1155: 0.0002484985858492267
Position 5642: 0.00023066443822859954
Position 770: 0.0001864349528649857
Position 2966: 0.00016508927949326915
Position 3274: 0.00016101491802582809
Position 5105: 0.00011902004668678243
Position 6513: 0.00011827797693526449
Position 5926: 0.00011132235490610954
Position 6007: 8.556887059048271e-05
Position 5992: 6.557783161440204e-05
Position 601: 6.288259454317354e-05
Position 2323: 6.278645108172994e-05
Position 1263: 6.227978994259455e-05
Position 6427: 5.713393254464186e-05
Position 1461: 5.587961861940878e-05
Position 1594: 5.237429432817209e-05
Position 2071: 5.195660625990196e-05
Position 387: 4.618418345243161e-05
Position 3539: 4.479313392716019e-05
Position 5941: 4.2032663378409286e-05
Position 275: 3.901889720560751e-05
Position 5806: 3.5664883401261704e-05
Position 2939: 3.354461016290468e-05
Position 6465: 3.0232978056202005e-05
Position 541: 2.7000430099753754e-05
Position 5034: 2.5627983658373176e-05
Position 5569: 2.189751277223941e-05
Position 5572: 2.0076128818660026e-05
Position 920: 1.8523748858995842e-05
Position 1419: 1.673181468838349e-05
Position 1811: 1.1624211395761496e-05
Position 704: 1.1327306368135888e-05
Position 1775: 1.117196801659109e-05
Position 5647: 1.0707888247670008e-05
Position 824: 8.808978146552878e-06
Position 6220: 8.504982822165125e-06
Position 3194: 8.056663797215103e-06
Position 6194: 7.1337623270771076e-06
Position 6167: 5.6554403535505115e-06
Position 6176: 5.073097844430632e-06
Position 6152: 4.565164269238786e-06
Position 6398: 3.2400325041223993e-06
Position 6285: 3.1481491930101593e-06
Position 6203: 2.3617447566058724e-06
Position 1169: 2.3511182565229145e-06
Position 1981: 2.290176370009382e-06
Position 946: 1.6401621977406716e-06
Position 152: 1.4907928223730526e-06
Position 612: 7.721500787657078e-07
Position 304: 6.891331553490473e-07
Position 118: 6.654275978061486e-07
Position 940: 5.584722630317508e-07
Position 69: 3.9407291138813194e-07
Position 1242: 3.8162085038640935e-07
Position 174: 1.8264543288128475e-07
Position 748: 1.6945038677620249e-07
Position 661: 1.5758323138690036e-07
Position 171: 8.424887632650975e-08
Position 1312: 6.083747908076849e-08
Position 129: 3.785438400306934e-08
Position 740: 3.58003494320316e-08
Position 706: 3.378521418940346e-08
Position 1666: 3.679417729626632e-09
