Gene = eya
index = 1698
Annotated 5SS: [11148 14071 18402 18709]
Annotated 3SS: [14023 16646 18463 18784]
SMsplice 5SS: [  528 18402 18709]
SMsplice 3SS: [16646 18463 18784]
top_k =  500
Partition function (log Z): -1.7512502906625778

Sorted 5' Splice Sites (High to Low Probability):
Position 18402: 0.9976969012986027
Position 18709: 0.9892195949358192
Position 528: 0.9819027040172494
Position 14071: 0.35320648033278546
Position 3782: 0.3109941198080949
Position 3620: 0.19966500616583002
Position 18978: 0.12932866169269763
Position 16949: 0.09113697736338855
Position 1603: 0.0384388763016968
Position 1105: 0.03796736022010622
Position 5013: 0.027954558377499
Position 875: 0.026835786987373846
Position 5158: 0.02025049702238807
Position 14397: 0.019857462623978642
Position 1195: 0.016316272814198878
Position 4786: 0.01297711693579015
Position 3688: 0.007713000204794884
Position 3204: 0.006689638906200737
Position 14289: 0.00605527931566767
Position 2445: 0.00573843986047415
Position 2075: 0.0057029229686792055
Position 289: 0.0056762962268744905
Position 2658: 0.0056174942917849
Position 18729: 0.0047612552806508114
Position 1607: 0.003376409338618821
Position 6568: 0.003365568335019522
Position 2460: 0.0030188453101372497
Position 7040: 0.0029089822125347893
Position 287: 0.0026942480735055578
Position 5699: 0.0025274389707587268
Position 3627: 0.002228681699648165
Position 2772: 0.002135043840372557
Position 80: 0.0019993667201958338
Position 201: 0.0016778627616161775
Position 18609: 0.0012479850240547084
Position 19041: 0.0012331703249056289
Position 6879: 0.001202856283257139
Position 19215: 0.0011880803572064998
Position 6939: 0.00111464054213939
Position 18713: 0.0010421840041758231
Position 667: 0.0008943367342566344
Position 19213: 0.0007423410194392379
Position 18694: 0.0006781005795289698
Position 307: 0.0006658561453874379
Position 19228: 0.0005587061087896184
Position 296: 0.0005414604321172265
Position 1090: 0.0005251729944287264
Position 3270: 0.0005160338415278866
Position 19053: 0.00042658581329809656
Position 17906: 0.00037150515793022494
Position 19084: 0.00034181368171659155
Position 1457: 0.0002990058434774166
Position 832: 0.0002866903280579063
Position 19204: 0.00025612099855985235
Position 219: 0.00024641684846836654
Position 19045: 0.0001966720981198011
Position 19387: 0.00018664202897294066
Position 2475: 0.0001830321870723248
Position 291: 0.00017420993575029505
Position 19409: 0.0001595547564442777
Position 1414: 0.000155036943392946
Position 845: 0.00013975345123955722
Position 293: 0.00013733564898539772
Position 577: 0.00013250668135762173
Position 1157: 8.525041854171452e-05
Position 19002: 8.170216672207068e-05
Position 479: 8.039222019200784e-05
Position 311: 7.924063658361096e-05
Position 18645: 7.154795904485887e-05
Position 19257: 6.350803602282253e-05
Position 776: 3.7983543399119374e-05
Position 1080: 3.725442777463261e-05
Position 868: 3.48062293720028e-05
Position 863: 3.1077937933202514e-05
Position 19049: 2.401253087205892e-05
Position 19047: 2.3295635929687032e-05
Position 748: 2.0939638648521102e-05
Position 19059: 2.04423081756985e-05
Position 332: 1.0834153503863856e-05
Position 194: 1.0422006673200468e-05
Position 23: 1.039578127180546e-05
Position 571: 1.0155252545185971e-05
Position 19351: 8.725468674448796e-06
Position 309: 5.722187647820133e-06
Position 486: 5.543165822529137e-06
Position 1154: 3.311108896534476e-06
Position 714: 3.0134071338374506e-06
Position 205: 2.5696324364382814e-06
Position 337: 2.1920797941674973e-06
Position 599: 2.0553478505406435e-06
Position 476: 1.8662876479590901e-06
Position 610: 1.7403884736438402e-06
Position 491: 1.4962409205251794e-06
Position 5: 1.1241208902945804e-06
Position 207: 9.356789834666146e-07
Position 18844: 6.290633392241286e-07
Position 32: 5.8415123230737e-07
Position 532: 2.0732629726876877e-07
Position 565: 1.0484278343040332e-07
Position 581: 3.366786280596445e-08
Position 586: 2.8559383270163743e-08
Position 19207: 2.1824232542567072e-08
Position 18995: 1.923326960994877e-08
Position 379: 9.005603224056406e-09
Position 431: 1.0957895289243422e-09
Position 417: 3.215554622361349e-10
Position 402: 1.037727541037806e-10
Position 946: 2.6500753160133362e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16646: 0.9999984234318253
Position 18784: 0.9967897633826347
