Gene = Vta1
index = 1599
Annotated 5SS: [211 334 569]
Annotated 3SS: [271 417 635]
SMsplice 5SS: [211 334 569]
SMsplice 3SS: [271 417 635]
top_k =  500
Partition function (log Z): -1.191322048242615

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9602271908520622
Position 334: 0.940376347277952
Position 569: 0.9301212405885705
Position 776: 0.03720591575665108
Position 1260: 0.018778109307466227
Position 729: 0.004313653316955476
Position 1254: 0.0022699018559813994
Position 530: 0.0021635190456185368
Position 57: 0.0017447402894296652
Position 582: 0.0008418788897380075
Position 573: 0.0005841119212227576
Position 282: 0.0005587840821909996
Position 738: 0.0005165791291142259
Position 483: 0.0005077786606416947
Position 982: 0.0003286895895821136
Position 215: 0.0003255339764893872
Position 1267: 0.00014752555640935958
Position 310: 0.00014001896594148264
Position 383: 0.00010463904226740109
Position 338: 0.0001021478927101717
Position 1123: 7.515364357160054e-05
Position 622: 5.252523098086292e-05
Position 1108: 5.015560768555243e-05
Position 452: 3.981575955652698e-05
Position 695: 2.1193611137248472e-05
Position 32: 1.7889555054581196e-05
Position 4: 1.6305932941715324e-05
Position 182: 1.2893656480267818e-05
Position 1170: 1.1126622723466998e-05
Position 185: 7.640233830581733e-06
Position 14: 5.057804834774907e-06
Position 1380: 2.7298798292466186e-06
Position 20: 2.7210445146423574e-06
Position 380: 1.7274328416031476e-06
Position 229: 1.5552917135333682e-06
Position 35: 1.3759224437447461e-06
Position 247: 6.324277806990098e-07
Position 106: 3.3668630495701077e-07
Position 958: 2.1325396918531808e-07
Position 238: 8.396218297548332e-08
Position 640: 6.07209224975201e-08
Position 133: 5.5841475819705315e-08
Position 387: 3.4363338961130254e-08
Position 392: 1.0422900353868231e-08
Position 665: 8.953516310363334e-09
Position 398: 4.327608624585719e-09
Position 271: 1.3198853345187814e-09
Position 117: 6.111315301769078e-10
Position 643: 5.336293418704399e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 417: 0.9413710155774618
Position 271: 0.9157690871030616
Position 635: 0.8387201555972585
Position 687: 0.05243022136085457
Position 281: 0.03517467112547374
Position 856: 0.025974898890578246
Position 618: 0.0241905502273794
Position 1314: 0.019419862663870767
Position 662: 0.010710145791749521
Position 805: 0.007660099240035543
Position 1161: 0.007381848190998374
Position 1158: 0.004494248595231948
Position 648: 0.004307419700883834
Position 1063: 0.0034794193000694264
Position 1010: 0.0023339758394736254
Position 1320: 0.0020001341237867645
Position 133: 0.0015897369788802865
Position 1181: 0.0012192054822354685
Position 440: 0.0012067994744092358
Position 585: 0.0005655804662110314
Position 1294: 0.0004403872943767432
Position 365: 0.00027693537122236396
Position 545: 0.0002285180450477502
Position 1325: 0.0001531279883035842
Position 154: 0.00013298850016433642
Position 771: 7.670193003763445e-05
Position 467: 6.273761274257821e-05
Position 315: 5.309368672615013e-05
Position 725: 5.176991226552757e-05
Position 709: 3.0877076657136804e-05
Position 452: 2.9711348339393873e-05
Position 1395: 1.9720874942994674e-05
Position 106: 1.8292640133683498e-05
Position 494: 1.5277532414922764e-05
Position 981: 1.425325152290767e-05
Position 52: 1.4015977700361992e-05
Position 437: 1.153193522666974e-05
Position 906: 1.13443988161574e-05
Position 819: 1.095999854630225e-05
Position 711: 8.755074716141926e-06
Position 482: 3.375274200250344e-06
Position 461: 3.0854102561644303e-06
Position 446: 2.9499576084384866e-06
Position 1435: 2.7298798292466178e-06
Position 70: 2.3314508506664682e-06
Position 294: 1.6172872843866794e-06
Position 78: 1.400970392203952e-06
Position 65: 6.092024329819248e-07
Position 84: 5.676003917073903e-07
Position 224: 3.845586167270608e-07
Position 163: 2.83247395222681e-07
Position 554: 8.950304923559341e-08
Position 506: 6.480695357224296e-08
Position 229: 3.910512988651534e-08
Position 211: 1.1683434094214491e-08
Position 338: 5.675683038295274e-13
Position 204: 6.764918472662878e-15
Position 215: 1.013976760525824e-18
