Gene = Clc
index = 1080
Annotated 5SS: [54]
Annotated 3SS: [1731]
SMsplice 5SS: [54]
SMsplice 3SS: [1435]
top_k =  500
Partition function (log Z): -11.491158737544334

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.5187390102388695
Position 632: 0.32966272130360824
Position 1478: 0.1364941357546734
Position 1678: 0.11817628067531605
Position 488: 0.0458043787355522
Position 1127: 0.03898690921097109
Position 1272: 0.0155706102097456
Position 2405: 0.01543930376200394
Position 1615: 0.01000927417141878
Position 48: 0.009842590638507651
Position 1560: 0.00807946841735361
Position 1899: 0.007622316289309205
Position 1684: 0.0068544063497841465
Position 1132: 0.006310137107278965
Position 503: 0.0025762331840731238
Position 2387: 0.0024810275031855156
Position 157: 0.002330673628432777
Position 600: 0.001950912914833597
Position 40: 0.0016134778362253415
Position 784: 0.0012802476222878978
Position 549: 0.0012683570543967986
Position 240: 0.0011720866770545614
Position 1280: 0.0009810204021016968
Position 1352: 0.0009503946895289191
Position 1150: 0.0007122824294337545
Position 1290: 0.0006244304385623267
Position 58: 0.0006073011848524166
Position 859: 0.000588511512175943
Position 732: 0.0005762561284300265
Position 32: 0.00047239323450491726
Position 1162: 0.0004383454102966635
Position 729: 0.00042494766102682286
Position 170: 0.0004237030694458329
Position 770: 0.00041057178246176913
Position 519: 0.000333926859671541
Position 753: 0.000305420502637293
Position 779: 0.0002732380680087774
Position 126: 0.0002324692226981245
Position 760: 0.00018120506238411752
Position 232: 0.00016808941428545458
Position 1488: 0.00016621488702514778
Position 1482: 0.00015956238021676354
Position 410: 0.00010982542310816931
Position 909: 0.00010212822743511777
Position 1318: 9.809923623739154e-05
Position 180: 8.084888203215807e-05
Position 295: 4.743396112191341e-05
Position 583: 4.337351501273263e-05
Position 1510: 4.250501885560124e-05
Position 1000: 3.8367810186848187e-05
Position 727: 3.1481071871290344e-05
Position 391: 1.525900680471021e-05
Position 1016: 1.4182162304851605e-05
Position 291: 1.0603412039170978e-05
Position 782: 8.05961511650011e-06
Position 1350: 7.172920176991518e-06
Position 707: 5.138917703073893e-06
Position 527: 3.684973310642606e-06
Position 114: 3.170898109676582e-06
Position 511: 3.0389960358598284e-06
Position 658: 2.9509464117708426e-06
Position 373: 2.2071200627340876e-06
Position 844: 9.201316619025959e-07
Position 653: 8.186113217290447e-07
Position 636: 6.784753621178698e-07
Position 881: 6.658768182542154e-07
Position 542: 6.23364485474667e-07
Position 540: 4.7459529807986967e-07
Position 677: 4.2946927375891617e-07
Position 425: 3.458819806024697e-07
Position 553: 3.0911018671243574e-07
Position 663: 2.207719091002421e-07
Position 246: 2.1877025650509622e-07
Position 274: 1.7330961604421395e-07
Position 661: 1.6900173703109042e-07
Position 464: 9.541911663579951e-08
Position 244: 9.433861592302152e-08
Position 271: 2.9773915864925306e-08
Position 577: 7.67270342017858e-09
Position 561: 3.972335988150993e-09
Position 564: 3.627893612057152e-09
Position 257: 4.658831254290505e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1435: 0.3047376851059232
Position 1731: 0.21059989982882163
Position 858: 0.17619700669733904
Position 280: 0.12553983273346722
Position 1194: 0.09346757120662313
Position 1564: 0.06115479412888772
Position 271: 0.053671986082730855
Position 1214: 0.05211758202997904
Position 1553: 0.03930306978026114
Position 1592: 0.03472011251239224
Position 999: 0.029849306955146017
Position 404: 0.019223070259244558
Position 2526: 0.016352220937649462
Position 1980: 0.014947143678691615
Position 691: 0.013081822076804975
Position 2575: 0.009735058922488923
Position 1609: 0.006459023785678191
Position 1886: 0.003854976605048157
Position 385: 0.003419009806969121
Position 487: 0.002973684778244644
Position 1332: 0.0028917386618368232
Position 1048: 0.0020937594329495457
Position 2314: 0.0020513717846241523
Position 1526: 0.001998791567102162
Position 720: 0.0015854157670613651
Position 1247: 0.001473218852492586
Position 631: 0.0013385576523537396
Position 812: 0.0011964357378882618
Position 1777: 0.0009269033111573617
Position 826: 0.0007412389095403681
Position 2562: 0.0007310182090588084
Position 464: 0.0006445815363935576
Position 600: 0.0005544130829558689
Position 2674: 0.0005538292178295189
Position 2466: 0.0004671731844808304
Position 1086: 0.00042304420794613354
Position 145: 0.00022994617870300172
Position 253: 0.0002106455266790021
Position 760: 0.0001397621734344744
Position 257: 0.00011218501823789973
Position 310: 9.110511916367122e-05
Position 653: 7.281891154850018e-05
Position 527: 3.569962557985875e-05
Position 336: 2.1358175447546086e-06
Position 540: 7.585285887184362e-09
Position 362: 3.394698290439354e-09
