Gene = Mettl14
index = 1277
Annotated 5SS: [183 772]
Annotated 3SS: [254 827]
SMsplice 5SS: [183 772]
SMsplice 3SS: [254 827]
top_k =  500
Partition function (log Z): -6.012831678017806

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.832310235454516
Position 772: 0.8255049906001781
Position 940: 0.06170974296434701
Position 726: 0.05180617491970449
Position 548: 0.037203248161171605
Position 730: 0.0103950202151737
Position 1061: 0.006090811933505098
Position 337: 0.005849417969458698
Position 361: 0.0017737494719587425
Position 484: 0.0009322094230036692
Position 1013: 0.0007089072489130398
Position 539: 0.0006341519281508931
Position 1242: 0.00036717848917481227
Position 925: 0.0003629856066881095
Position 187: 0.00034091591333236564
Position 92: 0.00028635353595646913
Position 295: 0.00023483565985059476
Position 608: 0.00019318588651865893
Position 659: 0.00012282524429010195
Position 776: 5.5930682359391025e-05
Position 954: 5.155689452702455e-05
Position 508: 4.807889997311495e-05
Position 198: 3.854474154071365e-05
Position 744: 3.6261204462999493e-05
Position 1474: 3.459008134481936e-05
Position 490: 3.381573868256883e-05
Position 44: 2.773256334587206e-05
Position 41: 2.738912225761442e-05
Position 316: 2.1071548752604513e-05
Position 1464: 2.059136693191377e-05
Position 800: 1.0377522499142969e-05
Position 239: 9.079565720119627e-06
Position 666: 8.63133633795879e-06
Position 115: 8.62301434460902e-06
Position 210: 7.978483267989192e-06
Position 1416: 7.2650303295310745e-06
Position 216: 6.700004603074042e-06
Position 1338: 4.793452593663968e-06
Position 221: 4.278644225077103e-06
Position 87: 3.9668335991816245e-06
Position 58: 3.27368245052751e-06
Position 513: 3.117633364587618e-06
Position 1462: 2.814493337879247e-06
Position 160: 2.561580461945114e-06
Position 1253: 1.9630057164523597e-06
Position 163: 1.5045419243972548e-06
Position 437: 1.4208502480700278e-06
Position 254: 6.47190353361298e-07
Position 717: 3.570842887865666e-07
Position 783: 4.708179971489231e-08
Position 126: 3.7342207305718875e-08
Position 639: 3.5508826062721256e-08
Position 96: 2.671651032045545e-08
Position 270: 9.584909734172064e-09
Position 877: 5.201477768340689e-09
Position 858: 4.37124832861964e-09
Position 319: 1.730348546855342e-09
Position 474: 4.294657891470313e-10
Position 263: 1.298620005552724e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.8956207506625762
Position 254: 0.7787771159009724
Position 1124: 0.07407046763131987
Position 617: 0.03953386630962891
Position 406: 0.023113201384952393
Position 428: 0.00820930812719401
Position 1221: 0.0032336337151586893
Position 636: 0.0025544352620460024
Position 467: 0.002273490920315213
Position 522: 0.0016554932061130878
Position 1010: 0.0011159080075597543
Position 497: 0.0007969585484604007
Position 1030: 0.0007690760460358437
Position 287: 0.0006329942755519762
Position 437: 0.0005668242890602486
Position 306: 0.0005447054878696047
Position 1241: 0.000538622206698545
Position 316: 0.0005358551210980371
Position 488: 0.0004914492911275461
Position 1300: 0.00036272690089103664
Position 1126: 0.0002893257269639931
Position 1521: 0.00022957837493795894
Position 319: 0.00022525097110980815
Position 1472: 0.00013116422286549734
Position 572: 8.241420218488899e-05
Position 994: 7.817206533202235e-05
Position 174: 7.684489788251486e-05
Position 1055: 7.671116819577619e-05
Position 848: 7.167326198965843e-05
Position 1380: 7.115335943204518e-05
Position 644: 6.282991538330577e-05
Position 783: 5.827036390063827e-05
Position 690: 5.813139207161883e-05
Position 1341: 5.385665275674135e-05
Position 326: 4.523357674634614e-05
Position 380: 3.852946331521783e-05
Position 115: 2.8502188778051126e-05
Position 659: 2.8333968370581396e-05
Position 548: 2.525021513103019e-05
Position 729: 2.2863619295263178e-05
Position 87: 2.1334344445281975e-05
Position 539: 2.0570797864317703e-05
Position 1130: 1.84207833171277e-05
Position 1496: 1.636105234526878e-05
Position 892: 1.5268067221380257e-05
Position 1135: 1.381239418213629e-05
Position 134: 9.848981390968231e-06
Position 1153: 9.125505212052658e-06
Position 350: 8.721507099474604e-06
Position 588: 8.5594402709966e-06
Position 772: 7.301916559063223e-06
Position 788: 5.726384160592002e-06
Position 92: 2.792475931244949e-06
Position 1502: 1.7783040135494976e-06
Position 143: 9.835358717664928e-07
Position 158: 3.363095890285602e-07
Position 146: 4.7194105233544774e-08
Position 353: 3.934937109680205e-08
Position 356: 1.7463597257905883e-08
Position 210: 2.3708884233487934e-09
Position 268: 1.380329141576339e-09
Position 207: 1.35499263482568e-09
Position 136: 8.588867800843392e-10
Position 121: 3.887983407348246e-10
Position 221: 3.037627906378113e-10
Position 187: 3.403956611510905e-11
