Gene = Scox
index = 1476
Annotated 5SS: [504]
Annotated 3SS: [566]
SMsplice 5SS: [504]
SMsplice 3SS: [566]
top_k =  500
Partition function (log Z): -1.7855452448192524

Sorted 5' Splice Sites (High to Low Probability):
Position 504: 0.9973293991429627
Position 105: 0.17092893420825758
Position 76: 0.017324761827344735
Position 134: 0.003175190323923234
Position 653: 0.0021904739177619078
Position 500: 0.0012805732591392182
Position 508: 0.0011531353584380052
Position 638: 0.0006392031220292181
Position 280: 0.00045133233739863126
Position 321: 0.000264177965622584
Position 973: 0.000174186505113569
Position 820: 0.0001089615034194825
Position 10: 8.774865199674376e-05
Position 859: 6.060098782710602e-05
Position 624: 5.955649882039918e-05
Position 949: 5.2359006160660955e-05
Position 990: 4.191480305174696e-05
Position 957: 4.045786205830938e-05
Position 695: 2.848189945200769e-05
Position 641: 2.2257204743012367e-05
Position 661: 2.1448907197008286e-05
Position 1003: 2.1246911605340846e-05
Position 144: 2.0070440300436745e-05
Position 284: 1.5631472004323142e-05
Position 147: 1.488927812601836e-05
Position 960: 1.4687579215676122e-05
Position 213: 1.4253013497920616e-05
Position 878: 1.3030612689906804e-05
Position 796: 1.1927664354603419e-05
Position 713: 1.0358169374272128e-05
Position 491: 8.57391617438477e-06
Position 174: 7.976040834187422e-06
Position 357: 7.772438604099372e-06
Position 919: 7.234372717902623e-06
Position 803: 5.93446192333446e-06
Position 731: 5.202589273060454e-06
Position 892: 4.898795977665952e-06
Position 266: 2.9856379117843866e-06
Position 231: 1.8871952861127367e-06
Position 861: 1.8748931918370771e-06
Position 611: 1.1892669803690328e-06
Position 368: 1.006586133225906e-06
Position 112: 9.585010111073226e-07
Position 776: 9.411163269407688e-07
Position 415: 9.16040893220474e-07
Position 488: 8.710637225585403e-07
Position 590: 7.847884041538219e-07
Position 1012: 3.469859190412922e-07
Position 952: 1.7111148766753343e-07
Position 239: 1.9598394423645654e-08
Position 386: 7.18822669955295e-09
Position 571: 3.516822619890673e-10
Position 824: 1.4046868559045335e-10
Position 715: 1.0802890089856666e-11
Position 548: 1.2893507954466714e-12
Position 459: 5.329016311091722e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 566: 0.9986526206086458
Position 194: 0.18327754209394345
Position 134: 0.004348099269250508
Position 741: 0.002570116700407223
Position 206: 0.001644692393112533
Position 231: 0.000864959479337679
Position 379: 0.0008126366997369801
Position 713: 0.0005681840183268394
Position 228: 0.0005316589296030155
Position 163: 0.00042741672079783837
Position 571: 0.00041307619932903897
Position 1053: 0.00019443768236624665
Position 590: 0.00018906406647846674
Position 729: 0.0001870888585199426
Position 1059: 0.0001558743502266842
Position 587: 0.0001529621663750628
Position 1012: 0.00011348642343567435
Position 887: 0.00011314455732956394
Position 141: 8.45422775555075e-05
Position 410: 5.6389152342449235e-05
Position 620: 4.899968958092635e-05
Position 289: 4.298707512504484e-05
Position 721: 2.8158714831702752e-05
Position 211: 2.767126994023026e-05
Position 69: 2.5331948149255935e-05
Position 820: 2.2122067311045717e-05
Position 66: 2.1742742449326627e-05
Position 344: 1.6220644594153296e-05
Position 357: 9.788687373104192e-06
Position 913: 8.55773624131752e-06
Position 924: 3.657862885577082e-06
Position 473: 3.1145254323333396e-06
Position 341: 2.822301195645734e-06
Position 263: 2.473593389072771e-06
Position 400: 2.36849934366571e-06
Position 853: 1.91153646398372e-06
Position 859: 1.1780721554559016e-06
Position 368: 1.073200411302284e-06
Position 257: 9.395691736464484e-07
Position 635: 9.219636513089766e-07
Position 295: 7.180596472466666e-07
Position 595: 5.685556896714494e-07
Position 928: 4.119479141024457e-07
Position 325: 2.872702141832085e-07
Position 81: 2.451378592228399e-07
Position 248: 1.5589361332529666e-07
Position 304: 1.383162126616437e-07
Position 383: 6.525037930826014e-08
Position 475: 4.5484539930411484e-08
Position 298: 4.527342934459914e-08
Position 266: 2.8024687535247386e-08
Position 109: 2.7892013751968375e-08
Position 478: 1.4521327747069563e-08
Position 500: 1.1969396605274598e-08
Position 415: 5.584313099022411e-09
