Gene = nudE
index = 1824
Annotated 5SS: [ 115  844 1066 1456 1778 2194]
Annotated 3SS: [ 484  911 1181 1519 2101 2319]
SMsplice 5SS: [ 844 1066 1456 1778 2194]
SMsplice 3SS: [ 911 1181 1519 2101 2909]
top_k =  500
Partition function (log Z): 11.580647433283179

Sorted 5' Splice Sites (High to Low Probability):
Position 844: 0.9991228132269512
Position 1066: 0.9866382153309077
Position 1456: 0.9713660607473998
Position 2194: 0.9295078262462961
Position 1778: 0.6166232301639938
Position 34: 0.2965876742646286
Position 2845: 0.18481358992663227
Position 1669: 0.1717620540064418
Position 115: 0.07851264706013274
Position 1646: 0.06930893550043338
Position 2251: 0.061875016257450795
Position 2660: 0.060670356871651517
Position 157: 0.03005255867729302
Position 2043: 0.02236566930905221
Position 1738: 0.020622245741026186
Position 2627: 0.01678815322684306
Position 15: 0.011513665188304793
Position 1266: 0.011015550985005037
Position 1733: 0.009507138462373988
Position 1863: 0.00925178023622115
Position 73: 0.007911468300850799
Position 3035: 0.006173601898771908
Position 1708: 0.005202981400050485
Position 2015: 0.005012768992993003
Position 1714: 0.004887842930803693
Position 2785: 0.004809709157642693
Position 1004: 0.004683988983204576
Position 210: 0.0041813040313851794
Position 2002: 0.004057957384341013
Position 28: 0.003997755110834307
Position 2255: 0.003728390090590651
Position 1947: 0.0029656861171141764
Position 417: 0.002951866490572482
Position 7: 0.0027495379848139797
Position 618: 0.0026974822652473915
Position 2032: 0.0023821354800969883
Position 1125: 0.0020831680310477983
Position 522: 0.002056192863581155
Position 2036: 0.0019743231338222415
Position 2471: 0.0017442699703906974
Position 2710: 0.0017017932311218721
Position 2683: 0.001379520984870191
Position 332: 0.0013504640025662172
Position 1868: 0.0013382161691681707
Position 2522: 0.0013145290334070777
Position 1038: 0.0012612694426163444
Position 337: 0.0011546762578874214
Position 319: 0.0011187189999832118
Position 1606: 0.0010175669363513482
Position 93: 0.0009824363719251454
Position 632: 0.0008622987662174161
Position 2178: 0.0007726139126110028
Position 1936: 0.0006690391871108917
Position 122: 0.000653303988193748
Position 2080: 0.0005441537841780001
Position 1398: 0.0005372229898145258
Position 3444: 0.0005305999626914514
Position 3059: 0.0004816020119164728
Position 3147: 0.00047578565899873855
Position 1880: 0.000447620144257292
Position 2369: 0.0004425000110657301
Position 2423: 0.0004154054681340401
Position 1845: 0.0004064090373097368
Position 143: 0.00037729128047335307
Position 1119: 0.0003207445702907515
Position 2826: 0.0003078027764420298
Position 1909: 0.00024083168500407904
Position 1268: 0.00023317473752603287
Position 3475: 0.00022112291583293564
Position 296: 0.00021488748162666214
Position 662: 0.00021206319419637626
Position 1942: 0.00020494994035756187
Position 3052: 0.00020099319322676494
Position 3109: 0.00017380703941874862
Position 1975: 0.000166625874455224
Position 3153: 0.00015901591021798321
Position 31: 0.00015844003889792945
Position 119: 0.00015715171838160655
Position 220: 0.00013985271355848844
Position 3168: 0.00013834970045834813
Position 2861: 0.00013444237475137893
Position 1056: 0.0001330376626121702
Position 1626: 0.0001304289886694247
Position 1986: 0.00012993082863343742
Position 2461: 0.00012602965130313252
Position 1239: 0.00012585356790573466
Position 287: 0.00012533711629115227
Position 1895: 0.00012505579518941237
Position 2729: 0.00011318173121364005
Position 2384: 0.0001122566785146609
Position 635: 9.417042925242412e-05
Position 3607: 9.105175908373679e-05
Position 3329: 8.833506277881952e-05
Position 3318: 8.765239189227443e-05
Position 548: 8.529973953380142e-05
Position 1309: 8.503808764995955e-05
Position 2246: 7.560071165737522e-05
Position 848: 7.425350637088126e-05
Position 3125: 7.036212500255609e-05
Position 1564: 6.745803947745161e-05
Position 1545: 6.652689652793514e-05
Position 113: 6.0427818305279816e-05
Position 3546: 5.810866200805702e-05
Position 214: 5.5061757663019475e-05
Position 2346: 5.2635688434441954e-05
Position 106: 5.047221785398995e-05
Position 1790: 4.929627586459519e-05
Position 2355: 4.836792157406549e-05
Position 3554: 4.534325576999304e-05
Position 647: 4.529615110919633e-05
Position 3288: 4.475622160715489e-05
Position 299: 4.260970572022718e-05
Position 3114: 4.173392057714603e-05
Position 2367: 3.68272427571482e-05
Position 1540: 3.064915078383056e-05
Position 19: 3.0069354089785582e-05
Position 3040: 2.774258520114378e-05
Position 1824: 2.660385780230725e-05
Position 1579: 2.525483563941135e-05
Position 237: 2.2348465562455565e-05
Position 737: 1.6338362461754843e-05
Position 234: 1.4435947435913045e-05
Position 832: 1.4312405355784725e-05
Position 1131: 1.3772856586102725e-05
Position 1651: 1.3338354084933542e-05
Position 1922: 1.2704519138758946e-05
Position 933: 1.1659351208356684e-05
Position 247: 1.083313765749564e-05
Position 135: 9.62543628989062e-06
Position 942: 6.73684676127897e-06
Position 250: 5.820610097591913e-06
Position 217: 5.818133201654955e-06
Position 2217: 5.643634731854983e-06
