Gene = sip2
index = 1874
Annotated 5SS: [ 136  331 2180]
Annotated 3SS: [ 218  519 2243]
SMsplice 5SS: [ 136  331 2180]
SMsplice 3SS: [ 179  519 2243]
top_k =  500
Partition function (log Z): -1.4533601726735006

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9742792142637824
Position 136: 0.8023966683060711
Position 331: 0.6505580670268228
Position 2016: 0.07560851824676265
Position 690: 0.032228894721260115
Position 442: 0.015227985126286071
Position 1778: 0.012497560466268775
Position 1950: 0.010827556381283578
Position 679: 0.0053550955641273055
Position 430: 0.004260036466990472
Position 309: 0.0037711785725594517
Position 1797: 0.0037288192015839453
Position 815: 0.002886094140935785
Position 1073: 0.0023008677738067416
Position 116: 0.0021659645295493252
Position 464: 0.0018289579107407371
Position 1596: 0.0017592285026691251
Position 297: 0.0015331120476158185
Position 2495: 0.001405664189877922
Position 1614: 0.0013248065894623465
Position 1782: 0.0011518590373412684
Position 890: 0.0009546787847484518
Position 140: 0.0006907883548773268
Position 1448: 0.000602497495352872
Position 455: 0.0005867054611663478
Position 1430: 0.00043858101253705967
Position 2477: 0.0003259360990170318
Position 894: 0.0003236401545851579
Position 1055: 0.00023854842462031362
Position 1916: 0.00023043319498656834
Position 745: 0.00022030289890625636
Position 375: 0.00021419277264123993
Position 623: 0.00014521773672239238
Position 1681: 0.00012895454912050213
Position 313: 0.00010592154514960588
Position 656: 0.00010163532890722598
Position 388: 4.8373580810259404e-05
Position 2280: 4.4951786558135664e-05
Position 87: 4.4072201281717714e-05
Position 873: 2.9802685993237936e-05
Position 362: 2.9006881289851354e-05
Position 60: 2.7703697094802186e-05
Position 179: 2.75035297651969e-05
Position 729: 2.4293868515280995e-05
Position 1866: 2.2877016523091307e-05
Position 85: 2.2688183884127912e-05
Position 421: 2.2061299571171903e-05
Position 1470: 2.039878862580177e-05
Position 1968: 1.2724317141884591e-05
Position 1364: 1.1252689326320532e-05
Position 391: 9.132655602914525e-06
Position 197: 7.068500081209504e-06
Position 55: 6.7249508116596036e-06
Position 632: 6.041213085822641e-06
Position 759: 5.119355429348411e-06
Position 1526: 4.236233953156994e-06
Position 2445: 3.940898457181569e-06
Position 41: 2.2412953737551605e-06
Position 2447: 1.0637536905815964e-06
Position 34: 9.001459517244269e-07
Position 364: 8.326636403916182e-07
Position 2367: 7.833877476722328e-07
Position 2325: 3.8508627361429666e-07
Position 2378: 3.642826358581591e-07
Position 259: 2.0207657168372523e-07
Position 373: 6.350107753632921e-08
Position 218: 6.238365672975125e-08
Position 1132: 4.5683384797576165e-08
Position 486: 4.0500957867643214e-08
Position 199: 2.1165931944833946e-08
Position 208: 4.870803658105516e-09
Position 1329: 3.52256040714443e-09
Position 787: 3.501249054967511e-09
Position 1579: 7.53694687780824e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9915606917054122
Position 519: 0.9238477371261216
Position 179: 0.4327397621523364
Position 2071: 0.07418916439277187
Position 1854: 0.04710994887095063
Position 230: 0.04435723069485445
Position 2054: 0.025348412877819967
Position 391: 0.015561280027306385
Position 2016: 0.013216596360715501
Position 218: 0.008436514977985057
Position 1876: 0.00576222852653901
Position 1945: 0.004799437141394206
Position 1199: 0.004658009234778873
Position 1481: 0.00443208749967368
Position 787: 0.004152561086965841
Position 532: 0.002219308839497793
Position 2551: 0.0017894845367224647
Position 774: 0.0017565951587962519
Position 1218: 0.001576835695358425
Position 2152: 0.0011074621810055942
Position 1329: 0.0010233261635735323
Position 570: 0.0009049571624565031
Position 556: 0.0006973799952236985
Position 271: 0.0005049628688478131
Position 486: 0.00045225201714305276
Position 1859: 0.00023436888797032378
Position 2279: 0.00020346192392141542
Position 362: 0.00011853811845063337
Position 313: 1.622593939066039e-05
Position 505: 1.5560857675535404e-05
Position 410: 1.4025703953240715e-05
Position 373: 1.0652415528474185e-05
Position 434: 5.041720022976549e-06
Position 135: 4.090247029401891e-06
Position 132: 3.5952818680975214e-06
Position 2439: 3.44829962377919e-06
Position 798: 1.2178799919398525e-06
Position 99: 1.143733005908165e-06
Position 289: 1.055401069237362e-06
Position 464: 1.0307649726879552e-06
Position 645: 9.305409359686524e-07
Position 301: 8.234701465910519e-07
Position 934: 6.171034681825615e-07
Position 884: 6.091253340882949e-07
Position 105: 2.3200074016661495e-07
Position 469: 1.0899788627806071e-07
Position 455: 6.610723501232408e-08
Position 577: 4.4444504487331975e-08
Position 651: 3.1080862535917965e-08
Position 328: 1.6998125169160342e-08
Position 139: 1.0637856900586196e-08
Position 109: 1.1049655365160865e-10
Position 153: 2.349863195094133e-11
