Gene = dlt
index = 1672
Annotated 5SS: [130]
Annotated 3SS: [1827]
SMsplice 5SS: [ 130 2048]
SMsplice 3SS: [1827 2108]
top_k =  500
Partition function (log Z): -10.137769782905831

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.5797073201003066
Position 2048: 0.5650105992644325
Position 2771: 0.41979525855248334
Position 277: 0.2579427334979332
Position 2134: 0.21204686121247834
Position 2026: 0.1556385400218787
Position 2804: 0.09585353731877325
Position 3344: 0.07344694477853453
Position 3585: 0.06121386017080844
Position 98: 0.05225914406747262
Position 2277: 0.048287465150700794
Position 1165: 0.04725291251123072
Position 2000: 0.014113246343650795
Position 463: 0.012430526415465642
Position 1629: 0.011134073490576546
Position 1546: 0.009466207964235848
Position 1122: 0.009007096012656972
Position 2983: 0.00817304835613969
Position 855: 0.00775690407208543
Position 165: 0.006867405158568929
Position 84: 0.006431198987786732
Position 2058: 0.005614828784175604
Position 939: 0.005031132472469101
Position 1513: 0.004800565033481875
Position 3997: 0.0044628878308988484
Position 566: 0.004128308687364454
Position 2385: 0.003962892935052226
Position 943: 0.003299898011972944
Position 338: 0.0032680738496465786
Position 763: 0.00318834956054126
Position 543: 0.0025232584788473676
Position 288: 0.0022435412686470815
Position 2070: 0.0021354615052867204
Position 1178: 0.0021343726410764916
Position 2835: 0.0017170856860942048
Position 2109: 0.0016440434894540276
Position 1129: 0.001578395033791772
Position 487: 0.0015293830375748602
Position 199: 0.001516336633200255
Position 1867: 0.0011051261741334784
Position 2432: 0.0009672887259873317
Position 3024: 0.0007920075198739611
Position 618: 0.0007782368930811718
Position 1268: 0.0007769799316826079
Position 4337: 0.0007586083153038572
Position 695: 0.0006372602193324043
Position 104: 0.0005380010529019671
Position 699: 0.0005328641607747328
Position 2765: 0.0005273071137211877
Position 2594: 0.000463570031529728
Position 197: 0.00045478327050764314
Position 459: 0.0004493267012329653
Position 457: 0.0004469332415119727
Position 210: 0.00042080542288987623
Position 128: 0.00038395669820631066
Position 1034: 0.0003698746627487544
Position 931: 0.0003490868799753051
Position 3233: 0.00034182285756327303
Position 1273: 0.0003187480496500689
Position 1507: 0.00031293255021628104
Position 958: 0.0002931755390803343
Position 1187: 0.00024930448610606675
Position 455: 0.00024088715305115575
Position 1030: 0.00022769878160660108
Position 1364: 0.00022421153206250293
Position 1623: 0.00019931875200328089
Position 1027: 0.0001809732509165691
Position 935: 0.0001403818028225642
