Gene = Nfs1
index = 1317
Annotated 5SS: [201]
Annotated 3SS: [258]
SMsplice 5SS: [201]
SMsplice 3SS: [258]
top_k =  500
Partition function (log Z): -7.049119490708369

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9981655419757569
Position 614: 0.012034706370923425
Position 546: 0.0029738976580815212
Position 276: 0.0025513728397468867
Position 756: 0.0015375626298653117
Position 430: 0.0012271269710785965
Position 588: 0.0010022020806216073
Position 360: 0.0008495194897733107
Position 310: 0.0004665352546538327
Position 774: 0.00039315447166849414
Position 852: 0.0003916968596418453
Position 553: 0.00017602369303948385
Position 143: 0.00017399229400447586
Position 1081: 0.0001716672266056734
Position 861: 0.00015941061894837247
Position 358: 0.00013684955014400197
Position 1174: 8.547235859432218e-05
Position 471: 7.84839472098968e-05
Position 18: 5.6620433951042835e-05
Position 6: 5.206363168329936e-05
Position 562: 4.568936609007648e-05
Position 251: 3.517606014411827e-05
Position 415: 3.148682855704202e-05
Position 1198: 2.3212239742112976e-05
Position 1470: 2.1245482448276554e-05
Position 27: 2.116106295636873e-05
Position 1460: 1.4286937005760032e-05
Position 140: 1.3121522405620427e-05
Position 934: 1.2623280079006546e-05
Position 443: 1.0933846862799759e-05
Position 450: 8.633695488834892e-06
Position 1519: 8.422064651789725e-06
Position 936: 8.11818645327302e-06
Position 530: 8.06587449697611e-06
Position 104: 1.1547973714559092e-06
Position 80: 1.386500182951577e-07
Position 245: 1.0421236656392834e-07
Position 226: 9.994054163296004e-08
Position 255: 1.661719104257928e-08
Position 618: 1.4507526122832806e-08
Position 634: 8.024559959144474e-09
Position 660: 5.392470340315134e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 258: 0.9507621880353018
Position 642: 0.01837133365124492
Position 675: 0.012111108744552805
Position 453: 0.01017888634594278
Position 302: 0.005485130376506449
Position 275: 0.004031722838756724
Position 704: 0.0038567413740144317
Position 441: 0.002685963926690718
Position 335: 0.002470514472107328
Position 1256: 0.002173105056776042
Position 932: 0.0019624395402442377
Position 848: 0.0016611197016173592
Position 602: 0.0013295883896266678
Position 470: 0.0012354349538357585
Position 293: 0.0009852116504147947
Position 991: 0.000560567606017994
Position 546: 0.0005270745945205117
Position 961: 0.0003804428311961534
Position 578: 0.00031859923975140317
Position 1354: 0.00029154247423592407
Position 1138: 0.0002536365606000153
Position 1168: 0.0002271339303810389
Position 551: 0.00022142772819720727
Position 1533: 0.00015147144198636092
Position 313: 0.00013110324736033172
Position 500: 0.00012467596320396283
Position 660: 7.347966143420303e-05
Position 69: 6.992184045600356e-05
Position 308: 6.773410231565832e-05
Position 1273: 3.0273555701775007e-05
Position 58: 2.4610070473021302e-05
Position 608: 2.4360558477856375e-05
Position 458: 2.2845731545340403e-05
Position 1566: 2.2828890290455997e-05
Position 581: 2.1699228581448203e-05
Position 503: 1.7580605851416207e-05
Position 80: 1.708423706528568e-05
Position 614: 1.1317980841249573e-05
Position 731: 9.368730204667808e-06
Position 49: 8.912549225830572e-06
Position 200: 8.632259023762142e-06
Position 1561: 7.94294689380026e-06
Position 650: 5.296706994880809e-06
Position 1587: 5.0756817578698945e-06
Position 103: 4.603255034570172e-06
Position 97: 4.355915787822579e-06
Position 168: 1.0516104048586024e-06
Position 134: 2.4282611866108196e-07
Position 147: 2.1038720698778004e-07
Position 154: 8.480110917784272e-09
Position 173: 6.208652162489486e-09
Position 269: 3.1694984223482713e-09
Position 185: 3.1239780028730034e-09
Position 205: 2.8093571810913244e-09
Position 226: 8.254244503757883e-10
Position 218: 3.216244121146904e-10
Position 271: 3.567397947954414e-15
