Gene = Akap200
index = 16
Annotated 5SS: [  197 11404 11864 13773]
Annotated 3SS: [11183 11467 11924 14590]
SMsplice 5SS: [  197 11404 11864 12378]
SMsplice 3SS: [11183 11467 11924 14590]
top_k =  500
Partition function (log Z): -0.10394912054365957

Sorted 5' Splice Sites (High to Low Probability):
Position 11864: 0.9884980578897554
Position 11404: 0.9874687673315171
Position 197: 0.779912505988201
Position 12378: 0.6106104163715742
Position 15220: 0.3167798657535265
Position 3360: 0.21869239226203915
Position 2493: 0.19045644735069192
Position 2929: 0.18736418879311106
Position 8623: 0.17889167846683893
Position 156: 0.17176896489527277
Position 13773: 0.14034902060372678
Position 2811: 0.05414581010639913
Position 11604: 0.047813464523777
Position 4026: 0.04618682674586055
Position 8056: 0.03423327472208239
Position 12563: 0.028747332035390975
Position 14663: 0.026041941410006684
Position 308: 0.022080591441294328
Position 3342: 0.021747211126556233
Position 12435: 0.01564911415435663
Position 2644: 0.013243532792257946
Position 10756: 0.013101087842861433
Position 11398: 0.01174997507949939
Position 15178: 0.01080654538812658
Position 10062: 0.010766987100251922
Position 14763: 0.010692860397521453
Position 8433: 0.00952574624263328
Position 528: 0.009305946314109515
Position 5837: 0.008837326981857437
Position 2497: 0.008756429887957683
Position 12048: 0.007639230621317084
Position 4375: 0.006358911770020271
Position 9987: 0.005835295809947026
Position 4022: 0.0054541296716714305
Position 2628: 0.00471836756645848
Position 2664: 0.0047137502202562135
Position 13221: 0.004086302664024999
Position 160: 0.003932831408760667
Position 8867: 0.0030436624472262148
Position 14639: 0.002622083237953599
Position 8663: 0.002591463901496235
Position 12705: 0.0022591829982774197
Position 15526: 0.0018245503437735143
Position 12445: 0.0017316495495374312
Position 2934: 0.001411225288167701
Position 2147: 0.0008319258191585364
Position 11663: 0.000815882675835419
Position 304: 0.0007863492699052798
Position 2656: 0.0005217539737783428
Position 13104: 0.0004919868957557478
Position 539: 0.0004483133751689068
Position 2210: 0.00044808994410880056
Position 1362: 0.00042781129007755296
Position 11647: 0.0003933064557655946
Position 1750: 0.0003161626548032011
Position 11641: 0.0003089257090760246
Position 2391: 0.0003065413419635983
Position 12792: 0.0003038755376730515
Position 2448: 0.0002909399199419225
Position 15517: 0.0002775226035331153
Position 12786: 0.00027233486360053136
Position 785: 0.00026873974475043574
Position 3928: 0.00026676900800428173
Position 2159: 0.00026470794253235683
Position 2310: 0.0002554790233465534
Position 1032: 0.00022920267024749365
Position 3347: 0.00019811234350588087
Position 1308: 0.00019698432069648706
Position 2354: 0.00019504460925256166
Position 3089: 0.00018172646090882868
Position 432: 0.00017616347841932045
Position 25: 0.00016924496988065765
Position 300: 0.00016004357826560452
Position 971: 0.0001579183424048555
Position 13263: 0.00015209054722650713
Position 298: 0.0001400196143987895
Position 2891: 0.00013560916486651548
Position 2342: 9.523307576475966e-05
Position 1196: 9.516085759462425e-05
Position 12502: 8.945288413074527e-05
Position 938: 8.13542863016015e-05
Position 1299: 7.746645751175944e-05
Position 127: 7.724941950154821e-05
Position 2336: 6.656701382517741e-05
Position 1297: 6.63377588776142e-05
Position 795: 6.093323562960398e-05
Position 1573: 5.9779911931802626e-05
Position 801: 4.914559852410895e-05
Position 2272: 4.1703020298377844e-05
Position 294: 4.096560860399714e-05
Position 296: 3.39666389662462e-05
Position 1382: 3.156686904362045e-05
Position 356: 3.1089326714638145e-05
Position 2660: 2.98933456058421e-05
Position 12567: 2.7925275346288072e-05
Position 12546: 1.9649064894073924e-05
Position 11429: 1.9641743838902342e-05
Position 11381: 1.3122376078187918e-05
Position 2315: 9.371239560669515e-06
Position 12884: 5.807501927840008e-06
Position 11828: 4.769676389633391e-06
Position 2636: 2.444733552263812e-06
Position 945: 1.7067550008524132e-06
Position 962: 1.656828995334724e-06
Position 11884: 1.574299097774348e-06
Position 315: 7.863805519645555e-07
Position 302: 7.567316538653544e-07
Position 2087: 5.535460859951571e-07
Position 11378: 4.799175405686967e-07
Position 1386: 1.8221558914387086e-07
Position 1342: 1.814835912019576e-07
