Gene = cort
index = 1656
Annotated 5SS: [ 205  396  876 1306 1514]
Annotated 3SS: [ 263  460  933 1363 1572]
SMsplice 5SS: [ 205  396  876 1306 1514]
SMsplice 3SS: [ 263  460  933 1363 1572]
top_k =  500
Partition function (log Z): 3.2965470550589067

Sorted 5' Splice Sites (High to Low Probability):
Position 205: 0.9856625647747151
Position 1306: 0.9848589549646244
Position 396: 0.9600897154404805
Position 876: 0.8874971362455314
Position 1514: 0.8446084716705986
Position 25: 0.0223568509911635
Position 1140: 0.009724832949704372
Position 1501: 0.007255947212528391
Position 621: 0.005240204245911771
Position 1511: 0.004961182295671665
Position 951: 0.002595092851049418
Position 405: 0.001217284277892683
Position 1592: 0.001029711485983875
Position 1302: 0.0009939081927975034
Position 1118: 0.0007545950099448283
Position 1154: 0.000751304879891791
Position 1172: 0.0006651069544476127
Position 1590: 0.0006081183930893844
Position 356: 0.0005884202950333359
Position 820: 0.0005645480458281743
Position 584: 0.0005503368955848541
Position 398: 0.0005370081260380693
Position 1230: 0.00046356805557394505
Position 587: 0.000434938615443535
Position 1555: 0.0003522496147407915
Position 1495: 0.0003520484204226965
Position 400: 0.0003175813528703255
Position 19: 0.0002768623282019487
Position 166: 0.0002021280685008569
Position 797: 0.0001760707242599015
Position 1488: 0.00015432986446675836
Position 1450: 7.53040088318983e-05
Position 13: 6.825676202397734e-05
Position 1817: 6.639113998006524e-05
Position 788: 6.143312880810912e-05
Position 553: 5.716083062303978e-05
Position 1425: 5.1821993497078514e-05
Position 1799: 5.078092196239501e-05
Position 87: 4.332137225502333e-05
Position 1050: 3.361143485583859e-05
Position 103: 2.416668413081354e-05
Position 101: 1.9467337169324228e-05
Position 1256: 1.9215645490247246e-05
Position 1605: 1.4995595792534265e-05
Position 1263: 1.4410871236799346e-05
Position 1067: 1.421455325554385e-05
Position 903: 1.3807116129389267e-05
Position 1186: 1.346192954790789e-05
Position 244: 1.144350852042128e-05
Position 728: 7.796202780393491e-06
Position 1314: 7.736376848332012e-06
Position 1244: 5.667668284061371e-06
Position 1221: 2.658111492811545e-06
Position 6: 1.521153978580372e-06
Position 344: 1.1469777949096972e-06
Position 29: 1.1363976808948747e-06
Position 547: 1.0111417341488766e-06
Position 79: 9.42036013459533e-07
Position 1083: 7.676758121934718e-07
Position 684: 6.885648531252001e-07
Position 105: 6.278707023871951e-07
Position 288: 3.187931373246915e-07
Position 43: 3.061202781926901e-07
Position 4: 2.850623399919499e-07
Position 689: 2.7193440781383696e-07
Position 265: 2.3439694912007685e-07
Position 107: 1.555273408169575e-07
Position 91: 5.252803471215888e-08
Position 144: 3.051150862139077e-08
Position 802: 1.1900442722366813e-08
Position 933: 9.3052555441979e-09
Position 956: 8.859284939321276e-09
Position 1001: 8.741305035831484e-09
Position 247: 6.404498664722313e-09
Position 113: 4.891097596105781e-09
Position 290: 3.0568056240698654e-09
Position 1380: 2.2276303668716595e-09
Position 715: 5.930351210787991e-10
Position 297: 4.4924635153637017e-10
Position 1417: 3.294305841517967e-10
Position 462: 4.7246623451963085e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 263: 0.9784463236881272
Position 1363: 0.9748063590161804
Position 460: 0.8779816933147323
Position 933: 0.8758165994664773
Position 1572: 0.8161820074957492
Position 480: 0.07432909512961224
Position 1649: 0.04158801516426166
Position 1186: 0.011144249469629261
Position 113: 0.0105645289121067
Position 132: 0.008407567507694344
Position 1430: 0.00838837579755222
Position 1590: 0.006620644003482723
Position 652: 0.0060705002816254005
Position 684: 0.005493752435430987
Position 950: 0.005441656889957006
Position 1229: 0.004596765760106341
Position 989: 0.002814740502131115
Position 748: 0.002440923754483876
Position 247: 0.0021985186004462596
Position 287: 0.0014654333107592687
Position 1001: 0.0014047008983109387
Position 553: 0.0013263618411744427
Position 74: 0.0013153895888056892
Position 1172: 0.0010857120908377425
Position 165: 0.0009158796686097962
Position 1202: 0.00067037161034424
Position 1018: 0.0006317559865659637
Position 1067: 0.0006068925006288741
Position 558: 0.0005306682809062282
Position 144: 0.0004985432360187051
Position 1244: 0.0004034668307710721
Position 307: 0.00040012790053442124
Position 1373: 0.0002810250336975677
Position 908: 0.0002472086990518137
Position 561: 0.00024136845069426795
Position 1118: 0.00019957691823046232
Position 1754: 0.00016692828878294593
Position 1872: 0.0001447562068685377
Position 66: 0.00010992997090370702
Position 493: 9.160687263983676e-05
Position 667: 7.506578285339337e-05
Position 1472: 6.463123025824898e-05
Position 284: 4.765266786524865e-05
Position 96: 4.375067097585356e-05
Position 1436: 4.2199976838379994e-05
Position 884: 3.418711953309578e-05
Position 955: 3.1292535371941486e-05
Position 101: 2.7837035757794374e-05
Position 335: 2.4804247520446666e-05
Position 1255: 1.5653956521964093e-05
Position 1458: 8.769981159246148e-06
Position 278: 7.637150693108362e-06
Position 1047: 7.220614530795752e-06
Position 795: 6.003615893673291e-06
Position 356: 5.592782411724158e-06
Position 536: 4.134370357717641e-06
Position 820: 2.63149877200735e-06
Position 1445: 2.5482763765267292e-06
Position 405: 1.7610127813828566e-06
Position 329: 1.1171117279985468e-06
Position 265: 8.631112508638711e-07
Position 189: 8.471873578446091e-07
Position 192: 5.797917009602297e-07
Position 568: 4.036553476827691e-07
Position 274: 3.7743942173534767e-07
Position 368: 9.974764021001523e-08
Position 374: 3.076322383436956e-08
Position 204: 2.068995968399756e-08
Position 875: 8.501732222961063e-09
Position 209: 5.507970723486195e-09
Position 377: 4.831074456165839e-10
