Gene = Ilp3
index = 1226
Annotated 5SS: [246]
Annotated 3SS: [317]
SMsplice 5SS: [246]
SMsplice 3SS: [317]
top_k =  500
Partition function (log Z): -3.962335858670933

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.8497515027111239
Position 250: 0.1480519599642728
Position 502: 0.006805444789112949
Position 211: 0.0013613038281741101
Position 511: 0.0012606503277667177
Position 207: 0.0007606313144422553
Position 470: 0.0006681660160993064
Position 588: 0.0005857656711727141
Position 660: 0.0003324399281648112
Position 597: 8.94954637828476e-05
Position 600: 3.141662651693359e-05
Position 483: 2.5311530218633514e-05
Position 88: 2.2497067417309404e-05
Position 605: 2.21466259960042e-05
Position 166: 2.0811779610905964e-05
Position 282: 1.49592823245116e-05
Position 169: 4.709097006108193e-06
Position 451: 3.4851977593390424e-06
Position 376: 3.1836503688000566e-06
Position 209: 2.458268969056169e-06
Position 392: 2.241365623242568e-06
Position 428: 1.9445462655638366e-06
Position 671: 1.6753251894741145e-06
Position 387: 1.2525380298985064e-06
Position 381: 1.0153657993390916e-06
Position 147: 9.913866024279725e-07
Position 90: 9.047535058124974e-07
Position 439: 6.099291073648691e-07
Position 454: 4.7676359394716383e-07
Position 608: 3.679571134313323e-07
Position 149: 2.0726859607083822e-08
Position 314: 3.5912409693558286e-11
Position 414: 3.124524005401101e-11
Position 441: 1.4370999585211363e-11
Position 323: 9.459468461694478e-12
Position 357: 5.062610698054482e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 317: 0.8588700320810593
Position 337: 0.13910808233143515
Position 563: 0.004408944458821803
Position 597: 0.003178291056637336
Position 700: 0.0011780228110587268
Position 706: 0.0009520132240660278
Position 664: 0.0005401010188116365
Position 397: 0.0005136990608021708
Position 353: 0.0004638600428476847
Position 372: 0.0003369115898408001
Position 387: 6.135772073752653e-05
Position 271: 4.6764047784562685e-05
Position 748: 4.362684517480538e-05
Position 605: 3.914505789669684e-05
Position 617: 3.107502276750446e-05
Position 154: 1.951422631813635e-05
Position 406: 1.5297107646830997e-05
Position 580: 5.323816333044908e-06
Position 702: 4.445268074813806e-06
Position 451: 4.347411173214489e-06
Position 772: 3.922884974834663e-06
Position 282: 3.0228221399844277e-06
Position 493: 9.076029570998075e-07
Position 202: 5.412407462694089e-07
Position 381: 5.196321770338517e-07
Position 166: 5.373124948393293e-08
Position 235: 1.582189274660864e-08
Position 237: 1.4538640463325306e-09
Position 249: 2.7165278836937633e-10
Position 469: 1.1088064878623941e-10
Position 428: 6.217347738979064e-11
Position 498: 4.943184056581853e-11
Position 439: 9.508303184789778e-12
Position 477: 1.1048668301640406e-12
