Gene = saturn
index = 1864
Annotated 5SS: [330]
Annotated 3SS: [388]
SMsplice 5SS: [330]
SMsplice 3SS: [388]
top_k =  500
Partition function (log Z): -4.391797204183799

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.9870718332971194
Position 522: 0.3292080424671028
Position 150: 0.3219515100150988
Position 32: 0.07606120832959
Position 479: 0.031249898682641223
Position 47: 0.02240011666665564
Position 550: 0.004205771433358144
Position 258: 0.002752823614232429
Position 231: 0.002069920534727656
Position 719: 0.0010530068014859542
Position 132: 0.00041872596965172187
Position 99: 0.00026629342187981105
Position 190: 0.00023105692253030415
Position 704: 0.00016287513144866994
Position 297: 0.00013674348682245853
Position 840: 0.00010584561879297151
Position 707: 7.525028492852569e-05
Position 430: 7.396594325624086e-05
Position 51: 6.267729456990139e-05
Position 194: 5.6798373174594315e-05
Position 164: 5.63505429737964e-05
Position 334: 5.4477604068487905e-05
Position 124: 4.859191981782622e-05
Position 434: 4.3376794484165217e-05
Position 815: 4.227580813237458e-05
Position 58: 3.4782019114890626e-05
Position 644: 2.732718525434567e-05
Position 671: 2.466855163423322e-05
Position 847: 1.7324993473475383e-05
Position 425: 1.4571555009166155e-05
Position 282: 1.2904693190046842e-05
Position 113: 1.116093551599029e-05
Position 353: 2.8798578601937518e-06
Position 218: 9.586109651015638e-07
Position 273: 1.6424383699634303e-07
Position 389: 1.7375716874186512e-08
Position 423: 1.246655206930683e-08
Position 358: 5.026152868147772e-09
Position 627: 3.1453691168692224e-09
Position 377: 8.492329589479698e-11
Position 397: 4.3510168841869575e-12
Position 409: 2.9595941149241754e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 388: 0.9881319278344561
Position 207: 0.32935791394529235
Position 578: 0.18501940778456552
Position 611: 0.18029775135316536
Position 81: 0.0737574084135574
Position 103: 0.00716695784190259
Position 128: 0.003246726746268473
Position 99: 0.0030620923262227916
Position 961: 0.002021947361834
Position 307: 0.0017135189100288808
Position 85: 0.0013264299416329295
Position 680: 0.0010369172966166141
Position 548: 0.0007178363767093773
Position 932: 0.000500322635283743
Position 737: 0.00042300888819642917
Position 587: 0.00042066434625890947
Position 627: 0.000415722557286813
Position 782: 0.0003127135803184237
Position 803: 0.00021845698108994465
Position 831: 0.00017619359029834633
Position 796: 0.00015593149210526623
Position 241: 0.00011622099569872041
Position 638: 0.00011348887994601981
Position 717: 8.850920927967036e-05
Position 155: 6.577124502495922e-05
Position 898: 3.712929100806519e-05
Position 653: 1.8399131784485256e-05
Position 707: 1.7692056203856178e-05
Position 644: 1.5316703266829748e-05
Position 442: 1.4675234337967797e-05
Position 519: 1.4630090835477537e-05
Position 430: 7.735358876674895e-06
Position 742: 6.978478038057915e-06
Position 132: 5.136260728396609e-06
Position 490: 3.132529613982187e-06
Position 375: 5.697165123012839e-07
Position 340: 4.993258282043337e-07
Position 500: 1.4734402750480754e-07
Position 409: 1.4115701916933212e-07
Position 403: 1.074058445906414e-07
Position 364: 3.733146973082689e-08
Position 464: 2.5100007684592018e-08
Position 361: 2.4661980811689875e-08
