Gene = Mocs1
index = 1283
Annotated 5SS: [ 460  604 1885]
Annotated 3SS: [ 524 1032 2035]
SMsplice 5SS: [ 460  604 1885 2230]
SMsplice 3SS: [ 524 1032 2035 2819]
top_k =  500
Partition function (log Z): 4.854850861412754

Sorted 5' Splice Sites (High to Low Probability):
Position 460: 0.986144691635473
Position 1885: 0.977774547145276
Position 604: 0.9466913067285851
Position 2230: 0.7945346526831195
Position 226: 0.292052094353616
Position 2234: 0.04113360259827474
Position 1680: 0.02620984762666951
Position 1425: 0.01746137334483249
Position 812: 0.017221431304042797
Position 2750: 0.013014160941125499
Position 1864: 0.0110507597848755
Position 1500: 0.007895961091580701
Position 84: 0.0073014144117770005
Position 132: 0.00581386328751158
Position 2758: 0.003687195379081108
Position 608: 0.003161776223192316
Position 969: 0.0030822860014085044
Position 762: 0.0030753115020283528
Position 104: 0.0016126448270022988
Position 2502: 0.0015715812911668028
Position 1601: 0.0015348456490076267
Position 1675: 0.0012879271622340059
Position 237: 0.0009900570679379891
Position 1377: 0.0008625304726670256
Position 826: 0.0008053013700595117
Position 928: 0.0005319678661362622
Position 2614: 0.0005299437942065749
Position 448: 0.00044722497864529867
Position 1761: 0.00040132557704036396
Position 869: 0.0003820922394609806
Position 2170: 0.00024328349311171008
Position 1520: 0.00020162394837946746
Position 2623: 0.00019755927487123505
Position 476: 0.0001833529091739705
Position 243: 0.00018094517753808721
Position 2632: 0.0001789265802371584
Position 122: 0.00017481198661844949
Position 791: 0.000171718249964088
Position 2176: 0.00017154770341254043
Position 1188: 0.00015970438858158435
Position 1173: 0.0001216127818549753
Position 1568: 0.00011270249389463765
Position 156: 0.00010176171765165679
Position 1717: 9.845380581646087e-05
Position 2748: 8.021941429564919e-05
Position 770: 7.923458953737117e-05
Position 750: 7.696226530105937e-05
Position 1909: 6.019967323347307e-05
Position 2076: 5.0106248867320975e-05
Position 2293: 4.7268654184515195e-05
Position 148: 4.442233468406228e-05
Position 1832: 3.9149429905695536e-05
Position 1930: 3.470564049596627e-05
Position 1999: 2.9722616527374212e-05
Position 2431: 2.6250053364294433e-05
Position 464: 2.241832554206163e-05
Position 1506: 1.9499730601137424e-05
Position 2380: 1.8187023154668677e-05
Position 2479: 1.7885025539125504e-05
Position 1511: 1.5066789722596124e-05
Position 197: 1.4163155932824151e-05
Position 2029: 1.198308647638393e-05
Position 1468: 9.235153171512661e-06
Position 2455: 7.695583212658116e-06
Position 1137: 7.43884726841072e-06
Position 1257: 7.420187075271358e-06
Position 1889: 6.679137189936004e-06
Position 1818: 6.671281735337194e-06
Position 39: 5.678750463169395e-06
Position 66: 4.938049853628629e-06
Position 2511: 3.494160740068026e-06
Position 1684: 3.0898391382341774e-06
Position 2210: 2.736320906304087e-06
Position 2413: 1.6741376847309885e-06
Position 349: 7.018172522939715e-07
Position 688: 5.463752820922735e-07
Position 657: 4.191626657988259e-07
Position 421: 3.941962839927874e-07
Position 642: 3.080517810428651e-07
Position 651: 1.716213242350677e-07
Position 419: 1.3344624200354165e-07
Position 683: 1.293759503067838e-07
Position 625: 9.731307131284881e-08
Position 714: 6.054498844800335e-08
Position 728: 5.2020241124393776e-08
Position 12: 3.723022835968573e-08
Position 395: 3.534602266663527e-08
Position 24: 3.3675680784261996e-08
Position 326: 2.075712497820874e-08
Position 487: 6.41838585506475e-09
Position 493: 5.28512865333025e-09
Position 1017: 6.519044960234808e-10

Sorted 3' Splice Sites (High to Low Probability):
