Gene = Usp32
index = 1588
Annotated 5SS: [ 316 2857 3201 3631 4554 5752 6128 6492 8341 8564 8816 9058 9587]
Annotated 3SS: [2621 2923 3401 3693 4619 5824 6183 7693 8396 8627 8871 9118 9649]
SMsplice 5SS: [ 316 2857 3201 3631 4554 5752 6128 6435 8341 8564 8816 9058 9587]
SMsplice 3SS: [2621 2923 3401 3693 4619 5824 6183 6583 8396 8627 8871 9118 9649]
top_k =  500
Partition function (log Z): 46.96315117416867

Sorted 5' Splice Sites (High to Low Probability):
Position 9058: 0.9994598423500588
Position 2857: 0.9991420561057985
Position 3631: 0.9974189160799044
Position 4554: 0.9964389572455471
Position 3201: 0.9926155447232027
Position 6128: 0.990684508577928
Position 9587: 0.9870101016830961
Position 5752: 0.9859887016924287
Position 316: 0.9747066974719358
Position 8341: 0.9629887833210514
Position 8816: 0.95430040603665
Position 8564: 0.9156282946944208
Position 6435: 0.5311117722912657
Position 6492: 0.44405163545239745
Position 9994: 0.34001047927485756
Position 6312: 0.33683588216150484
Position 3886: 0.2468872607719377
Position 2495: 0.11283707002233379
Position 4875: 0.10569203713118726
Position 2357: 0.0792750084435669
Position 65: 0.05077459253983027
Position 9342: 0.04468682680016701
Position 4884: 0.031941822493422686
Position 2321: 0.030997280137884754
Position 8568: 0.030419954060333123
Position 6801: 0.02990087043186268
Position 1497: 0.02692949658761244
Position 8279: 0.019904443477903534
Position 5160: 0.013887175157128919
Position 7889: 0.011767296517197563
Position 2281: 0.011629085057943318
Position 9350: 0.007743545530919689
Position 4752: 0.0073872243237246395
Position 5756: 0.006141453540050402
Position 6027: 0.006130859336808595
Position 2515: 0.006098944198957167
Position 677: 0.005914834914129805
Position 2399: 0.005339127400592422
Position 4806: 0.004877716336381986
Position 6904: 0.0038708153463450135
Position 9881: 0.0037089175578142483
Position 6053: 0.0034148774635005363
Position 7794: 0.00319675358100509
Position 429: 0.0030363831084672757
Position 10546: 0.0030321734861415896
Position 6363: 0.002737719372118573
Position 3234: 0.0027299553306293603
Position 4523: 0.002583384058035414
Position 9591: 0.002510747823404221
Position 7479: 0.002412603624670837
Position 67: 0.0024046094474759892
Position 8814: 0.002215890134862667
Position 3588: 0.0019576760830036888
Position 1570: 0.0018894819565181715
Position 2345: 0.0018369306388826762
Position 5358: 0.0017231429300245062
Position 750: 0.0016205252732802477
Position 4106: 0.0016020680675449463
Position 2426: 0.0014625868236255526
Position 6334: 0.0014371851849632176
Position 801: 0.0013222160575632057
Position 5721: 0.0012242359159019324
Position 371: 0.0010850354103414607
Position 10362: 0.0010573078705838727
Position 8820: 0.0010228254256249326
Position 9715: 0.000995841203737561
Position 1135: 0.0009540775682004955
Position 334: 0.0009444937729549377
Position 5649: 0.0008882699818976616
Position 6832: 0.0008553544080202761
Position 2312: 0.0008469406783128189
Position 6969: 0.0008119247524721395
Position 852: 0.0008035419196390247
Position 6522: 0.0007975206155769452
Position 9675: 0.0007655999337839938
Position 52: 0.0007572594797030521
Position 7085: 0.0007297011721658384
Position 7336: 0.0007290958573865161
Position 662: 0.0006548012224655292
Position 2512: 0.0006542558525073882
Position 5763: 0.0006196900841153496
Position 673: 0.0005769288524891713
Position 306: 0.0005465060832924802
Position 6: 0.00045541786389018086
Position 4735: 0.0004091025519583675
Position 9584: 0.00038839907697169057
Position 3831: 0.00038831460571206813
Position 9308: 0.00034853864881671673
Position 9581: 0.00033148052839949315
Position 2491: 0.00029752182622589323
Position 9161: 0.00028255160802025884
Position 865: 0.0002822948288918833
Position 5107: 0.00028227297738649885
Position 10557: 0.0002607457444559474
Position 10203: 0.00025948697720168834
Position 5745: 0.00025611791157685424
Position 2835: 0.00024337256638088037
