Gene = DOR
index = 1128
Annotated 5SS: [  442 11552 12320 12721]
Annotated 3SS: [10876 11838 12485 12796]
SMsplice 5SS: [   78 11552 12230 12721]
SMsplice 3SS: [10876 11838 12485 12796]
top_k =  500
Partition function (log Z): 11.52122408220798

Sorted 5' Splice Sites (High to Low Probability):
Position 12721: 0.9965534908606622
Position 11552: 0.9954510615436902
Position 78: 0.6824469541116737
Position 12320: 0.49903156911740687
Position 12230: 0.475748306186204
Position 442: 0.3079321652942016
Position 13044: 0.09819397707354308
Position 2469: 0.05326683290823261
Position 2765: 0.04863634998563366
Position 11731: 0.044050837260601536
Position 692: 0.03092522395586189
Position 10427: 0.022864024027605637
Position 2945: 0.019358312132993213
Position 11774: 0.017770054320371483
Position 7515: 0.014052778930815054
Position 11943: 0.012091478359794166
Position 11733: 0.009144372873232944
Position 1688: 0.009095176549630038
Position 5608: 0.008839180147036139
Position 11174: 0.008506389396689948
Position 1751: 0.007102591931888425
Position 11706: 0.006899578362044727
Position 12425: 0.006777930743235061
Position 2104: 0.005081998356156609
Position 1373: 0.00500609298695433
Position 11532: 0.003730209126993459
Position 12747: 0.002552246549811598
Position 12152: 0.002370092665038561
Position 5209: 0.0021399648593177093
Position 304: 0.002085302021009532
Position 1812: 0.0020182925313551106
Position 82: 0.0017012234351346913
Position 2835: 0.0015462074818549762
Position 2365: 0.0015291330543008139
Position 9143: 0.0012452272120893654
Position 6261: 0.0011713402880014368
Position 12234: 0.0011176288562288576
Position 4253: 0.001038042458215652
Position 995: 0.000962334977400788
Position 971: 0.0008287140901578228
Position 13509: 0.0007707537223413096
Position 12920: 0.00064585821140597
Position 12857: 0.0005349848613148415
Position 12713: 0.0005085411342744755
Position 12202: 0.0004761064088880667
Position 12324: 0.0003335555128897254
Position 12184: 0.00029692785427491887
Position 2613: 0.00024558029304995585
Position 12336: 0.00023064670161389837
Position 13221: 0.0001995853055995114
Position 11917: 0.00019693815059507506
Position 13273: 0.00015553622866595987
Position 12013: 0.00012062457280312938
Position 1798: 0.00011878381469055626
Position 11757: 0.00011422788075229301
Position 13089: 9.909832296450814e-05
Position 12103: 9.84417384980599e-05
Position 12210: 9.477589436187399e-05
Position 400: 8.818121931109809e-05
Position 283: 8.23941839196628e-05
Position 11898: 8.229503915445471e-05
Position 13575: 6.896184131501031e-05
Position 2369: 6.885834810826399e-05
Position 1960: 6.77791166096221e-05
Position 13587: 6.69698113414726e-05
Position 12060: 6.143211963841074e-05
Position 11737: 5.53263526434033e-05
Position 11949: 5.391851223553595e-05
Position 214: 4.0862405285209746e-05
Position 119: 3.9803577669503166e-05
Position 11717: 3.603392405856619e-05
Position 11635: 3.530784575750542e-05
Position 12707: 3.510222179385416e-05
Position 11966: 3.3841957257478705e-05
Position 13598: 3.288978721144516e-05
Position 993: 3.2782820451633436e-05
Position 287: 3.215126203890091e-05
Position 12008: 2.9493276592282918e-05
Position 11892: 2.872102599847771e-05
Position 177: 2.6998732147777864e-05
Position 12753: 2.6063122357717153e-05
Position 13591: 2.531371048205745e-05
Position 1402: 2.4045852015824996e-05
Position 185: 2.3128371206735427e-05
Position 11623: 2.154329657368819e-05
Position 11592: 1.8199166274321897e-05
Position 811: 1.7038092182835416e-05
Position 11889: 1.4135137046729653e-05
Position 12949: 1.3633485455573555e-05
Position 10934: 1.295852224285315e-05
Position 12349: 1.0101572674052899e-05
Position 12679: 6.295446899116356e-06
Position 99: 5.844615527864169e-06
Position 12224: 4.955562141367105e-06
Position 11991: 4.463369485793296e-06
Position 12377: 3.939573324313352e-06
Position 13530: 3.749300801072466e-06
Position 446: 3.6281062465719057e-06
Position 13596: 3.131065943067929e-06
Position 1160: 2.888693747855656e-06
Position 13547: 2.7302311194442074e-06
Position 13448: 2.514349773519248e-06
Position 1137: 2.5035894277229476e-06
Position 591: 1.9720148971184483e-06
Position 13571: 1.885032356498472e-06
Position 607: 1.8184331794893451e-06
Position 1170: 1.543620338558762e-06
Position 781: 1.5396391473307902e-06
Position 567: 1.5120915680949844e-06
Position 359: 1.1755259937893142e-06
Position 189: 1.0874654748769864e-06
Position 936: 1.0039669799205404e-06
Position 221: 9.055321094045841e-07
Position 375: 9.026195113188493e-07
Position 251: 7.958423842179723e-07
Position 12684: 5.402642710219303e-07
Position 218: 2.6272633038229186e-07
Position 1757: 2.5448708561536267e-07
Position 1859: 2.161864982626207e-07
Position 804: 1.4898106995343038e-07
Position 556: 1.456637244308244e-07
Position 245: 1.1798446840602134e-07
Position 237: 7.719528850167089e-08
Position 498: 6.199928445703509e-08
Position 224: 5.961507746295778e-08
Position 1181: 4.358485004112251e-08
Position 12644: 3.8876686032893966e-08
Position 84: 3.8549073922883434e-08
Position 86: 2.1420432976021713e-08
Position 690: 2.0820402478476385e-08
Position 13265: 1.77236219758302e-08
Position 13277: 6.751961795953395e-09
Position 357: 4.935766511000454e-09
Position 12503: 4.620333387740204e-09
Position 4216: 2.715416822520041e-09
Position 3488: 2.250164536736444e-09
Position 2876: 1.6750111975034287e-09
Position 2921: 1.304419565039261e-09
Position 12489: 9.443106418648002e-12
Position 12568: 8.477031782827362e-12
Position 451: 2.854735962452046e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11838: 0.9953115674108147
Position 10876: 0.9933776811123091
Position 12796: 0.9628252624177152
Position 12485: 0.8093170419678133
Position 13109: 0.09475380231405492
Position 12366: 0.09267773376039813
Position 11619: 0.06313486343159787
Position 2743: 0.04267924181480745
Position 12770: 0.03636480465025114
Position 12509: 0.03543253896029391
Position 1048: 0.026204475576025066
Position 2328: 0.01902792264369311
Position 12503: 0.017334491952064233
Position 2103: 0.015985984101667107
Position 12402: 0.015348507261608291
Position 11234: 0.0130761446022
Position 12013: 0.012178081121789025
Position 10314: 0.01214981964250609
Position 9698: 0.01155886819611542
Position 11685: 0.011254936617423274
Position 7394: 0.008880052840292316
Position 12336: 0.0076002561416102935
Position 2553: 0.00725532387331102
Position 1887: 0.0062633460207328845
