Gene = msb1l
index = 1799
Annotated 5SS: [274]
Annotated 3SS: [338]
SMsplice 5SS: [274]
SMsplice 3SS: [338]
top_k =  500
Partition function (log Z): -4.825716716026628

Sorted 5' Splice Sites (High to Low Probability):
Position 274: 0.9913000812260999
Position 498: 0.0937564539166339
Position 552: 0.010857382430862659
Position 293: 0.008250135733415237
Position 756: 0.005044941739084622
Position 1361: 0.0006753846348002624
Position 1002: 0.0004915988483969533
Position 556: 0.00043417599825548643
Position 594: 0.00017474290990591394
Position 59: 0.0001658491374682638
Position 1317: 0.0001601038585148255
Position 424: 0.00015245000133462354
Position 1165: 7.594479756882983e-05
Position 125: 7.262337943027242e-05
Position 278: 6.71806441021371e-05
Position 1095: 5.400534282441953e-05
Position 1129: 4.950808464077855e-05
Position 486: 4.7980971790437906e-05
Position 635: 2.9517285274560365e-05
Position 502: 2.6358217211527157e-05
Position 725: 2.4629533794596853e-05
Position 1088: 1.8308888668971372e-05
Position 394: 1.3976172779619147e-05
Position 1299: 1.0872920284759841e-05
Position 78: 9.669586134135541e-06
Position 669: 5.787562960296495e-06
Position 1139: 4.626324999672218e-06
Position 1012: 2.991866166463484e-06
Position 1170: 2.4091527185311506e-06
Position 796: 1.8425354715027784e-06
Position 975: 1.4258910670077979e-06
Position 573: 7.261639190808403e-07
Position 66: 6.105962335924049e-07
Position 1021: 5.614947359350669e-07
Position 384: 3.880826193795861e-08
Position 318: 3.002764048390659e-08
Position 332: 9.681298482840686e-10
Position 350: 9.265646512214949e-10
Position 540: 6.710436284715395e-10
Position 335: 3.692739598742917e-10
Position 363: 2.0092646849137356e-10
Position 338: 1.9087201780848988e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 338: 0.6237338565152705
Position 347: 0.35496658406294435
Position 550: 0.07039204893127746
Position 318: 0.01516741352434582
Position 1417: 0.011086814737765883
Position 716: 0.009041963287325656
Position 814: 0.004965366919145214
Position 1244: 0.004861045594912904
Position 689: 0.003573637629665314
Position 780: 0.0020187299179549216
Position 467: 0.001991768282563523
Position 1165: 0.0016504164185563264
Position 731: 0.0015990947894169631
Position 603: 0.0012750246709373836
Position 922: 0.0009459040665060527
Position 566: 0.0009163659984377342
Position 665: 0.0005523976167057442
Position 594: 0.00042197427808228304
Position 1211: 0.0004153263793106401
Position 1151: 0.00024354313688706918
Position 371: 0.00016745973312904725
Position 1223: 0.00012969214964294752
Position 561: 0.00011980589262841534
Position 1220: 0.00010804978785714975
Position 785: 0.00010021634918682715
Position 108: 9.685729926896864e-05
Position 931: 9.590488421086335e-05
Position 374: 9.484147262039525e-05
Position 1129: 9.474768215419699e-05
Position 1281: 8.667078844613996e-05
Position 368: 8.557631770740565e-05
Position 1175: 8.267180223857092e-05
Position 377: 8.222867308959182e-05
Position 1312: 7.896445749003656e-05
Position 1361: 7.65524373742184e-05
Position 1229: 7.293105594769465e-05
Position 124: 5.825293456024503e-05
Position 860: 5.0698061668341516e-05
Position 394: 4.011590496434378e-05
Position 693: 3.961649679789983e-05
Position 755: 3.7354790214489955e-05
Position 962: 3.651271414181406e-05
Position 573: 3.2609753175367417e-05
Position 173: 3.114090434253916e-05
Position 749: 2.91153649619862e-05
Position 434: 2.743486326119547e-05
Position 857: 2.5200027763753352e-05
Position 1080: 2.3313737484314033e-05
Position 1048: 1.9761996788979038e-05
Position 788: 1.81042404330777e-05
Position 1019: 1.6644904252244882e-05
Position 1064: 1.4373269210708087e-05
Position 734: 1.29046670939815e-05
Position 497: 1.1442819794757564e-05
Position 1181: 1.1307824053327764e-05
Position 965: 9.832512638511722e-06
Position 619: 9.391410745525143e-06
Position 934: 9.339834845973385e-06
Position 180: 7.298077869877912e-06
Position 1121: 4.73139686810398e-06
Position 959: 4.2949119047054185e-06
Position 605: 3.449678601459216e-06
Position 1040: 3.263223522239864e-06
Position 380: 2.288433307071388e-06
Position 1317: 1.4621412782142066e-06
Position 184: 1.2008866824781827e-06
Position 285: 1.9968338849897833e-08
Position 214: 3.2488448920765585e-09
Position 103: 1.244344137318718e-09
Position 292: 5.0996314895535164e-11
Position 278: 1.5846155269711393e-12
Position 216: 1.3812725978129027e-13
