Gene = NijA
index = 1318
Annotated 5SS: [ 311 1249 1854]
Annotated 3SS: [1172 1461 2150]
SMsplice 5SS: [ 311 1400 1854]
SMsplice 3SS: [1172 1461 2150]
top_k =  500
Partition function (log Z): 0.12138057582168002

Sorted 5' Splice Sites (High to Low Probability):
Position 1854: 0.9720650002247931
Position 1400: 0.5978515847768403
Position 311: 0.5843736752857428
Position 1249: 0.32567304677051284
Position 348: 0.19714052186519448
Position 299: 0.08437461822354285
Position 1381: 0.02735852554411042
Position 176: 0.018708318758580877
Position 1002: 0.014618562863653367
Position 1294: 0.005336640115419352
Position 1590: 0.004586297174051861
Position 1253: 0.004404239786087405
Position 1932: 0.004272304418802178
Position 986: 0.004189202313889705
Position 117: 0.004188911822661302
Position 676: 0.0034074190003588216
Position 2033: 0.0033439996416900963
Position 1868: 0.0030059227562970626
Position 2023: 0.002661093660958403
Position 1222: 0.002358297623846026
Position 2066: 0.002228243036059218
Position 2050: 0.0020730128701970433
Position 1584: 0.0018152890589631376
Position 849: 0.0014520416278082436
Position 1398: 0.0014157032227043386
Position 972: 0.0013981712368057043
Position 2342: 0.001378155182998609
Position 370: 0.0012782948833201203
Position 983: 0.0007221680715614265
Position 911: 0.0006583344794408852
Position 1692: 0.0006459451907470266
Position 2244: 0.0006266310718615661
Position 100: 0.0005715412379377132
Position 2053: 0.0005065214659659198
Position 1889: 0.0004981842737190399
Position 2370: 0.00042548060665973845
Position 2351: 0.00034903746038203356
Position 1404: 0.00034767220381681053
Position 1947: 0.0003437118187914862
Position 321: 0.0002716994863948619
Position 1074: 0.00023101701440651957
Position 965: 0.00019778439692228757
Position 1540: 0.00016012718641279092
Position 2271: 0.00014501177483457843
Position 436: 0.0001171212050836859
Position 469: 0.00011637872902068243
Position 228: 0.00011520719251442481
Position 1417: 0.00011383882884069988
Position 2313: 0.00010927201489742251
Position 876: 9.933913303206946e-05
Position 315: 8.075409783076669e-05
Position 1651: 7.364775896860897e-05
Position 560: 6.349245455289468e-05
Position 457: 5.4723365610830034e-05
Position 2277: 5.4615725206378596e-05
Position 2268: 5.286830951602659e-05
Position 659: 5.260334027542276e-05
Position 237: 5.125210081217224e-05
Position 1132: 4.774420846187472e-05
Position 669: 4.345692093607017e-05
Position 1269: 4.127228914658027e-05
Position 1554: 3.72995715488713e-05
Position 417: 3.6592904942276745e-05
Position 397: 3.441178468520699e-05
Position 1819: 3.234351398145198e-05
Position 680: 3.071074539521022e-05
Position 22: 2.1712250458728387e-05
Position 1671: 1.7732411412532526e-05
Position 632: 1.686739230885663e-05
Position 2298: 1.6830680724283982e-05
Position 619: 1.560082201759889e-05
Position 1656: 1.453390683841043e-05
Position 1621: 1.447187872966608e-05
Position 1779: 1.3199854865127165e-05
Position 1420: 1.1651141797519855e-05
Position 1333: 8.557710854010103e-06
Position 1826: 7.904452889849632e-06
Position 1339: 7.516711859898217e-06
Position 954: 7.201418660535247e-06
Position 32: 6.564499532937108e-06
Position 1596: 6.3430350066988126e-06
Position 1310: 6.262301805692851e-06
Position 761: 5.794099611775596e-06
Position 272: 4.585414533648281e-06
Position 1774: 4.151477808021193e-06
Position 50: 3.857962754551494e-06
Position 405: 3.0077925462734727e-06
Position 443: 2.666923323526717e-06
Position 2186: 2.1723489987784614e-06
Position 2203: 1.7383530613769051e-06
Position 689: 1.3396374956413814e-07
Position 500: 1.0505074728223858e-07
Position 8: 8.608331783151134e-08
Position 532: 4.8573685362059877e-08
Position 5: 4.4816242339550395e-08
Position 467: 2.9608834955825367e-08
Position 1135: 1.728792532329415e-08
Position 1434: 7.166274478357274e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2150: 0.9961903035952786
Position 1461: 0.981107121830753
Position 1172: 0.6096751984677087
Position 702: 0.1271666358506122
Position 1063: 0.10378621118004425
Position 947: 0.009257408592107677
Position 745: 0.006806541814246985
Position 443: 0.00637956668426346
Position 771: 0.005814336263275874
Position 1017: 0.0047255360044019005
Position 1922: 0.004166511345640181
Position 1509: 0.003769565198278376
Position 546: 0.003084242240719275
Position 513: 0.00197307149220853
Position 393: 0.0018678404264601742
Position 1899: 0.0017450840001296997
Position 1298: 0.0016251961140591029
Position 824: 0.00159278168593523
Position 1068: 0.0013272087915003844
Position 2398: 0.001213210332742564
Position 1973: 0.0011461445607161404
Position 1192: 0.001061891798218661
Position 2439: 0.001016617170069943
Position 930: 0.0008971304788112126
Position 2363: 0.0007917911646614165
Position 576: 0.0007913832993599356
Position 1434: 0.0007437400502235202
Position 1706: 0.0006931482975317705
Position 972: 0.0005292777202247265
Position 653: 0.00043812669206375326
Position 2083: 0.00043392844943176495
Position 1032: 0.0003497920043062169
Position 983: 0.0003399787358553448
Position 2386: 0.00026476722090320107
Position 2053: 0.00025093924383261116
Position 1132: 0.00023221004096692907
Position 1108: 0.000221234897528851
Position 1608: 0.00020001590261390715
Position 1183: 0.0001661023363933022
Position 1002: 0.00016524428430621447
Position 781: 0.00015827839831730116
Position 632: 0.0001477584794814461
Position 1284: 0.00014197344657954813
Position 1712: 0.00012023518061971049
Position 189: 0.00010525399651973085
Position 245: 8.68729335165333e-05
Position 1715: 7.570808168513367e-05
Position 640: 4.8554861920147745e-05
Position 1127: 4.557234608362682e-05
Position 1071: 4.513967254465647e-05
Position 1407: 4.267076696644375e-05
Position 1819: 4.042963323764113e-05
Position 1787: 3.680752736568313e-05
Position 713: 3.409737796160769e-05
Position 1560: 3.272649681700884e-05
Position 2305: 3.22800974333948e-05
Position 2186: 2.1935151623870973e-05
Position 1840: 1.7905682113047326e-05
Position 560: 1.4677943927618693e-05
Position 2032: 1.301385563774287e-05
Position 1985: 1.020888362830886e-05
Position 237: 8.691185481824909e-06
Position 2289: 6.643593510710909e-06
Position 657: 4.919557115747788e-06
Position 2262: 4.656572979237103e-06
Position 2342: 4.481507841145212e-06
Position 518: 3.502837920492587e-06
Position 347: 3.3786515150464427e-06
Position 1413: 2.8263494618585663e-06
Position 2248: 2.4178401587136017e-06
Position 837: 2.1599962728236422e-06
Position 715: 1.870550285018048e-06
Position 2227: 1.7592247690678801e-06
Position 2066: 1.7035836296214955e-06
Position 2039: 1.6790123876019675e-06
Position 98: 1.5732421055705228e-06
Position 2370: 1.4880401321731906e-06
Position 149: 1.446631511194217e-06
Position 2023: 1.330282252724459e-06
Position 281: 1.234881758762598e-06
Position 2244: 7.624013875133411e-07
Position 1853: 3.5812661361483823e-07
Position 272: 1.4832350824431727e-07
Position 116: 7.06138859334522e-08
Position 311: 4.7417343690660574e-08
Position 92: 7.508942653529138e-09
Position 849: 3.956651539615299e-09
Position 481: 2.8724548507842e-09
Position 122: 2.144791445004782e-09
Position 64: 1.095145114304313e-09
