Gene = ATPsynB
index = 4
Annotated 5SS: [ 97 642]
Annotated 3SS: [312 733]
SMsplice 5SS: [642]
SMsplice 3SS: [733]
top_k =  500
Partition function (log Z): -4.711891035069868

Sorted 5' Splice Sites (High to Low Probability):
Position 642: 0.9634967845373325
Position 97: 0.27223825928825796
Position 234: 0.17528481880080216
Position 414: 0.07437557039106084
Position 225: 0.061135055925321855
Position 228: 0.05002225224367274
Position 29: 0.011073408161463131
Position 163: 0.005887039788512903
Position 155: 0.004734444480190564
Position 212: 0.004730290825140438
Position 215: 0.0045305206093373355
Position 894: 0.004083396089333899
Position 196: 0.0036523541638476156
Position 495: 0.003411007231861421
Position 620: 0.00260229499430849
Position 559: 0.0009214532803542532
Position 443: 0.0007585680227103525
Position 139: 0.0006944017065385528
Position 657: 0.0005606806977680327
Position 663: 0.0005446537299915438
Position 646: 0.0005169342827852104
Position 571: 0.0005078791456223586
Position 923: 0.0004755650691463124
Position 440: 0.00038521116096455125
Position 187: 0.00032125573599219937
Position 499: 0.00030857689931347836
Position 947: 0.00021271995843017495
Position 469: 0.00010957761825558186
Position 1135: 0.00010196528779650644
Position 38: 9.563537422848716e-05
Position 150: 8.144969454228997e-05
Position 11: 7.307770751413887e-05
Position 71: 6.092562507871161e-05
Position 831: 6.067736413063414e-05
Position 548: 4.7418925242970496e-05
Position 992: 3.8783618313224946e-05
Position 1124: 3.462029882680472e-05
Position 137: 2.8458916391751562e-05
Position 962: 2.7350216346334833e-05
Position 449: 1.5893463788421003e-05
Position 1060: 1.2662467440911733e-05
Position 609: 1.2517758627432047e-05
Position 1099: 1.0660905560932013e-05
Position 913: 1.0113666726206926e-05
Position 1118: 9.403041785345574e-06
Position 418: 8.200273483247707e-06
Position 278: 5.489313600562831e-06
Position 969: 4.97901236283611e-06
Position 296: 2.4576748700645934e-06
Position 1127: 1.962014043840079e-06
Position 51: 1.707475624118574e-06
Position 1094: 7.355473072140418e-07
Position 471: 6.762150377702209e-07
Position 283: 3.44589973493148e-07
Position 534: 2.3573432584596873e-07
Position 889: 2.2247837150573893e-09
Position 344: 9.886575319177446e-10
Position 330: 3.7604703672948046e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 733: 0.9873323552396887
Position 312: 0.4474218135488572
Position 281: 0.12117751865911229
Position 524: 0.061371116616412855
Position 96: 0.006660852956171765
Position 946: 0.00436993822476709
Position 527: 0.004236624331538142
Position 464: 0.004221604686757399
Position 548: 0.003719300463995681
Position 163: 0.001929947738283055
Position 705: 0.0014254871907344335
Position 317: 0.0010400343346778753
Position 1039: 0.000632327823391085
Position 121: 0.00041895187591441276
Position 754: 0.00040604101893024913
Position 351: 0.00038856402788670156
Position 1183: 0.00028084807039161137
Position 1036: 0.00021807599400151635
Position 599: 0.00018946104654739605
Position 877: 0.00016937654279288434
Position 1023: 0.00014912470001758848
Position 978: 0.00014263522977009545
Position 556: 9.7042151351592e-05
Position 1042: 6.254078214965886e-05
Position 596: 6.025500638392659e-05
Position 413: 4.066291357970305e-05
Position 922: 3.3045207546397135e-05
Position 212: 2.9365527543327565e-05
Position 449: 2.3389080756186968e-05
Position 542: 1.866902859868677e-05
Position 808: 9.761951681656054e-06
Position 1124: 8.036609077842692e-06
Position 928: 6.674061015905457e-06
Position 778: 6.0794647923202735e-06
Position 982: 5.7042827152329136e-06
Position 392: 5.425468130261984e-06
Position 129: 4.093838245470677e-06
Position 1155: 3.5871265844956657e-06
Position 620: 2.5346423607351723e-06
Position 985: 2.381967428638604e-06
Position 79: 2.1307346019455774e-06
Position 81: 6.020698689459218e-11
Position 383: 9.712789187083378e-12
