Gene = Arv1
index = 29
Annotated 5SS: [188 368 564]
Annotated 3SS: [247 424 628]
SMsplice 5SS: [188 564]
SMsplice 3SS: [247 628]
top_k =  500
Partition function (log Z): -2.914902069655483

Sorted 5' Splice Sites (High to Low Probability):
Position 564: 0.9617126538383839
Position 188: 0.906736777212577
Position 376: 0.3258483550938006
Position 368: 0.0754740222470602
Position 19: 0.008021318258096813
Position 137: 0.007690454150677691
Position 115: 0.007096180843497672
Position 583: 0.0030908877872784274
Position 577: 0.0010759852935858705
Position 10: 0.00026759890196248427
Position 906: 0.0002481932490640982
Position 225: 0.0002472633362604556
Position 395: 0.00016764273654105606
Position 119: 0.0001492546379473915
Position 677: 0.00011719260021592377
Position 1010: 9.302407994860466e-05
Position 877: 6.840061606323571e-05
Position 48: 5.534179282409691e-05
Position 148: 3.180569420607607e-05
Position 113: 3.1413949850588603e-05
Position 437: 3.108961844117272e-05
Position 328: 3.0868665361428304e-05
Position 859: 2.014014393081161e-05
Position 94: 1.6646121694520356e-05
Position 960: 1.0063805323612414e-05
Position 419: 9.982390233589271e-06
Position 46: 8.685097784851387e-06
Position 922: 7.858028944821032e-06
Position 446: 7.790036756250562e-06
Position 393: 7.071053613167949e-06
Position 126: 6.231374379324809e-06
Position 976: 5.421763081925583e-06
Position 964: 5.296766156983722e-06
Position 283: 4.911557798105865e-06
Position 781: 4.608479353515676e-06
Position 973: 3.903029120412968e-06
Position 733: 2.6416749738828593e-06
Position 449: 2.3111900591321253e-06
Position 292: 2.12940375108359e-06
Position 223: 1.9454126638397975e-06
Position 5: 1.203056544742093e-06
Position 832: 1.0559729626742335e-06
Position 636: 9.706277787098179e-07
Position 518: 6.639743151981484e-07
Position 802: 4.140364636449781e-07
Position 52: 3.5870801618617013e-07
Position 384: 6.818275539388954e-08
Position 255: 1.8092463291446388e-08
Position 475: 1.7859922760588183e-08
Position 759: 1.3047235368928759e-10
Position 736: 6.827541863109432e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 628: 0.9807323629283355
Position 247: 0.9233032025644101
Position 424: 0.34864983146460293
Position 436: 0.03932738387446311
Position 308: 0.002860643422461731
Position 64: 0.0010818133025674605
Position 323: 0.0005837755678911769
Position 733: 0.00033433542546958985
Position 1055: 0.00023614904304635568
Position 367: 0.00022976339833532703
Position 759: 0.00022014963388977143
Position 931: 0.0002013691465605832
Position 135: 0.0001203958841250477
Position 693: 0.00010505262850308769
Position 529: 7.99717631364895e-05
Position 103: 7.512832175645491e-05
Position 1101: 6.102283892041486e-05
Position 106: 6.006617074444354e-05
Position 1097: 3.5995596327453377e-05
Position 1051: 3.5189358306180276e-05
Position 700: 2.6438437293666094e-05
Position 873: 2.203031522615302e-05
Position 999: 6.23941713916104e-06
Position 973: 5.252376423852924e-06
Position 289: 4.820742588754241e-06
Position 192: 4.4209027139102075e-06
Position 996: 3.56569116004028e-06
Position 945: 3.4822898328530037e-06
Position 162: 2.9491833965725807e-06
Position 292: 2.192318121022909e-06
Position 137: 1.2347581308419037e-06
Position 154: 7.414365643443745e-07
Position 204: 5.230976836695849e-07
Position 1105: 3.128301334123413e-07
Position 960: 2.8875726301700733e-07
Position 143: 3.731932870444595e-08
Position 283: 3.973669496787639e-10
Position 208: 3.90125607724001e-11
Position 206: 5.757786867526419e-16
