Gene = Gorab
index = 1194
Annotated 5SS: [191 975]
Annotated 3SS: [ 274 1031]
SMsplice 5SS: [975]
SMsplice 3SS: [1031]
top_k =  500
Partition function (log Z): -4.22043207231039

Sorted 5' Splice Sites (High to Low Probability):
Position 975: 0.9857709829827547
Position 191: 0.6644046727136375
Position 1189: 0.06392034335643991
Position 1193: 0.005499032573065661
Position 1253: 0.005364429531559955
Position 1132: 0.004046905243708007
Position 1262: 0.002885608161221399
Position 1154: 0.0018830658453110923
Position 970: 0.0015240307096009724
Position 222: 0.0006972805728111124
Position 475: 0.0005387367547883182
Position 579: 0.0004812938565489356
Position 14: 0.00018292726170689332
Position 1415: 0.0001577386622572233
Position 50: 9.875386254035005e-05
Position 30: 9.872234875312347e-05
Position 263: 7.586755369250132e-05
Position 158: 6.177421941229993e-05
Position 32: 5.968908927122565e-05
Position 686: 5.630624808550766e-05
Position 902: 5.387517812290863e-05
Position 638: 3.262560708858074e-05
Position 311: 3.193502946664993e-05
Position 919: 2.4790022077391654e-05
Position 57: 2.2940379497120395e-05
Position 267: 2.0520173710347708e-05
Position 179: 1.987700307310764e-05
Position 979: 1.831750287195868e-05
Position 345: 1.5182572097240805e-05
Position 1404: 1.4230817155582638e-05
Position 1327: 1.2366910937321117e-05
Position 1260: 1.1947174649888277e-05
Position 160: 1.032242179800224e-05
Position 1304: 9.699777028910858e-06
Position 40: 9.497700786325864e-06
Position 220: 6.8845997091758125e-06
Position 614: 6.851804983914209e-06
Position 145: 6.7327413968032665e-06
Position 35: 5.699646645811878e-06
Position 1379: 1.7750960052747592e-06
Position 261: 8.084123466446204e-07
Position 9: 4.0360770744001365e-07
Position 998: 1.1370857963539487e-07
Position 813: 1.0157376151845231e-08
Position 81: 4.145533408091185e-09
Position 110: 9.83723277607058e-10
Position 913: 2.504854190711828e-10
Position 236: 1.548394287705462e-10
Position 397: 2.6227170554118073e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1031: 0.9908856850478899
Position 614: 0.20153383904613856
Position 586: 0.11759611634231412
Position 526: 0.09555300355388809
Position 274: 0.08939180436694212
Position 1301: 0.06583114106149783
Position 324: 0.051636163704757605
Position 553: 0.03245211674759941
Position 738: 0.016448529060780943
Position 765: 0.011120651646374751
Position 627: 0.010810397409810366
Position 753: 0.008541793347534474
Position 1482: 0.006555142723150392
Position 632: 0.006536017455275489
Position 1241: 0.005854062789651474
Position 1327: 0.004449638225411459
Position 831: 0.0031717448629689725
Position 1185: 0.0025711155861635245
Position 557: 0.0019207755968602411
Position 693: 0.0018790962492136426
Position 724: 0.001424371716367342
Position 528: 0.0013853184673724421
Position 819: 0.0012966895641929055
Position 1053: 0.0011456459005876995
Position 408: 0.0008097156697508197
Position 644: 0.0007617934833288823
Position 424: 0.0007527656495215388
Position 674: 0.0006632644294730776
Position 1074: 0.0005233687486966911
Position 1104: 0.0005102590548139362
Position 973: 0.0004332038059312383
Position 1462: 0.00042375363722483406
Position 337: 0.00042345323698483254
Position 843: 0.000295409196097472
Position 81: 0.00029190342775464604
Position 279: 0.00023513854989120806
Position 1059: 0.00021818812253619865
Position 648: 0.0002125758718870143
Position 116: 0.0001830989942932011
Position 345: 0.00017813106851621396
Position 1101: 0.00017274028023687204
Position 789: 0.0001571942861462339
Position 357: 0.00015585507095103684
Position 656: 0.00012058204635044821
Position 360: 9.826494351013515e-05
Position 840: 7.440772700093949e-05
Position 405: 6.596136613226368e-05
Position 441: 5.316145882449106e-05
Position 354: 4.036629108945959e-05
Position 1132: 3.830424086008938e-05
Position 564: 3.225428260238449e-05
Position 1488: 3.177725166869768e-05
Position 795: 2.450870091347124e-05
Position 1117: 2.025559831119675e-05
Position 363: 1.966591388576025e-05
Position 804: 1.8038466607858982e-05
Position 922: 1.7194701606373475e-05
Position 559: 1.3537277970769786e-05
Position 1107: 1.2634703648970423e-05
Position 686: 9.533403801847674e-06
Position 1189: 9.340805541855244e-06
Position 786: 8.79789563188865e-06
Position 1078: 8.262316098276399e-06
Position 894: 6.969196757542702e-06
Position 798: 6.829769051664347e-06
Position 271: 5.717208534827831e-06
Position 864: 3.978760960954374e-06
Position 218: 3.7993935017620413e-06
Position 711: 1.826937722290184e-06
Position 468: 1.6451265656676128e-06
Position 1496: 1.4018122016490487e-06
Position 375: 1.2605529818521713e-06
Position 366: 1.1783810570561587e-06
Position 885: 9.764661771999552e-07
Position 478: 4.478933994625685e-07
Position 135: 1.4762637324431975e-08
Position 99: 3.029414914520073e-09
Position 150: 1.6133305985523e-09
Position 153: 1.398770202480437e-09
Position 126: 2.921264246735022e-10
Position 170: 1.0748110546187964e-10
Position 187: 1.0522293994481008e-12
Position 190: 1.9414846574978773e-13
Position 195: 1.779854659334527e-13
Position 204: 1.539928846666259e-13
Position 179: 2.7793450085097433e-18
