Gene = r2d2
index = 1853
Annotated 5SS: [106 501]
Annotated 3SS: [198 573]
SMsplice 5SS: [501]
SMsplice 3SS: [573]
top_k =  500
Partition function (log Z): -4.244399438420904

Sorted 5' Splice Sites (High to Low Probability):
Position 501: 0.7579390056597236
Position 106: 0.32647292298374236
Position 454: 0.23826463656095684
Position 774: 0.015244698256858539
Position 97: 0.009564381820552382
Position 1197: 0.008108509001765792
Position 1622: 0.007320515452537375
Position 89: 0.005223492563447815
Position 1368: 0.0046642988666879106
Position 672: 0.003928679786484141
Position 1871: 0.003090185646393614
Position 20: 0.0029921834085667987
Position 1405: 0.002351515545136246
Position 462: 0.0018559372294343233
Position 717: 0.0012348677042323818
Position 122: 0.0010910136704474463
Position 239: 0.001009524949028228
Position 840: 0.0006073433172987773
Position 367: 0.00043690634187587194
Position 152: 0.0003975902866948906
Position 1485: 0.0003802799198659564
Position 271: 0.00037194696654749824
Position 320: 0.0003408214062601719
Position 1355: 0.0003156429720634531
Position 951: 0.00031068293562036244
Position 1583: 0.0002718713560411485
Position 1250: 0.00022108302381714269
Position 1686: 0.00020296089756315124
Position 303: 0.00020037613932439303
Position 4: 0.0001833120025456805
Position 207: 0.00012702773285978733
Position 1702: 0.00011576553063490609
Position 467: 0.00010598789322199241
Position 1592: 0.00010031485611812945
Position 458: 8.857315642875921e-05
Position 374: 8.381548280280497e-05
Position 36: 7.705223800956321e-05
Position 248: 7.062013814929765e-05
Position 854: 5.719399554570114e-05
Position 228: 5.527871015853023e-05
Position 1691: 4.054089194578749e-05
Position 676: 2.8528292675559388e-05
Position 1481: 2.7200086973917347e-05
Position 9: 1.4022187119419113e-05
Position 11: 1.0623125185614716e-05
Position 1596: 1.0521058333230583e-05
Position 777: 9.744459116784834e-06
Position 201: 9.313498019905502e-06
Position 116: 7.832195590708142e-06
Position 328: 4.697643219044091e-06
Position 975: 2.504640755092893e-06
Position 741: 1.9862538555218506e-06
Position 1269: 1.9462409033609435e-06
Position 335: 1.8677914800339126e-06
Position 1065: 1.5180884182038783e-06
Position 877: 7.278982805669914e-07
Position 1296: 6.575823453092101e-07
Position 313: 5.347476873112876e-07
Position 429: 3.866747180554778e-07
Position 391: 2.0881804132255886e-07
Position 1514: 1.4729571194653288e-07
Position 730: 8.733482455477843e-08
Position 396: 5.9376766430682585e-08
Position 622: 2.5499067529373603e-08
Position 1046: 2.134021616253001e-08
Position 1231: 1.3007320907670388e-08
Position 1282: 9.942188210136577e-09
Position 586: 6.815727187120964e-11
Position 1293: 3.2508726021801336e-12
Position 540: 3.6266363483407986e-13
Position 577: 1.2902577542650873e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 573: 0.9974072044845661
Position 198: 0.30707473276623737
Position 271: 0.020100620257653103
Position 1484: 0.011082779668956575
Position 324: 0.00876381446589969
Position 174: 0.007331729736067021
Position 840: 0.007193350244208932
Position 1430: 0.007050565780210656
Position 1267: 0.006937341792490216
Position 1936: 0.00392857620720446
Position 1773: 0.0029465128790142525
Position 1513: 0.002936144052844265
Position 1691: 0.0027640430064842297
Position 429: 0.0015803778721573422
Position 1807: 0.0013859810638013495
Position 1927: 0.0007449291419078273
Position 388: 0.0007376037576978686
Position 1746: 0.0007147093805176546
Position 89: 0.0006049501702118159
Position 1393: 0.0005917467666854018
Position 279: 0.0005367968895484201
Position 367: 0.0004576162705866466
Position 1559: 0.0003138046201343074
Position 1522: 0.00028441841993748955
Position 1904: 0.00028202735187864587
Position 409: 0.00026461307414321226
Position 916: 0.0002469903258158313
Position 212: 0.00023528594227394245
Position 1214: 0.00018554699237509115
Position 1021: 0.0001832268324827964
Position 371: 0.00013095969906836083
Position 1161: 0.00012953271280197767
Position 1136: 0.00012461434208509273
Position 1112: 9.777498624730908e-05
Position 391: 8.1852019486161e-05
Position 1555: 7.115023657409391e-05
Position 773: 3.383939314808372e-05
Position 610: 3.022713105781667e-05
Position 777: 2.4107625203767126e-05
Position 1231: 1.8622020557756336e-05
Position 782: 1.35308050685632e-05
Position 725: 1.1681066965090596e-05
Position 64: 1.0395791181345951e-05
Position 446: 7.1141144676693155e-06
Position 1575: 5.827006171454872e-07
Position 102: 1.8376412733533522e-07
Position 97: 1.2635688275958285e-07
Position 662: 6.286196833695002e-08
Position 105: 4.1696701780535825e-08
Position 485: 3.269178308152553e-08
Position 467: 2.695416560644668e-08
Position 584: 2.564271587464103e-08
Position 722: 1.7621121103961037e-08
